Tutorial Group,Student ID,Name,School,Gender,CGPA
G-103,2099,Fahim Hussein,CCEB,Male,4.03
G-103,2602,Fatima Baig,MSE,Female,4.25
G-103,4051,Fatima Malik,EEE,Female,4.18
G-103,1613,Graham Jackson,MSE,Male,3.97
G-103,4964,Hannah Sanders,ASE,Female,4.2
G-103,3497,Hikaru Sato,MSE,Male,4.14
G-103,4678,Irfan Bin Hassan,ASE,Male,4.0
G-103,1553,Isaac Thompson,CCEB,Male,4.03
G-103,2679,Khalil Bin Ismail,ASE,Male,4.09
G-103,4612,Kylie Chen,CCDS,Female,4.15
G-103,5970,Layla Fisher,CCEB,Female,4.01
G-103,1551,Maggie Kwan,WKW SCI,Female,3.91
G-103,1911,Mansoor Qureshi,SBS,Male,4.12
G-103,1202,Maya Gonzales,SSS,Female,4.22
G-103,835,Maya Wilson,LKCMedicine,Female,4.13
G-103,952,Nadia Binti Zulkifli,CoB (NBS),Female,3.87
G-103,1879,Naim Bin Hashim,EEE,Male,4.2
G-103,1292,Queenie Lee,SSS,Female,4.06
G-103,925,Saad Malik,SSS,Male,4.05
G-103,4821,Samantha Khan,CoB (NBS),Female,4.19
G-103,778,Selina Loh,SSS,Female,3.91
G-103,40,Shiloh Lin,CEE,Female,4.05
G-103,4181,Simon Lee,SSS,Male,4.02
G-103,4559,Sofia Kim,SoH,Female,4.17
G-103,1847,Talha Iqbal,WKW SCI,Male,4.11
G-103,2601,Tommy Wu,WKW SCI,Male,4.22
G-103,344,Tyler Hall,WKW SCI,Male,4.11
G-103,4809,Vikram Singh,MAE,Male,4.13
G-103,3932,Vy Nguyen,WKW SCI,Male,4.11
G-103,4427,Willow Wong,CCDS,Female,4.19
G-103,1787,Xiao Wei Tan,SoH,Male,3.95
G-103,4837,Yuna Wong,SPMS,Female,4.07
G-103,2302,Yvonne Ng,CCDS,Female,3.8
G-103,2189,Zachary Lee,MSE,Male,4.11
G-104,2204,Anaya Singh,MAE,Female,4.0
G-104,1395,Anil Reddy,SBS,Male,4.14
G-104,4039,Anita Lim,SPMS,Female,4.06
G-104,4001,Ashna Mehta,SBS,Female,4.06
G-104,4349,Benjamin Huang,MAE,Male,4.11
G-104,90,Chandra Menon,ASE,Male,4.03
G-104,2233,Chloe Scott,CCDS,Female,3.85
G-104,2653,Chloe Tan,CoE,Female,4.17
G-104,2556,Chloe Wu,SSS,Female,4.03
G-104,1446,Dahlia Chen,SSS,Female,4.04
G-104,759,Daniel Adams,NIE,Male,4.05
G-104,3595,Eamon Liu,SSS,Male,4.16
G-104,5905,Emi Yamashita,SoH,Female,4.22
G-104,5684,Emily Johnson,CEE,Female,4.03
G-104,4894,Fitri Binti Mohd,SoH,Female,4.0
G-104,3268,Gideon Torres,SSS,Male,4.04
G-104,5570,Gideon Zhang,SSS,Male,4.01
G-104,82,Giselle Wu,ASE,Female,4.14
G-104,2932,Gracelyn Dela Cruz,CoE,Female,3.96
G-104,4187,Isha Verma,SBS,Female,4.03
G-104,5596,Jason Tan,CoE,Male,4.16
G-104,1542,John Lim,CCDS,Male,3.95
G-104,2962,Jun Zhang,SPMS,Male,4.19
G-104,5540,Kamran Farooq,MAE,Male,4.01
G-104,4664,Lance Alvarado,SoH,Male,4.04
G-104,3873,Leo Pranata,CEE,Male,4.2
G-104,1950,Lila Wu,SPMS,Female,4.06
G-104,5263,Lily Ong,NIE,Female,3.93
G-104,5962,Madison Scott,CoE,Female,3.92
G-104,5685,Maya Rahman,WKW SCI,Female,4.06
G-104,2898,Nancy Yeo,WKW SCI,Female,4.08
G-104,3050,Nia Wong,WKW SCI,Female,3.95
G-104,3937,Nisha Yadav,CoE,Female,4.18
G-104,1375,Pallavi Mehta,CCEB,Female,4.09
G-104,238,Prashant Joshi,CCDS,Male,4.03
G-104,2622,Priya Roy,ASE,Female,4.11
G-104,4988,Rafael Wong,EEE,Male,4.11
G-104,1891,Ryder Ward,EEE,Male,4.15
G-104,2273,Samantha Ong,WKW SCI,Female,4.1
G-104,832,Sarah Liu,CoB (NBS),Female,4.09
G-104,3665,Shahid Ali,SoH,Male,4.11
G-104,1600,Sophia Taylor,SBS,Female,4.06
G-104,3080,Tara Wati,NIE,Female,3.85
G-104,1649,Vera Ong,NIE,Female,4.09
G-104,33,Waleed Malik,CCDS,Male,4.15
G-104,3335,William Yip,CoB (NBS),Male,4.22
G-104,5020,Xena Reed,NIE,Female,4.11
G-104,4403,Ying Zhang,NIE,Female,4.18
G-104,2562,Zainab Noor,CoB (NBS),Female,4.0
G-104,5317,Zhen Zhang,MAE,Male,4.06
G-105,2732,Addison Lin,CCDS,Female,4.02
G-105,5909,Aditi Kumar,SoH,Female,4.01
G-105,4744,Alyssa Tan,CoB (NBS),Female,4.1
G-105,1564,Amina Binti Zain,NIE,Female,4.15
G-105,1490,Amit Agarwal,EEE,Male,4.15
G-105,463,Arjun Nair,ASE,Male,3.92
G-105,5816,Bennett Liu,EEE,Male,4.14
G-105,5339,Callum Williams,CoB (NBS),Male,4.19
G-105,4364,Charlotte Gonzalez,CEE,Female,4.22
G-105,1550,Chen Bo,CoE,Male,4.17
G-105,4431,Chen Li,SSS,Female,4.12
G-105,28,Claudia Tan,SoH,Female,4.09
G-105,3970,Cora Zhang,CCEB,Female,4.15
G-105,1789,Dallas Liu,ASE,Male,4.05
G-105,1927,Dao Tran,CCDS,Male,4.15
G-105,2728,Daphne Li,CCDS,Female,4.26
G-105,1529,Devansh Mehta,EEE,Male,4.0
G-105,401,Haruki Suzuki,CCDS,Male,4.01
G-105,5003,Imran Bin Zahid,CoB (NBS),Male,4.3
G-105,1803,Isabella Rodriguez,EEE,Female,3.86
G-105,5950,James Jackson,SSS,Male,4.09
G-105,1007,Jonathan Wu,ASE,Male,4.09
G-105,5218,Julia Tan,CCEB,Female,4.04
G-105,4869,Kiran Rao,ASE,Male,4.15
G-105,2913,Kunal Mehta,EEE,Male,4.12
G-105,4510,Kylie Zhang,CoE,Female,4.04
G-105,1043,Logan Martin,ADM,Male,4.12
G-105,3728,Lola Zhang,SSS,Female,4.22
G-105,2392,Max Johnson,EEE,Male,4.21
G-105,333,Maya Torres,CoE,Female,3.92
G-105,1141,Mei Chen,NIE,Female,4.02
G-105,5355,Nicolas Ramos,ADM,Male,4.14
G-105,951,Nisha Bansal,SBS,Female,4.15
G-105,5029,Olivia Miller,WKW SCI,Female,3.87
G-105,3108,Pallavi Kumar,SoH,Female,4.1
G-105,4758,Ping An,CEE,Female,4.1
G-105,5770,Qiana Lestari,ADM,Female,4.25
G-105,800,Ricky Chen,SoH,Male,4.09
G-105,1974,Ronald Tan,SPMS,Male,4.05
G-105,3668,Saad Javed,CEE,Male,4.15
G-105,4589,Sabrina Zhao,NIE,Female,4.11
G-105,5797,Shahid Raza,NIE,Male,4.02
G-105,4188,Sophie Reed,EEE,Female,4.23
G-105,3415,Tatum Roberts,NIE,Female,4.06
G-105,2161,Tessa Li,MAE,Female,4.14
G-105,2010,Trung Le,SoH,Male,4.06
G-105,500,Vincent Wong,MAE,Male,4.01
G-105,3345,Vira Dwi,CEE,Female,3.8
G-105,5377,Yang Jun,CCEB,Male,4.17
G-105,5565,Yumi Tanaka,EEE,Female,4.03
G-106,5676,Akemi Takahashi,NIE,Female,4.12
G-106,4732,Albert Wang,CoE,Male,4.01
G-106,3583,Aria Lee,SSS,Female,3.88
G-106,3654,Aria Tan,EEE,Female,4.04
G-106,4934,Arya Kapoor,CoB (NBS),Female,3.97
G-106,5657,Charlotte Harris,NIE,Female,4.02
G-106,1415,Cleo Morales,WKW SCI,Female,4.02
G-106,3686,Cole Huang,CoB (NBS),Male,4.19
G-106,330,Dylan Li,NIE,Male,3.9
G-106,1168,Eun-Hee Kim,CoE,Female,4.14
G-106,113,Fahad Ali,CoB (NBS),Male,4.19
G-106,1785,Gabriella Dela Cruz,CCDS,Female,4.01
G-106,3471,Gandhi Saputra,CCDS,Male,3.95
G-106,1888,Guofeng,MAE,Female,4.15
G-106,2147,Hafiz Ahmad,CoB (NBS),Male,4.14
G-106,3551,Harrison Moore,LKCMedicine,Male,4.19
G-106,2385,Hoang Nguyen,NIE,Male,4.02
G-106,5089,Isla Lee,CCEB,Female,4.15
G-106,4581,Jai Mehta,EEE,Male,4.0
G-106,930,Jason Robinson,ADM,Male,4.52
G-106,3330,Jingyi,CCEB,Female,4.15
G-106,5885,Jun Liu,WKW SCI,Female,3.9
G-106,4387,Kathy Tan,CCDS,Female,4.05
G-106,1929,Kavitha Tan,CCEB,Female,4.3
G-106,2713,Kevin Wang,ADM,Male,4.09
G-106,5093,Megan Zhao,SPMS,Female,4.01
G-106,623,Minghao,ADM,Female,4.0
G-106,2588,Mira Binti Zaki,WKW SCI,Female,4.2
G-106,5670,Miyu Nishimura,CCDS,Female,4.06
G-106,5088,Neelam Rani,WKW SCI,Female,3.95
G-106,1580,Nikhil Sharma,ADM,Male,4.11
G-106,164,Nisha Verma,CoB (NBS),Female,4.18
G-106,2112,Noah Morris,EEE,Male,4.11
G-106,4438,Noel Pineda,SSS,Male,4.19
G-106,1294,Nolan Reyes,CCDS,Male,4.16
G-106,4317,Oliver Martinez,MAE,Male,4.12
G-106,3054,Om Tan,WKW SCI,Male,4.15
G-106,2144,Oscar Villanueva,CCDS,Male,4.19
G-106,3001,Piper Chen,CCEB,Female,4.15
G-106,1002,Priya Nair,SPMS,Female,4.12
G-106,5898,Quinn Larson,SSS,Female,4.12
G-106,4783,Rahul Mehta,LKCMedicine,Male,4.08
G-106,4201,Reyansh Iyer,LKCMedicine,Male,4.14
G-106,5983,Sergei Ivanovich,LKCMedicine,Male,4.0
G-106,1730,Siddharth Gupta,SSS,Male,4.14
G-106,850,Sienna Lee,SoH,Female,3.88
G-106,1470,Tania Ng,CCDS,Female,4.15
G-106,3008,Thomas Harris,MAE,Male,3.95
G-106,4753,Zara Malik,CCEB,Female,3.9
G-106,2370,Zedrick Ong,MAE,Male,4.05
G-107,992,Amara Siti,MAE,Female,4.03
G-107,4621,Amelia Lewis,CoE,Female,4.22
G-107,149,Ananya Roy,CEE,Female,4.08
G-107,1979,Archer Powell,SPMS,Male,4.12
G-107,4572,Arjun Sinha,CEE,Male,4.09
G-107,754,Bria Tsai,CCDS,Female,4.23
G-107,5767,Carter Hall,CCEB,Male,4.14
G-107,2445,Chad Dela Cruz,SBS,Male,4.02
G-107,2012,Charu Iyer,EEE,Female,3.92
G-107,5790,Cheryl Ong,SPMS,Female,4.0
G-107,4074,Daniel Tan,NIE,Male,4.0
G-107,4677,Emery Wu,SPMS,Male,4.1
G-107,2715,Harvey Lim,SBS,Male,3.88
G-107,2877,Hayden Wu,MAE,Female,4.12
G-107,2196,Jia Li,ASE,Female,4.03
G-107,4716,Joko Susanto,MSE,Male,3.9
G-107,180,Kai Qiang,CCEB,Male,4.04
G-107,3973,Karan Patel,SPMS,Male,4.14
G-107,768,Kavita Singh,MSE,Female,3.89
G-107,3344,Lana Tan,CCEB,Female,4.0
G-107,5645,Le Van Minh,SSS,Female,4.02
G-107,2292,Lily Lim,SBS,Female,4.19
G-107,5804,Liu Yang,MSE,Male,4.16
G-107,2475,Madison Torres,NIE,Female,4.12
G-107,2334,Meera Gupta,CCDS,Female,4.04
G-107,5132,Min-Jung Kim,CEE,Female,3.85
G-107,112,Misha Malik,WKW SCI,Female,4.14
G-107,2471,Nguyen Thi Hoa,MAE,Female,3.87
G-107,937,Nina Binti Noor,NIE,Female,3.86
G-107,4749,Nina Zhao,SSS,Female,4.15
G-107,2916,Omar Rivera,MAE,Male,4.12
G-107,5335,Qiang Zhang,MSE,Male,4.2
G-107,598,Riana Binti Abdul,ASE,Female,4.25
G-107,4040,Rina Ali,CCDS,Female,4.09
G-107,895,Saanvi Roy,CEE,Female,4.25
G-107,1212,Samantha Sanchez,CoB (NBS),Female,4.25
G-107,830,Samreen Ali,SSS,Female,4.07
G-107,5212,Sana Menon,SBS,Female,4.22
G-107,89,Suresh Bhat,MAE,Female,4.14
G-107,1033,Tanishq Reddy,MSE,Male,3.92
G-107,1308,Vera Chan,WKW SCI,Female,4.1
G-107,4901,Victoria Reyes,ASE,Female,4.2
G-107,4336,Xiangqi,CCEB,Male,4.0
G-107,1463,Xiao Zhang,CEE,Male,4.02
G-107,2941,Xiaoling Chen,WKW SCI,Female,4.02
G-107,1968,Yumi Hayashi,CoB (NBS),Female,3.89
G-107,5960,Yuri Grigorev,SSS,Male,4.1
G-107,3867,Zane Navarro,EEE,Male,4.18
G-107,3849,Zane Wong,CCDS,Male,4.03
G-107,1541,Zulaikha Binti Rahman,CoB (NBS),Female,4.0
G-108,2926,Aarav Nair,CCEB,Male,3.89
G-108,3985,Asher Thompson,CCDS,Male,4.52
G-108,5153,Caleb Parker,CoE,Male,4.18
G-108,1678,Cameron Ward,SBS,Male,4.19
G-108,3921,Camila Allen,CoB (NBS),Female,4.0
G-108,5733,Chen Ming,WKW SCI,Male,4.11
G-108,2511,Hana Watanabe,CEE,Female,4.18
G-108,3128,Harini Nair,SSS,Female,4.02
G-108,4574,Hina Waseem,EEE,Female,3.95
G-108,2509,Hugo Long,CoB (NBS),Male,4.06
G-108,1809,Ivy Wang,CoB (NBS),Female,3.89
G-108,5266,Julian Wu,ADM,Male,4.12
G-108,2130,Kendrick Alvarado,SSS,Male,4.18
G-108,2663,Liam Reddy,WKW SCI,Male,4.02
G-108,2716,Liang Bo,SPMS,Male,4.19
G-108,3184,Lindsey Lin,EEE,Female,4.1
G-108,1643,Mae Chang,ADM,Female,4.02
G-108,3972,Malia Tan,MAE,Female,4.08
