Tutorial Group,Student ID,Name,School,Gender,CGPA,Team Assigned
G-100,5743,Bradley Huang,CEE,Female,2.64,
G-100,2017,Caiyun,ASE,Male,2.52,
G-100,4425,Carla Wang,SoH,Male,2.43,
G-100,4888,Carter Moore,CoB (NBS),Male,2.45,
G-100,2000,Danty Susanto,CCDS,Female,2.63,
G-100,1683,Diya Nair,SPMS,Male,2.62,
G-100,491,Fangling,LKCMedicine,Male,2.41,
G-100,1145,Fay Tan,SPMS,Male,2.46,
G-100,5945,Fergus Mendoza,LKCMedicine,Female,2.58,
G-100,2346,Fiona Clark,WKW SCI,Female,2.35,
G-100,2089,Han Zhang,NIE,Female,2.4,
G-100,4283,Hassan Farooq,CEE,Female,2.48,
G-100,861,Hua Zhang,EEE,Male,0.21,
G-100,438,Iris Rivera,WKW SCI,Male,2.51,
G-100,2009,Isabella Thomas,MSE,Male,2.65,
G-100,4743,Jack Foster,CoB (NBS),Male,2.44,
G-100,4857,Jordan Chen,ASE,Male,0.26,
G-100,745,Khalid Rahman,MSE,Female,2.48,
G-100,1547,Margaret Li,SBS,Male,2.41,
G-100,2332,Maya Ong,NIE,Female,2.35,
G-100,347,Meera Menon,MSE,Female,2.43,
G-100,1176,Mia Hall,MAE,Female,2.56,
G-100,967,Mia Phillips,SBS,Female,2.49,
G-100,370,Mia Wong,EEE,Female,2.36,
G-100,4268,Nadia Binti Azhar,SPMS,Male,2.37,
G-100,4061,Naina Gupta,ADM,Male,2.53,
G-100,5534,Neelam Bhatia,SBS,Male,2.44,
G-100,5953,Orlando Wu,ADM,Male,2.61,
G-100,2698,Owen Hill,SPMS,Female,2.62,
G-100,5791,Peter Choi,SPMS,Female,2.61,
G-100,1875,Rachel Lee,ASE,Male,2.45,
G-100,3137,Raquel Huang,SBS,Male,2.46,
G-100,412,Seema Kapoor,MSE,Male,2.4,
G-100,2097,Siti Maryam,SBS,Male,2.54,
G-100,731,Tae-Soo Kim,ADM,Female,2.41,
G-100,1795,Tao Wang,LKCMedicine,Female,2.6,
G-100,4274,Tommy Wu,MSE,Female,0.49,
G-100,2040,Wesley Turner,LKCMedicine,Female,2.51,
G-100,356,Yasir Qureshi,SSS,Female,4.89,
G-100,111,Ying Liu,CCEB,Male,2.46,
G-100,1824,Yuanqing,ADM,Female,2.46,
G-100,5800,Yumi Nishikawa,CoE,Male,2.5,
G-101,3886,Ajay Iyer,SoH,Female,2.45,
G-101,746,Alani Lin,CCEB,Female,2.54,
G-101,5210,Amaya Sharma,CCDS,Female,2.54,
G-101,2425,Asher Nelson,SSS,Male,2.53,
G-101,1545,Carter Thompson,LKCMedicine,Male,2.64,
G-101,621,Christopher Cox,SSS,Female,2.38,
G-101,23,Daphne Tan,CoB (NBS),Female,2.63,
G-101,3088,Eli Cruz,CCEB,Female,2.42,
G-101,849,Ethan Taylor,MAE,Female,4.77,
G-101,4173,Evelyn Cheung,SPMS,Female,2.43,
G-101,4167,Farhan Bin Azhar,EEE,Male,2.39,
G-101,5015,Fatima Bhatia,LKCMedicine,Female,0.28,
G-101,615,Gia Tsai,MAE,Male,2.56,
G-101,5809,Hannah Smith,SBS,Female,0.1,
G-101,4526,Hope Chen,ASE,Female,2.58,
G-101,5741,Isla Young,SSS,Male,2.42,
G-101,1293,Jasper Wang,CCDS,Male,4.8,
G-101,4896,Jaxon Lewis,SPMS,Male,0.14,
G-101,410,Jin Yang Tan,NIE,Male,2.37,
G-101,762,Kate Tan,NIE,Female,0.37,
G-101,4393,Kevin Brown,MAE,Female,2.57,
G-101,1839,Kexin,MSE,Male,2.35,
G-101,5191,Khayla Rahayu,ASE,Male,2.5,
G-101,1353,Kieran Harris,ADM,Female,2.4,
G-101,1346,Lola Tan,SBS,Female,2.42,
G-101,5468,Lucas Chen,CoB (NBS),Female,2.55,
G-101,3382,Madiha Ali,EEE,Male,4.86,
G-101,4346,Manish Singh,EEE,Male,2.58,
G-101,3593,Minghao,SPMS,Male,2.51,
G-101,2828,Nguyen Hoang Long,MAE,Female,2.39,
G-101,1235,Nguyen Thi Binh,SBS,Male,0.0,
G-101,5633,Ning Li,SPMS,Female,2.55,
G-101,5987,Owen Nugroho,SBS,Female,2.58,
G-101,665,Qi Chen,MSE,Male,2.55,
G-101,5291,Rachel Choi,SSS,Male,4.56,
G-101,35,Riley Lim,CoE,Female,2.45,
G-101,2986,Rishi Tan,CCEB,Male,2.53,
G-101,2349,Sandeep Rao,CoB (NBS),Female,2.44,
G-101,757,Savannah Torres,CCDS,Male,2.62,
G-101,2852,Shayla Wang,CCDS,Female,2.35,
G-101,4045,Sofia Reddy,ASE,Female,2.64,
G-101,2337,Sophia Jones,NIE,Female,2.45,
G-101,5461,Suraj Mishra,SBS,Male,2.35,
G-101,456,Wani Binti Jalil,ASE,Male,0.06,
G-101,4928,Weijun,SBS,Male,2.59,
G-101,696,Wyatt Price,CCDS,Male,2.62,
G-101,437,Xiao Ming,CCDS,Male,2.48,
G-101,3546,Ying Wong,EEE,Male,0.43,
G-101,2753,Zadie Harris,SSS,Female,2.62,
G-101,715,Zoe King,LKCMedicine,Male,2.54,
G-102,783,Ajay Bhatt,SBS,Male,2.61,
G-102,3592,Alina Awan,SPMS,Male,2.42,
G-102,5928,Anjali Kumar,LKCMedicine,Female,2.49,
G-102,5144,Aria Murphy,SoH,Male,2.65,
G-102,3439,Asher Clark,CoE,Male,0.33,
G-102,5888,Bradley Yang,CoE,Male,0.03,
G-102,2315,Cheng Fang Tan,SSS,Female,2.48,
G-102,2373,Elisha Wu,SPMS,Male,0.2,
G-102,2595,Fariha Noor,LKCMedicine,Female,2.51,
G-102,3820,Felix Wong,CoE,Female,2.33,
G-102,2079,Gina Lau,SoH,Male,2.56,
G-102,818,Hansel Bautista,MAE,Female,2.34,
G-102,2376,Hao Yang Tan,WKW SCI,Female,2.42,
G-102,3692,Harsh Kumar,EEE,Male,2.65,
G-102,2403,Henry Tan,SoH,Male,2.51,
G-102,337,Kanwal Bukhari,MSE,Female,2.59,
G-102,3413,Kiran Shah,MAE,Female,2.59,
G-102,5447,Lan Nguyen,CEE,Male,2.57,
G-102,902,Layla Cooper,CCEB,Male,2.44,
G-102,2221,Levi Huang,CCDS,Male,2.67,
G-102,2192,Liu Fang,SPMS,Female,2.52,
G-102,2246,Luca Torres,SBS,Male,2.38,
G-102,39,Lyric Tan,CCEB,Female,2.4,
G-102,5690,Maharani Sari,MAE,Female,0.03,
G-102,448,Margarita Sokolova,NIE,Female,2.64,
G-102,103,Maximus Wright,CEE,Male,2.39,
G-102,3043,Maya Sari,MAE,Male,2.36,
G-102,3957,Megan Walker,EEE,Male,2.38,
G-102,4862,Melati Ahmad,SSS,Male,0.16,
G-102,5578,Minh Tran,EEE,Female,2.37,
G-102,5147,Min-Ji Park,MSE,Female,2.38,
G-102,3717,Nafisa Ali,CoE,Female,2.52,
G-102,613,Nina Phillips,CCDS,Male,2.35,
G-102,2720,Nira Gupta,CoE,Female,2.48,
G-102,714,Nisha Gupta,MAE,Male,2.47,
G-102,4404,Omar Farooq,CoE,Male,2.67,
G-102,1688,Pranata Santoso,LKCMedicine,Female,2.63,
G-102,956,Raj Tan,EEE,Female,2.35,
G-102,4386,Riku Takeda,MSE,Female,2.59,
G-102,3168,Sakshi Iyer,LKCMedicine,Male,2.56,
G-102,828,Sakshi Singh,WKW SCI,Female,2.64,
G-102,2560,Simran Singh,SSS,Female,2.52,
G-102,1634,Sofia Hernandez,LKCMedicine,Male,4.73,
G-102,5023,Svetlana Chernyshova,MAE,Female,2.58,
G-102,1768,Travis Lim,SBS,Male,2.38,
G-102,5913,Ulysses Salazar,SBS,Female,2.45,
G-102,2013,Wyatt Thompson,NIE,Male,4.87,
G-102,1362,Yong Hui,EEE,Female,0.41,
G-102,3909,Zara Lim,MAE,Male,2.39,
G-102,4379,Zoe Martinez,MAE,Male,2.55,
G-103,18,Alan Chan,MSE,Female,2.33,
G-103,1495,Amira Tan,CCDS,Female,2.59,
G-103,5493,Amna Bukhari,SSS,Female,2.43,
G-103,5627,Anjali Singh,LKCMedicine,Male,2.33,
G-103,4132,Aria Martinez,SBS,Male,0.46,
G-103,3554,Asha Mehta,LKCMedicine,Male,2.65,
G-103,5483,Camila Li,ASE,Male,2.55,
G-103,4842,Carmen Ong,NIE,Male,2.67,
G-103,397,Chong Wang,SBS,Male,0.04,
G-103,1618,Dallas Huang,CCEB,Female,2.48,
G-103,2165,David Young,EEE,Male,2.68,
G-103,5040,Dev Sharma,WKW SCI,Female,2.42,
G-103,4616,Eli Tan,SSS,Male,2.44,
G-103,3251,Emily Scott,WKW SCI,Female,2.32,
G-103,4224,Ethan White,SPMS,Male,2.46,
G-103,2559,Everett Harris,WKW SCI,Female,2.58,
G-103,2099,Fahim Hussein,ASE,Male,2.39,
G-103,2602,Fatima Baig,MSE,Male,2.46,
G-103,4051,Fatima Malik,CoE,Female,2.61,
G-103,1613,Graham Jackson,EEE,Male,2.62,
G-103,4964,Hannah Sanders,SPMS,Female,0.34,
G-103,3497,Hikaru Sato,SPMS,Female,2.42,
G-103,4678,Irfan Bin Hassan,WKW SCI,Male,2.61,
G-103,1553,Isaac Thompson,CCEB,Male,2.43,
G-103,2679,Khalil Bin Ismail,SoH,Female,2.35,
G-103,4612,Kylie Chen,CoE,Female,2.59,
G-103,5970,Layla Fisher,CoB (NBS),Female,2.47,
G-103,1551,Maggie Kwan,CCEB,Female,2.51,
G-103,1911,Mansoor Qureshi,ASE,Female,2.36,
G-103,1202,Maya Gonzales,NIE,Male,4.66,
G-103,835,Maya Wilson,SSS,Female,0.06,
G-103,952,Nadia Binti Zulkifli,SoH,Female,2.56,
G-103,1879,Naim Bin Hashim,LKCMedicine,Female,2.42,
G-103,1292,Queenie Lee,MAE,Female,2.66,
G-103,925,Saad Malik,MAE,Male,2.68,
G-103,4821,Samantha Khan,SSS,Female,0.43,
G-103,778,Selina Loh,CoE,Male,2.54,
G-103,40,Shiloh Lin,ASE,Male,2.56,
G-103,4181,Simon Lee,MSE,Female,2.67,
G-103,4559,Sofia Kim,SPMS,Female,2.58,
G-103,1847,Talha Iqbal,CEE,Male,2.44,
G-103,2601,Tommy Wu,CoE,Male,2.35,
G-103,344,Tyler Hall,SSS,Male,2.69,
G-103,4809,Vikram Singh,WKW SCI,Male,2.59,
G-103,3932,Vy Nguyen,LKCMedicine,Female,2.6,
G-103,4427,Willow Wong,CEE,Male,2.67,
G-103,1787,Xiao Wei Tan,SoH,Male,2.6,
G-103,4837,Yuna Wong,EEE,Male,2.32,
G-103,2302,Yvonne Ng,ASE,Female,0.29,
G-103,2189,Zachary Lee,CoB (NBS),Male,2.37,
G-104,2204,Anaya Singh,SoH,Female,2.67,
G-104,1395,Anil Reddy,MAE,Male,2.43,
G-104,4039,Anita Lim,NIE,Male,2.41,
G-104,4001,Ashna Mehta,SSS,Female,2.48,
G-104,4349,Benjamin Huang,CEE,Male,0.33,
G-104,90,Chandra Menon,CoB (NBS),Male,2.49,
G-104,2233,Chloe Scott,CCEB,Male,2.65,
G-104,2653,Chloe Tan,CCEB,Male,2.6,
G-104,2556,Chloe Wu,NIE,Female,2.7,
G-104,1446,Dahlia Chen,SBS,Female,2.48,
G-104,759,Daniel Adams,NIE,Male,2.53,
G-104,3595,Eamon Liu,ASE,Female,2.65,
G-104,5905,Emi Yamashita,SSS,Female,0.41,
G-104,5684,Emily Johnson,WKW SCI,Female,2.36,
G-104,4894,Fitri Binti Mohd,CoE,Female,2.31,
G-104,3268,Gideon Torres,WKW SCI,Male,2.64,
G-104,5570,Gideon Zhang,SPMS,Female,2.44,
G-104,82,Giselle Wu,SSS,Female,2.61,
G-104,2932,Gracelyn Dela Cruz,EEE,Male,2.5,
G-104,4187,Isha Verma,SSS,Male,0.24,
G-104,5596,Jason Tan,CCDS,Male,2.64,
G-104,1542,John Lim,NIE,Female,2.41,
G-104,2962,Jun Zhang,WKW SCI,Male,0.39,
G-104,5540,Kamran Farooq,SPMS,Female,2.68,
G-104,4664,Lance Alvarado,SoH,Male,4.71,
G-104,3873,Leo Pranata,MAE,Female,2.66,
G-104,1950,Lila Wu,SPMS,Female,2.59,
G-104,5263,Lily Ong,MAE,Female,2.44,
G-104,5962,Madison Scott,SPMS,Male,2.54,
G-104,5685,Maya Rahman,MAE,Male,2.32,
G-104,2898,Nancy Yeo,NIE,Male,2.33,
G-104,3050,Nia Wong,SSS,Male,0.38,
G-104,3937,Nisha Yadav,WKW SCI,Male,2.37,
G-104,1375,Pallavi Mehta,CoE,Female,2.47,
G-104,238,Prashant Joshi,NIE,Female,2.44,
G-104,2622,Priya Roy,CCEB,Male,0.39,
G-104,4988,Rafael Wong,WKW SCI,Male,2.7,
G-104,1891,Ryder Ward,CCDS,Male,2.45,
G-104,2273,Samantha Ong,SPMS,Female,2.45,
G-104,832,Sarah Liu,EEE,Female,4.65,
G-104,3665,Shahid Ali,SSS,Male,2.66,
G-104,1600,Sophia Taylor,SoH,Male,2.52,
G-104,3080,Tara Wati,CoB (NBS),Female,2.62,
G-104,1649,Vera Ong,SSS,Female,2.33,
G-104,33,Waleed Malik,CoB (NBS),Female,2.5,
G-104,3335,William Yip,MAE,Female,2.58,
G-104,5020,Xena Reed,WKW SCI,Female,2.34,
G-104,4403,Ying Zhang,CEE,Male,2.42,
G-104,2562,Zainab Noor,SBS,Female,0.09,
G-104,5317,Zhen Zhang,SSS,Female,2.6,
G-105,2732,Addison Lin,NIE,Female,2.48,
G-105,5909,Aditi Kumar,MAE,Female,0.28,
G-105,4744,Alyssa Tan,CoB (NBS),Female,2.44,
G-105,1564,Amina Binti Zain,MSE,Male,2.35,
G-105,1490,Amit Agarwal,CCDS,Male,2.33,
G-105,463,Arjun Nair,EEE,Female,2.62,
G-105,5816,Bennett Liu,ADM,Male,2.66,
G-105,5339,Callum Williams,EEE,Male,2.57,
G-105,4364,Charlotte Gonzalez,ADM,Male,2.61,
G-105,1550,Chen Bo,SSS,Male,2.28,
G-105,4431,Chen Li,MAE,Male,2.45,
G-105,28,Claudia Tan,SPMS,Male,2.66,
G-105,3970,Cora Zhang,SoH,Female,2.37,
G-105,1789,Dallas Liu,MSE,Female,2.41,
G-105,1927,Dao Tran,EEE,Female,2.29,
G-105,2728,Daphne Li,ASE,Female,2.37,
G-105,1529,Devansh Mehta,WKW SCI,Male,2.39,
G-105,401,Haruki Suzuki,SoH,Female,2.61,
G-105,5003,Imran Bin Zahid,ASE,Male,2.36,
G-105,1803,Isabella Rodriguez,SoH,Female,2.34,
G-105,5950,James Jackson,CCDS,Female,2.64,
G-105,1007,Jonathan Wu,ASE,Male,2.44,
G-105,5218,Julia Tan,SSS,Male,2.36,
G-105,4869,Kiran Rao,ADM,Female,2.31,
G-105,2913,Kunal Mehta,ADM,Female,2.6,
G-105,4510,Kylie Zhang,CEE,Male,2.7,
G-105,1043,Logan Martin,MAE,Male,2.47,
G-105,3728,Lola Zhang,SoH,Male,4.72,
G-105,2392,Max Johnson,ADM,Male,2.57,
G-105,333,Maya Torres,WKW SCI,Male,2.62,
G-105,1141,Mei Chen,EEE,Female,2.61,
G-105,5355,Nicolas Ramos,CoE,Male,2.43,
G-105,951,Nisha Bansal,ADM,Female,2.55,
G-105,5029,Olivia Miller,ASE,Male,2.66,
G-105,3108,Pallavi Kumar,CoE,Female,2.61,
G-105,4758,Ping An,SBS,Female,2.32,
G-105,5770,Qiana Lestari,MSE,Male,2.54,
G-105,800,Ricky Chen,SoH,Female,2.46,
G-105,1974,Ronald Tan,ASE,Female,2.53,
G-105,3668,Saad Javed,NIE,Female,2.43,
G-105,4589,Sabrina Zhao,CoE,Male,2.72,
G-105,5797,Shahid Raza,ASE,Male,2.5,
G-105,4188,Sophie Reed,ADM,Female,4.87,
G-105,3415,Tatum Roberts,CCDS,Female,2.72,
G-105,2161,Tessa Li,EEE,Female,2.43,
G-105,2010,Trung Le,CEE,Female,2.4,
G-105,500,Vincent Wong,SSS,Female,2.34,
G-105,3345,Vira Dwi,MSE,Female,2.3,
G-105,5377,Yang Jun,SBS,Male,4.72,
G-105,5565,Yumi Tanaka,CoE,Male,2.3,
G-106,5676,Akemi Takahashi,CCDS,Male,2.53,
G-106,4732,Albert Wang,CCDS,Female,2.47,
G-106,3583,Aria Lee,CoE,Male,2.71,
G-106,3654,Aria Tan,CoE,Female,2.45,
G-106,4934,Arya Kapoor,CoB (NBS),Male,2.31,
G-106,5657,Charlotte Harris,NIE,Male,2.48,
G-106,1415,Cleo Morales,SoH,Male,2.65,
G-106,3686,Cole Huang,WKW SCI,Male,2.73,
G-106,330,Dylan Li,CoB (NBS),Male,2.71,
G-106,1168,Eun-Hee Kim,EEE,Female,0.43,
G-106,113,Fahad Ali,EEE,Male,0.37,
G-106,1785,Gabriella Dela Cruz,LKCMedicine,Male,2.47,
G-106,3471,Gandhi Saputra,CCDS,Female,2.41,
G-106,1888,Guofeng,SSS,Male,4.63,
G-106,2147,Hafiz Ahmad,LKCMedicine,Male,2.27,
G-106,3551,Harrison Moore,SPMS,Male,2.7,
G-106,2385,Hoang Nguyen,CoE,Male,2.61,
G-106,5089,Isla Lee,SSS,Female,2.63,
G-106,4581,Jai Mehta,MAE,Male,4.78,
G-106,930,Jason Robinson,LKCMedicine,Female,2.53,
G-106,3330,Jingyi,SSS,Female,2.58,
G-106,5885,Jun Liu,ADM,Male,2.36,
G-106,4387,Kathy Tan,WKW SCI,Male,2.34,
G-106,1929,Kavitha Tan,SSS,Male,2.65,
G-106,2713,Kevin Wang,LKCMedicine,Female,4.69,
G-106,5093,Megan Zhao,MAE,Female,2.52,
G-106,623,Minghao,CoE,Male,2.54,
G-106,2588,Mira Binti Zaki,WKW SCI,Female,2.31,
G-106,5670,Miyu Nishimura,MAE,Female,0.04,
G-106,5088,Neelam Rani,NIE,Female,2.43,
G-106,1580,Nikhil Sharma,LKCMedicine,Female,2.54,
G-106,164,Nisha Verma,SoH,Female,2.48,
G-106,2112,Noah Morris,CoB (NBS),Female,2.39,
G-106,4438,Noel Pineda,CoB (NBS),Female,2.36,
G-106,1294,Nolan Reyes,CCEB,Male,4.74,
G-106,4317,Oliver Martinez,EEE,Female,2.66,
G-106,3054,Om Tan,MAE,Female,2.65,
G-106,2144,Oscar Villanueva,CoB (NBS),Male,2.3,
G-106,3001,Piper Chen,LKCMedicine,Female,2.53,
G-106,1002,Priya Nair,CoB (NBS),Male,2.56,
G-106,5898,Quinn Larson,SPMS,Male,2.29,
G-106,4783,Rahul Mehta,ADM,Female,2.7,
G-106,4201,Reyansh Iyer,CCDS,Female,4.58,
G-106,5983,Sergei Ivanovich,SSS,Female,2.48,
G-106,1730,Siddharth Gupta,MAE,Female,2.6,
G-106,850,Sienna Lee,CCDS,Male,2.36,
G-106,1470,Tania Ng,NIE,Female,2.6,
G-106,3008,Thomas Harris,SPMS,Female,2.66,
G-106,4753,Zara Malik,MAE,Male,2.65,
G-106,2370,Zedrick Ong,NIE,Female,2.73,
G-107,992,Amara Siti,MAE,Female,2.76,
G-107,4621,Amelia Lewis,MSE,Female,4.96,
G-107,149,Ananya Roy,EEE,Male,2.71,
G-107,1979,Archer Powell,WKW SCI,Male,2.26,
G-107,4572,Arjun Sinha,MSE,Male,2.65,
G-107,754,Bria Tsai,SSS,Female,4.58,
G-107,5767,Carter Hall,ASE,Female,4.94,
G-107,2445,Chad Dela Cruz,ASE,Male,0.29,
G-107,2012,Charu Iyer,NIE,Female,2.28,
G-107,5790,Cheryl Ong,SSS,Female,2.46,
G-107,4074,Daniel Tan,CoB (NBS),Female,2.67,
G-107,4677,Emery Wu,WKW SCI,Male,2.65,
G-107,2715,Harvey Lim,WKW SCI,Male,2.6,
G-107,2877,Hayden Wu,CoB (NBS),Female,2.66,
G-107,2196,Jia Li,CEE,Male,2.63,
G-107,4716,Joko Susanto,SBS,Male,2.33,
G-107,180,Kai Qiang,MSE,Male,2.72,
G-107,3973,Karan Patel,EEE,Male,2.71,
G-107,768,Kavita Singh,MAE,Male,4.58,
G-107,3344,Lana Tan,EEE,Female,2.27,
G-107,5645,Le Van Minh,CoB (NBS),Female,2.39,
G-107,2292,Lily Lim,CCDS,Female,2.64,
G-107,5804,Liu Yang,CCEB,Male,2.59,
G-107,2475,Madison Torres,CEE,Male,2.58,
G-107,2334,Meera Gupta,SSS,Female,2.46,
G-107,5132,Min-Jung Kim,MAE,Female,4.99,
G-107,112,Misha Malik,SSS,Female,2.71,
G-107,2471,Nguyen Thi Hoa,MSE,Female,2.45,
G-107,937,Nina Binti Noor,ASE,Female,0.04,
G-107,4749,Nina Zhao,SPMS,Female,2.59,
G-107,2916,Omar Rivera,MAE,Male,2.66,
G-107,5335,Qiang Zhang,NIE,Male,2.35,
G-107,598,Riana Binti Abdul,CCDS,Male,4.92,
G-107,4040,Rina Ali,WKW SCI,Female,2.68,
G-107,895,Saanvi Roy,SPMS,Male,2.61,
G-107,1212,Samantha Sanchez,WKW SCI,Female,2.54,
G-107,830,Samreen Ali,SPMS,Female,2.35,
G-107,5212,Sana Menon,MSE,Male,2.53,
G-107,89,Suresh Bhat,CCEB,Male,2.69,
G-107,1033,Tanishq Reddy,CoE,Male,2.25,
G-107,1308,Vera Chan,CoB (NBS),Female,2.72,
G-107,4901,Victoria Reyes,CEE,Male,2.37,
G-107,4336,Xiangqi,CCDS,Male,2.57,
G-107,1463,Xiao Zhang,SBS,Female,0.25,
G-107,2941,Xiaoling Chen,MSE,Male,2.36,
G-107,1968,Yumi Hayashi,EEE,Female,2.32,
G-107,5960,Yuri Grigorev,CoB (NBS),Female,2.56,
G-107,3867,Zane Navarro,NIE,Female,2.35,
G-107,3849,Zane Wong,CCEB,Female,2.29,
