Tutorial Group,Student ID,Name,School,Gender,CGPA
G-100,4743,Jack Foster,NIE,Male,4.05
G-100,4857,Jordan Chen,SBS,Male,4.06
G-100,745,Khalid Rahman,NIE,Male,4.1
G-100,1547,Margaret Li,WKW SCI,Female,4.2
G-100,2332,Maya Ong,LKCMedicine,Female,4.14
G-100,347,Meera Menon,CoE,Female,3.92
G-100,1176,Mia Hall,CCDS,Female,3.95
G-100,967,Mia Phillips,LKCMedicine,Female,4.17
G-100,370,Mia Wong,CEE,Female,4.03
G-100,4268,Nadia Binti Azhar,SoH,Female,4.15
G-100,4061,Naina Gupta,CCEB,Female,4.2
G-100,5534,Neelam Bhatia,ADM,Female,4.05
G-100,5953,Orlando Wu,MSE,Male,4.01
G-100,2698,Owen Hill,LKCMedicine,Male,4.03
G-100,5791,Peter Choi,ADM,Male,4.19
G-100,1875,Rachel Lee,CCEB,Female,4.11
G-100,3137,Raquel Huang,NIE,Female,4.18
G-100,412,Seema Kapoor,CEE,Female,4.19
G-100,2097,Siti Maryam,CEE,Female,4.03
G-100,731,Tae-Soo Kim,LKCMedicine,Male,4.05
G-100,1795,Tao Wang,LKCMedicine,Female,4.12
G-100,4274,Tommy Wu,ASE,Male,4.03
G-100,2040,Wesley Turner,NIE,Male,4.17
G-100,356,Yasir Qureshi,CEE,Male,4.08
G-100,111,Ying Liu,ADM,Female,4.03
G-100,1824,Yuanqing,ASE,Female,4.25
G-100,5800,Yumi Nishikawa,EEE,Female,4.14
G-101,3886,Ajay Iyer,SPMS,Male,4.2
G-101,746,Alani Lin,ASE,Female,4.03
G-101,5210,Amaya Sharma,EEE,Female,4.15
G-101,2425,Asher Nelson,LKCMedicine,Male,4.21
G-101,1545,Carter Thompson,CoE,Male,4.03
G-101,621,Christopher Cox,ASE,Male,4.12
G-101,23,Daphne Tan,CCDS,Female,4.26
G-101,3088,Eli Cruz,SBS,Male,4.11
G-101,849,Ethan Taylor,CoE,Male,4.15
G-101,4173,Evelyn Cheung,CoE,Female,4.48
G-101,4167,Farhan Bin Azhar,SoH,Male,4.2
G-101,5015,Fatima Bhatia,SPMS,Female,4.19
G-101,615,Gia Tsai,SBS,Female,3.89
G-101,5809,Hannah Smith,CoE,Female,4.11
G-101,4526,Hope Chen,SPMS,Female,4.04
G-101,5741,Isla Young,CoB (NBS),Female,4.17
G-101,1293,Jasper Wang,CoB (NBS),Male,4.08
G-101,4896,Jaxon Lewis,SPMS,Male,4.12
G-101,410,Jin Yang Tan,NIE,Male,3.95
G-101,762,Kate Tan,EEE,Female,4.03
G-101,4393,Kevin Brown,SPMS,Male,4.18
G-101,1839,Kexin,SPMS,Female,4.0
G-101,5191,Khayla Rahayu,ASE,Female,4.15
G-101,1353,Kieran Harris,SPMS,Male,3.91
G-101,1346,Lola Tan,SPMS,Female,4.2
G-101,5468,Lucas Chen,EEE,Male,4.12
G-101,3382,Madiha Ali,MSE,Female,3.9
G-101,4346,Manish Singh,MSE,Male,4.1
G-101,3593,Minghao,SPMS,Male,4.15
G-101,2828,Nguyen Hoang Long,NIE,Male,4.05
G-101,1235,Nguyen Thi Binh,CCDS,Female,4.21
G-101,5633,Ning Li,ADM,Female,4.09
G-101,5987,Owen Nugroho,EEE,Male,4.15
G-101,665,Qi Chen,NIE,Male,4.04
G-101,5291,Rachel Choi,MAE,Female,4.12
G-101,35,Riley Lim,LKCMedicine,Male,4.48
G-101,2986,Rishi Tan,ADM,Male,4.08
G-101,2349,Sandeep Rao,CCEB,Male,4.14
G-101,757,Savannah Torres,SoH,Female,4.2
G-101,2852,Shayla Wang,NIE,Female,4.01
G-101,4045,Sofia Reddy,SBS,Female,4.09
G-101,2337,Sophia Jones,ASE,Female,4.18
G-101,5461,Suraj Mishra,ASE,Male,4.08
G-101,456,Wani Binti Jalil,EEE,Female,4.0
G-101,4928,Weijun,CoB (NBS),Male,3.85
G-101,696,Wyatt Price,SPMS,Male,3.95
G-101,437,Xiao Ming,EEE,Male,4.17
G-101,3546,Ying Wong,SPMS,Female,3.88
G-101,2753,Zadie Harris,EEE,Female,4.52
G-101,715,Zoe King,CoE,Female,3.88
G-102,783,Ajay Bhatt,SoH,Male,4.22
G-102,3592,Alina Awan,CCEB,Female,4.1
G-102,5928,Anjali Kumar,SBS,Female,3.95
G-102,5144,Aria Murphy,SSS,Female,4.2
G-102,3439,Asher Clark,CCEB,Male,4.03
G-102,5888,Bradley Yang,NIE,Male,4.09
G-102,2315,Cheng Fang Tan,MAE,Male,4.05
G-102,2373,Elisha Wu,NIE,Male,4.23
G-102,2595,Fariha Noor,CCDS,Female,4.14
G-102,3820,Felix Wong,MSE,Male,4.14
G-102,2079,Gina Lau,CoB (NBS),Female,4.15
G-102,818,Hansel Bautista,LKCMedicine,Male,4.06
G-102,2376,Hao Yang Tan,CoE,Male,4.3
G-102,3692,Harsh Kumar,CoB (NBS),Male,4.05
G-102,2403,Henry Tan,WKW SCI,Male,4.12
G-102,337,Kanwal Bukhari,MSE,Female,4.16
G-102,3413,Kiran Shah,MSE,Female,4.12
G-102,5447,Lan Nguyen,SoH,Female,4.15
G-102,902,Layla Cooper,NIE,Female,4.03
G-102,2221,Levi Huang,CCDS,Male,4.04
G-102,2192,Liu Fang,WKW SCI,Female,4.03
G-102,2246,Luca Torres,CoB (NBS),Male,4.12
G-102,39,Lyric Tan,CEE,Female,4.04
G-102,5690,Maharani Sari,CoE,Female,4.3
G-102,448,Margarita Sokolova,CCDS,Female,4.03
G-102,103,Maximus Wright,NIE,Male,4.05
G-102,3043,Maya Sari,LKCMedicine,Female,4.15
G-102,3957,Megan Walker,CCDS,Female,4.06
G-102,4862,Melati Ahmad,SSS,Female,3.88
G-102,5578,Minh Tran,EEE,Male,4.03
G-102,5147,Min-Ji Park,WKW SCI,Female,4.03
G-102,3717,Nafisa Ali,EEE,Female,3.95
G-102,613,Nina Phillips,CEE,Female,4.11
G-102,2720,Nira Gupta,SPMS,Female,4.12
G-102,714,Nisha Gupta,CoB (NBS),Female,4.21
G-102,4404,Omar Farooq,CCDS,Male,4.2
G-102,1688,Pranata Santoso,EEE,Male,3.95
G-102,956,Raj Tan,CoB (NBS),Male,4.17
G-102,4386,Riku Takeda,SPMS,Male,4.01
G-102,3168,Sakshi Iyer,CCEB,Female,3.94
G-102,828,Sakshi Singh,SPMS,Female,4.14
G-102,2560,Simran Singh,CoE,Female,4.03
G-102,1634,Sofia Hernandez,SBS,Female,4.26
G-102,5023,Svetlana Chernyshova,CoB (NBS),Female,4.06
G-102,1768,Travis Lim,EEE,Male,4.0
G-102,5913,Ulysses Salazar,CCDS,Male,4.2
G-102,2013,Wyatt Thompson,MSE,Male,4.09
G-102,1362,Yong Hui,CoE,Male,4.21
G-102,3909,Zara Lim,CCDS,Female,4.1
G-102,4379,Zoe Martinez,MSE,Female,4.21
G-103,18,Alan Chan,CEE,Male,4.0
G-103,1495,Amira Tan,ASE,Female,4.15
G-103,5493,Amna Bukhari,CCEB,Female,4.11
G-103,5627,Anjali Singh,NIE,Female,4.16
G-103,4132,Aria Martinez,SPMS,Female,4.18
G-103,3554,Asha Mehta,LKCMedicine,Female,4.52
G-103,5483,Camila Li,SPMS,Female,4.27
G-103,4842,Carmen Ong,ASE,Female,4.09
G-103,397,Chong Wang,NIE,Male,4.25
G-103,1618,Dallas Huang,CCDS,Male,4.09
G-103,2165,David Young,CCDS,Male,4.19
G-103,5040,Dev Sharma,CoB (NBS),Male,4.26
G-103,4616,Eli Tan,MAE,Male,3.88
G-103,3251,Emily Scott,SoH,Female,4.07
G-103,4224,Ethan White,SPMS,Male,4.11
G-103,2559,Everett Harris,EEE,Male,4.14
G-103,2099,Fahim Hussein,MSE,Male,4.03
G-103,2602,Fatima Baig,CCEB,Female,4.25
G-103,4051,Fatima Malik,CCDS,Female,4.18
G-103,1613,Graham Jackson,MSE,Male,3.97
G-103,4964,Hannah Sanders,MAE,Female,4.2
G-103,3497,Hikaru Sato,MSE,Male,4.14
G-103,4678,Irfan Bin Hassan,SBS,Male,4.0
G-103,1553,Isaac Thompson,LKCMedicine,Male,4.03
G-103,2679,Khalil Bin Ismail,NIE,Male,4.09
G-103,4612,Kylie Chen,CoB (NBS),Female,4.15
G-103,5970,Layla Fisher,SPMS,Female,4.01
G-103,1551,Maggie Kwan,SPMS,Female,3.91
G-103,1911,Mansoor Qureshi,CoB (NBS),Male,4.12
G-103,1202,Maya Gonzales,SBS,Female,4.22
G-103,835,Maya Wilson,SoH,Female,4.13
G-103,952,Nadia Binti Zulkifli,EEE,Female,3.87
G-103,1879,Naim Bin Hashim,MAE,Male,4.2
G-103,1292,Queenie Lee,ASE,Female,4.06
G-103,925,Saad Malik,SSS,Male,4.05
G-103,4821,Samantha Khan,SoH,Female,4.19
G-103,778,Selina Loh,MSE,Female,3.91
G-103,40,Shiloh Lin,CEE,Female,4.05
G-103,4181,Simon Lee,CoE,Male,4.02
G-103,4559,Sofia Kim,MSE,Female,4.17
G-103,1847,Talha Iqbal,MSE,Male,4.11
G-103,2601,Tommy Wu,LKCMedicine,Male,4.22
G-103,344,Tyler Hall,LKCMedicine,Male,4.11
G-103,4809,Vikram Singh,SPMS,Male,4.13
G-103,3932,Vy Nguyen,CCEB,Male,4.11
G-103,4427,Willow Wong,SoH,Female,4.19
G-103,1787,Xiao Wei Tan,NIE,Male,3.95
G-103,4837,Yuna Wong,LKCMedicine,Female,4.07
G-103,2302,Yvonne Ng,ASE,Female,3.8
G-103,2189,Zachary Lee,CCEB,Male,4.11
G-104,2204,Anaya Singh,CEE,Female,4.0
G-104,1395,Anil Reddy,CCEB,Male,4.14
G-104,4039,Anita Lim,SPMS,Female,4.06
G-104,4001,Ashna Mehta,CCEB,Female,4.06
G-104,4349,Benjamin Huang,CEE,Male,4.11
G-104,90,Chandra Menon,CEE,Male,4.03
G-104,2233,Chloe Scott,MAE,Female,3.85
G-104,2653,Chloe Tan,EEE,Female,4.17
G-104,2556,Chloe Wu,WKW SCI,Female,4.03
G-104,1446,Dahlia Chen,SPMS,Female,4.04
G-104,759,Daniel Adams,SoH,Male,4.05
G-104,3595,Eamon Liu,ASE,Male,4.16
G-104,5905,Emi Yamashita,NIE,Female,4.22
G-104,5684,Emily Johnson,SoH,Female,4.03
G-104,4894,Fitri Binti Mohd,SBS,Female,4.0
G-104,3268,Gideon Torres,CoB (NBS),Male,4.04
G-104,5570,Gideon Zhang,SoH,Male,4.01
G-104,82,Giselle Wu,CCDS,Female,4.14
G-104,2932,Gracelyn Dela Cruz,EEE,Female,3.96
G-104,4187,Isha Verma,SBS,Female,4.03
G-104,5596,Jason Tan,CoE,Male,4.16
G-104,1542,John Lim,WKW SCI,Male,3.95
G-104,2962,Jun Zhang,SPMS,Male,4.19
G-104,5540,Kamran Farooq,CCEB,Male,4.01
G-104,4664,Lance Alvarado,MAE,Male,4.04
G-104,3873,Leo Pranata,SBS,Male,4.2
G-104,1950,Lila Wu,CCDS,Female,4.06
G-104,5263,Lily Ong,SPMS,Female,3.93
G-104,5962,Madison Scott,CoB (NBS),Female,3.92
G-104,5685,Maya Rahman,SBS,Female,4.06
G-104,2898,Nancy Yeo,NIE,Female,4.08
G-104,3050,Nia Wong,SoH,Female,3.95
G-104,3937,Nisha Yadav,CEE,Female,4.18
G-104,1375,Pallavi Mehta,SPMS,Female,4.09
G-104,238,Prashant Joshi,WKW SCI,Male,4.03
G-104,2622,Priya Roy,CEE,Female,4.11
G-104,4988,Rafael Wong,CoE,Male,4.11
G-104,1891,Ryder Ward,SoH,Male,4.15
G-104,2273,Samantha Ong,SBS,Female,4.1
G-104,832,Sarah Liu,CoE,Female,4.09
G-104,3665,Shahid Ali,CCEB,Male,4.11
G-104,1600,Sophia Taylor,CEE,Female,4.06
G-104,3080,Tara Wati,CEE,Female,3.85
G-104,1649,Vera Ong,SSS,Female,4.09
G-104,33,Waleed Malik,EEE,Male,4.15
G-104,3335,William Yip,NIE,Male,4.22
G-104,5020,Xena Reed,NIE,Female,4.11
G-104,4403,Ying Zhang,CoB (NBS),Female,4.18
G-104,2562,Zainab Noor,WKW SCI,Female,4.0
G-104,5317,Zhen Zhang,ASE,Male,4.06
G-105,2732,Addison Lin,SPMS,Female,4.02
G-105,5909,Aditi Kumar,MSE,Female,4.01
G-105,4744,Alyssa Tan,WKW SCI,Female,4.1
G-105,1564,Amina Binti Zain,ADM,Female,4.15
G-105,1490,Amit Agarwal,CoB (NBS),Male,4.15
G-105,463,Arjun Nair,CCDS,Male,3.92
G-105,5816,Bennett Liu,ADM,Male,4.14
G-105,5339,Callum Williams,CoB (NBS),Male,4.19
G-105,4364,Charlotte Gonzalez,ASE,Female,4.22
G-105,1550,Chen Bo,ADM,Male,4.17
G-105,4431,Chen Li,ASE,Female,4.12
G-105,28,Claudia Tan,WKW SCI,Female,4.09
G-105,3970,Cora Zhang,WKW SCI,Female,4.15
G-105,1789,Dallas Liu,MSE,Male,4.05
G-105,1927,Dao Tran,CEE,Male,4.15
G-105,2728,Daphne Li,SPMS,Female,4.26
G-105,1529,Devansh Mehta,NIE,Male,4.0
G-105,401,Haruki Suzuki,SSS,Male,4.01
G-105,5003,Imran Bin Zahid,SoH,Male,4.3
G-105,1803,Isabella Rodriguez,WKW SCI,Female,3.86
G-105,5950,James Jackson,EEE,Male,4.09
G-105,1007,Jonathan Wu,MSE,Male,4.09
G-105,5218,Julia Tan,CCDS,Female,4.04
G-105,4869,Kiran Rao,SPMS,Male,4.15
G-105,2913,Kunal Mehta,SSS,Male,4.12
G-105,4510,Kylie Zhang,WKW SCI,Female,4.04
G-105,1043,Logan Martin,ASE,Male,4.12
G-105,3728,Lola Zhang,CCEB,Female,4.22
G-105,2392,Max Johnson,MAE,Male,4.21
G-105,333,Maya Torres,EEE,Female,3.92
G-105,1141,Mei Chen,ADM,Female,4.02
G-105,5355,Nicolas Ramos,SBS,Male,4.14
G-105,951,Nisha Bansal,CoB (NBS),Female,4.15
G-105,5029,Olivia Miller,MAE,Female,3.87
G-105,3108,Pallavi Kumar,MAE,Female,4.1
G-105,4758,Ping An,SPMS,Female,4.1
G-105,5770,Qiana Lestari,SoH,Female,4.25
G-105,800,Ricky Chen,SoH,Male,4.09
G-105,1974,Ronald Tan,MAE,Male,4.05
G-105,3668,Saad Javed,CCDS,Male,4.15
G-105,4589,Sabrina Zhao,MAE,Female,4.11
G-105,5797,Shahid Raza,SBS,Male,4.02
G-105,4188,Sophie Reed,CCEB,Female,4.23
G-105,3415,Tatum Roberts,CoE,Female,4.06
G-105,2161,Tessa Li,NIE,Female,4.14
G-105,2010,Trung Le,NIE,Male,4.06
G-105,500,Vincent Wong,CCEB,Male,4.01
G-105,3345,Vira Dwi,SPMS,Female,3.8
G-105,5377,Yang Jun,SBS,Male,4.17
G-105,5565,Yumi Tanaka,SBS,Female,4.03
G-106,5676,Akemi Takahashi,WKW SCI,Female,4.12
G-106,4732,Albert Wang,EEE,Male,4.01
G-106,3583,Aria Lee,CoE,Female,3.88
G-106,3654,Aria Tan,NIE,Female,4.04
G-106,4934,Arya Kapoor,CCDS,Female,3.97
G-106,5657,Charlotte Harris,CCDS,Female,4.02
G-106,1415,Cleo Morales,MAE,Female,4.02
G-106,3686,Cole Huang,LKCMedicine,Male,4.19
G-106,330,Dylan Li,NIE,Male,3.9
G-106,1168,Eun-Hee Kim,SoH,Female,4.14
G-106,113,Fahad Ali,MAE,Male,4.19
G-106,1785,Gabriella Dela Cruz,CoE,Female,4.01
G-106,3471,Gandhi Saputra,EEE,Male,3.95
G-106,1888,Guofeng,SoH,Female,4.15
G-106,2147,Hafiz Ahmad,WKW SCI,Male,4.14
G-106,3551,Harrison Moore,WKW SCI,Male,4.19
G-106,2385,Hoang Nguyen,SoH,Male,4.02
G-106,5089,Isla Lee,CCEB,Female,4.15
G-106,4581,Jai Mehta,LKCMedicine,Male,4.0
G-106,930,Jason Robinson,NIE,Male,4.52
G-106,3330,Jingyi,SoH,Female,4.15
G-106,5885,Jun Liu,SPMS,Female,3.9
G-106,4387,Kathy Tan,SPMS,Female,4.05
G-106,1929,Kavitha Tan,MAE,Female,4.3
G-106,2713,Kevin Wang,LKCMedicine,Male,4.09
G-106,5093,Megan Zhao,ADM,Female,4.01
G-106,623,Minghao,WKW SCI,Female,4.0
G-106,2588,Mira Binti Zaki,SPMS,Female,4.2
G-106,5670,Miyu Nishimura,SoH,Female,4.06
G-106,5088,Neelam Rani,MAE,Female,3.95
G-106,1580,Nikhil Sharma,ADM,Male,4.11
G-106,164,Nisha Verma,WKW SCI,Female,4.18
G-106,2112,Noah Morris,CCDS,Male,4.11
G-106,4438,Noel Pineda,CCEB,Male,4.19
G-106,1294,Nolan Reyes,EEE,Male,4.16
G-106,4317,Oliver Martinez,CoE,Male,4.12
G-106,3054,Om Tan,CoE,Male,4.15
G-106,2144,Oscar Villanueva,LKCMedicine,Male,4.19
G-106,3001,Piper Chen,CCDS,Female,4.15
G-106,1002,Priya Nair,SSS,Female,4.12
G-106,5898,Quinn Larson,SPMS,Female,4.12
G-106,4783,Rahul Mehta,SoH,Male,4.08
G-106,4201,Reyansh Iyer,CoB (NBS),Male,4.14
G-106,5983,Sergei Ivanovich,CCEB,Male,4.0
G-106,1730,Siddharth Gupta,SPMS,Male,4.14
G-106,850,Sienna Lee,CoB (NBS),Female,3.88
G-106,1470,Tania Ng,CCEB,Female,4.15
G-106,3008,Thomas Harris,CCDS,Male,3.95
G-106,4753,Zara Malik,NIE,Female,3.9
G-106,2370,Zedrick Ong,SoH,Male,4.05
G-107,992,Amara Siti,CCEB,Female,4.03
G-107,4621,Amelia Lewis,EEE,Female,4.22
G-107,149,Ananya Roy,MSE,Female,4.08
G-107,1979,Archer Powell,SSS,Male,4.12
G-107,4572,Arjun Sinha,SPMS,Male,4.09
G-107,754,Bria Tsai,EEE,Female,4.23
G-107,5767,Carter Hall,CCDS,Male,4.14
G-107,2445,Chad Dela Cruz,MAE,Male,4.02
G-107,2012,Charu Iyer,SPMS,Female,3.92
G-107,5790,Cheryl Ong,ASE,Female,4.0
G-107,4074,Daniel Tan,MSE,Male,4.0
G-107,4677,Emery Wu,CoB (NBS),Male,4.1
G-107,2715,Harvey Lim,CCEB,Male,3.88
G-107,2877,Hayden Wu,MAE,Female,4.12
G-107,2196,Jia Li,CoB (NBS),Female,4.03
G-107,4716,Joko Susanto,WKW SCI,Male,3.9
G-107,180,Kai Qiang,NIE,Male,4.04
G-107,3973,Karan Patel,SPMS,Male,4.14
G-107,768,Kavita Singh,WKW SCI,Female,3.89
G-107,3344,Lana Tan,SBS,Female,4.0
G-107,5645,Le Van Minh,WKW SCI,Female,4.02
G-107,2292,Lily Lim,CCDS,Female,4.19
G-107,5804,Liu Yang,CCDS,Male,4.16
G-107,2475,Madison Torres,CoE,Female,4.12
G-107,2334,Meera Gupta,SPMS,Female,4.04
G-107,5132,Min-Jung Kim,CCDS,Female,3.85
G-107,112,Misha Malik,WKW SCI,Female,4.14
G-107,2471,Nguyen Thi Hoa,CCEB,Female,3.87
G-107,937,Nina Binti Noor,SPMS,Female,3.86
G-107,4749,Nina Zhao,EEE,Female,4.15
G-107,2916,Omar Rivera,CEE,Male,4.12
G-107,5335,Qiang Zhang,MAE,Male,4.2
G-107,598,Riana Binti Abdul,SBS,Female,4.25
G-107,4040,Rina Ali,CoE,Female,4.09
G-107,895,Saanvi Roy,SBS,Female,4.25
G-107,1212,Samantha Sanchez,CCEB,Female,4.25
G-107,830,Samreen Ali,SPMS,Female,4.07
G-107,5212,Sana Menon,NIE,Female,4.22
G-107,89,Suresh Bhat,WKW SCI,Female,4.14
G-107,1033,Tanishq Reddy,SSS,Male,3.92
G-107,1308,Vera Chan,CCDS,Female,4.1
G-107,4901,Victoria Reyes,MAE,Female,4.2
G-107,4336,Xiangqi,NIE,Male,4.0
G-107,1463,Xiao Zhang,EEE,Male,4.02
G-107,2941,Xiaoling Chen,MSE,Female,4.02
G-107,1968,Yumi Hayashi,CoE,Female,3.89
G-107,5960,Yuri Grigorev,CEE,Male,4.1
G-107,3867,Zane Navarro,CEE,Male,4.18
G-107,3849,Zane Wong,CoB (NBS),Male,4.03
G-107,1541,Zulaikha Binti Rahman,CCEB,Female,4.0
G-108,2926,Aarav Nair,CEE,Male,3.89
G-108,3985,Asher Thompson,CoB (NBS),Male,4.52
G-108,5153,Caleb Parker,SSS,Male,4.18
G-108,1678,Cameron Ward,SPMS,Male,4.19
G-108,3921,Camila Allen,CCDS,Female,4.0
G-108,5733,Chen Ming,CoE,Male,4.11
G-108,2511,Hana Watanabe,CEE,Female,4.18
G-108,3128,Harini Nair,NIE,Female,4.02
G-108,4574,Hina Waseem,CoE,Female,3.95
G-108,2509,Hugo Long,CoB (NBS),Male,4.06
G-108,1809,Ivy Wang,EEE,Female,3.89
G-108,5266,Julian Wu,NIE,Male,4.12
G-108,2130,Kendrick Alvarado,MAE,Male,4.18
G-108,2663,Liam Reddy,WKW SCI,Male,4.02
G-108,2716,Liang Bo,CoB (NBS),Male,4.19
G-108,3184,Lindsey Lin,NIE,Female,4.1
G-108,1643,Mae Chang,SPMS,Female,4.02
G-108,3972,Malia Tan,SBS,Female,4.08
