Tutorial Group,Student ID,Name,School,Gender,CGPA,Team Assigned
G-10,2255,Xander Cook,ASE,Female,2.56,1
G-10,171,Nina Bennett,CCDS,Female,2.4,1
G-10,3395,Michael Miller,CEE,Male,4.84,1
G-10,2253,Dante Wu,SSS,Male,2.56,1
G-10,2515,Tanya Lee,LKCMedicine,Female,4.51,2
G-10,5122,Kerry Lim,WKW SCI,Female,2.54,2
G-10,3903,Xiao Chen,ADM,Female,2.4,2
G-10,2581,Alyssa Green,NIE,Male,4.59,2
G-10,4477,Yuzhi,EEE,Male,2.55,2
G-10,435,Kiran Farooq,CCDS,Female,2.63,3
G-10,2857,Tianming,SBS,Female,2.52,3
G-10,4108,Rizan Bin Ahmad,NIE,Female,2.39,3
G-10,5420,Nina Patil,LKCMedicine,Male,2.63,3
G-10,4308,Sho Nakajima,CCEB,Male,2.54,3
G-10,223,Jaxon Hall,SSS,Female,2.62,4
G-10,2863,Will Chen,WKW SCI,Female,2.52,4
G-10,4588,Paula Wong,SBS,Female,2.37,4
G-10,594,Ananya Singh,MSE,Male,2.62,4
G-10,5121,Ximena Fernandez,CCDS,Male,2.54,4
G-10,3111,Marco Garcia,WKW SCI,Female,2.6,5
G-10,560,Ayesha Javed,CoB (NBS),Female,2.47,5
G-10,1139,Nurul Aini Binti Ahmad,NIE,Female,0.11,5
G-10,16,Tatum Flores,ASE,Male,2.6,5
G-10,2631,Kiara Lin,CEE,Male,2.53,5
G-10,5695,Rhys Tan,SSS,Female,2.59,6
G-10,5624,Cheng Zhang,ADM,Female,2.46,6
G-10,4020,Leo Xu,CCEB,Male,2.59,6
G-10,2405,Soo-Young Kim,ASE,Male,2.51,6
G-10,516,Tao Liu,NIE,Male,2.44,6
G-10,3963,Yasmine Villanueva,CoB (NBS),Female,2.59,7
G-10,5856,Sophie Cheung,SPMS,Female,2.46,7
G-10,3841,Benjamin Turner,CCDS,Male,2.58,7
G-10,3499,Kira Yamada,LKCMedicine,Male,2.5,7
G-10,5734,Hassan Malik,WKW SCI,Male,2.39,7
G-10,3794,Christopher Miller,CoE,Female,2.58,8
G-10,298,Freya Chen,LKCMedicine,Female,2.44,8
G-10,3189,Rhea Lee,EEE,Male,2.58,8
G-10,565,Isaiah Scott,CCDS,Male,2.47,8
G-10,3388,Zaki Bin Ibrahim,SBS,Male,2.38,8
G-10,2031,Kendrick Alvarado,SoH,Female,2.58,9
G-10,403,Hae-Jin Lee,ASE,Female,2.43,9
G-10,611,Hendra Mulyana,SoH,Male,2.57,9
G-10,3051,Hunter Wilson,LKCMedicine,Male,2.44,9
G-10,3732,Liam Jones,ADM,Male,0.29,9
G-10,375,Kaya Chang,SPMS,Female,2.57,10
G-10,3843,Mia Zhang,NIE,Female,2.4,10
G-10,3329,Adrian Castillo,SSS,Male,2.56,10
G-10,1468,Ming Wei,CCEB,Male,2.44,10
G-10,3364,Rhea Kapoor,NIE,Male,0.03,10
G-100,967,Mia Phillips,ASE,Female,2.63,1
G-100,2040,Wesley Turner,CoE,Female,2.49,1
G-100,1145,Fay Tan,SoH,Female,2.39,1
G-100,731,Tae-Soo Kim,SoH,Male,4.51,1
G-100,438,Iris Rivera,CCEB,Male,2.59,1
G-100,3242,Aiden Brown,CoE,Female,2.61,2
G-100,2089,Han Zhang,WKW SCI,Female,2.47,2
G-100,1683,Diya Nair,NIE,Female,2.38,2
G-100,4268,Nadia Binti Azhar,ASE,Male,2.63,2
G-100,5534,Neelam Bhatia,CCDS,Male,2.58,2
G-100,3280,Alina Malik,ASE,Female,2.6,3
G-100,3137,Raquel Huang,SSS,Female,2.46,3
G-100,5269,Anjali Nair,LKCMedicine,Female,2.37,3
G-100,356,Yasir Qureshi,ADM,Male,2.62,3
G-100,4857,Jordan Chen,ASE,Male,2.56,3
G-100,4043,Adrian King,MAE,Female,2.59,4
G-100,861,Hua Zhang,CoB (NBS),Female,2.45,4
G-100,4743,Jack Foster,SoH,Female,2.37,4
G-100,5800,Yumi Nishikawa,WKW SCI,Male,2.62,4
G-100,4061,Naina Gupta,MSE,Male,2.56,4
G-100,2468,Bella Perry,NIE,Female,2.57,5
G-100,1547,Margaret Li,SBS,Female,2.44,5
G-100,5953,Orlando Wu,MAE,Female,2.37,5
G-100,424,Ashok Nair,ADM,Male,2.61,5
G-100,2097,Siti Maryam,EEE,Male,2.56,5
G-100,491,Fangling,NIE,Female,2.57,6
G-100,1176,Mia Hall,CoB (NBS),Female,2.44,6
G-100,2698,Owen Hill,NIE,Male,2.61,6
G-100,2332,Maya Ong,SBS,Male,2.53,6
G-100,745,Khalid Rahman,ADM,Male,2.43,6
G-100,2603,Ali Rehman,NIE,Female,2.53,7
G-100,1795,Tao Wang,ASE,Female,2.44,7
G-100,111,Ying Liu,MAE,Male,2.61,7
G-100,2000,Danty Susanto,SBS,Male,2.52,7
G-100,5743,Bradley Huang,SoH,Male,2.42,7
G-100,2346,Fiona Clark,SBS,Female,2.53,8
G-100,5791,Peter Choi,CoB (NBS),Female,2.43,8
G-100,4425,Carla Wang,LKCMedicine,Male,2.6,8
G-100,412,Seema Kapoor,WKW SCI,Male,2.5,8
G-100,2017,Caiyun,MSE,Male,2.41,8
G-100,4283,Hassan Farooq,CCEB,Female,2.51,9
G-100,1875,Rachel Lee,SPMS,Female,2.41,9
G-100,701,Ameer Bin Rahman,CEE,Male,2.59,9
G-100,4888,Carter Moore,MSE,Male,2.49,9
G-100,4274,Tommy Wu,CEE,Male,2.39,9
G-100,2009,Isabella Thomas,CoB (NBS),Female,2.5,10
G-100,1824,Yuanqing,CEE,Female,2.4,10
G-100,5945,Fergus Mendoza,CoE,Male,2.59,10
G-100,347,Meera Menon,NIE,Male,2.44,10
G-100,370,Mia Wong,MSE,Male,0.39,10
G-101,4928,Weijun,CCDS,Female,4.9,1
G-101,762,Kate Tan,CoE,Female,2.52,1
G-101,5015,Fatima Bhatia,EEE,Female,2.35,1
G-101,5291,Rachel Choi,ASE,Male,4.71,1
G-101,4167,Farhan Bin Azhar,SBS,Male,2.51,1
G-101,1346,Lola Tan,ASE,Female,4.85,2
G-101,696,Wyatt Price,SBS,Female,2.51,2
G-101,2349,Sandeep Rao,CCDS,Female,2.34,2
G-101,5987,Owen Nugroho,CoB (NBS),Male,2.66,2
G-101,3886,Ajay Iyer,ADM,Male,2.47,2
G-101,1545,Carter Thompson,MSE,Female,2.65,3
G-101,849,Ethan Taylor,CoB (NBS),Female,2.5,3
G-101,3546,Ying Wong,SPMS,Female,0.27,3
G-101,2337,Sophia Jones,MSE,Male,2.64,3
G-101,1839,Kexin,ASE,Male,2.44,3
G-101,715,Zoe King,NIE,Female,2.63,4
G-101,2828,Nguyen Hoang Long,CoE,Female,2.49,4
G-101,621,Christopher Cox,ASE,Female,0.16,4
G-101,1353,Kieran Harris,SSS,Male,2.6,4
G-101,35,Riley Lim,LKCMedicine,Male,2.43,4
G-101,437,Xiao Ming,EEE,Female,2.62,5
G-101,4526,Hope Chen,SBS,Female,2.45,5
G-101,23,Daphne Tan,CCEB,Female,0.07,5
G-101,2986,Rishi Tan,CoB (NBS),Male,2.59,5
G-101,3088,Eli Cruz,SBS,Male,2.42,5
G-101,5210,Amaya Sharma,SBS,Female,2.61,6
G-101,746,Alani Lin,SoH,Female,2.44,6
G-101,5468,Lucas Chen,MAE,Male,2.58,6
G-101,5191,Khayla Rahayu,NIE,Male,2.42,6
G-101,4393,Kevin Brown,MAE,Male,2.38,6
G-101,757,Savannah Torres,SBS,Female,2.61,7
G-101,615,Gia Tsai,CoE,Female,2.44,7
G-101,456,Wani Binti Jalil,ASE,Male,2.58,7
G-101,2852,Shayla Wang,CCDS,Male,2.42,7
G-101,5741,Isla Young,SBS,Male,2.37,7
G-101,1293,Jasper Wang,MSE,Female,2.6,8
G-101,4173,Evelyn Cheung,SSS,Female,2.4,8
G-101,5809,Hannah Smith,MSE,Male,2.56,8
G-101,2753,Zadie Harris,SBS,Male,2.42,8
G-101,5461,Suraj Mishra,ASE,Male,2.35,8
G-101,3593,Minghao,CoE,Female,2.6,9
G-101,665,Qi Chen,LKCMedicine,Female,2.4,9
G-101,1235,Nguyen Thi Binh,SSS,Male,2.56,9
G-101,3382,Madiha Ali,SoH,Male,2.39,9
G-101,4896,Jaxon Lewis,CoB (NBS),Male,0.49,9
G-101,4045,Sofia Reddy,SBS,Female,2.58,10
G-101,410,Jin Yang Tan,MAE,Female,2.38,10
G-101,5633,Ning Li,SBS,Male,2.52,10
G-101,4346,Manish Singh,NIE,Male,2.39,10
G-101,2425,Asher Nelson,SSS,Male,0.04,10
G-102,818,Hansel Bautista,SSS,Female,4.96,1
G-102,5690,Maharani Sari,SPMS,Female,2.44,1
G-102,2013,Wyatt Thompson,CoB (NBS),Female,2.35,1
G-102,3820,Felix Wong,MSE,Male,4.85,1
G-102,1362,Yong Hui,SBS,Male,2.56,1
G-102,783,Ajay Bhatt,NIE,Female,4.82,2
G-102,3043,Maya Sari,CCEB,Female,2.44,2
G-102,5888,Bradley Yang,CCEB,Female,2.33,2
G-102,5928,Anjali Kumar,SSS,Male,2.64,2
G-102,3957,Megan Walker,SPMS,Male,2.55,2
G-102,448,Margarita Sokolova,CEE,Female,4.69,3
G-102,3717,Nafisa Ali,SoH,Female,2.42,3
G-102,103,Maximus Wright,CoB (NBS),Female,2.33,3
G-102,4386,Riku Takeda,SBS,Male,2.61,3
G-102,2595,Fariha Noor,MSE,Male,2.54,3
G-102,1768,Travis Lim,MAE,Female,2.65,4
G-102,2315,Cheng Fang Tan,CEE,Female,2.41,4
G-102,956,Raj Tan,CoB (NBS),Female,0.04,4
G-102,2403,Henry Tan,SSS,Male,2.59,4
G-102,2221,Levi Huang,SSS,Male,2.54,4
G-102,2373,Elisha Wu,MAE,Female,2.59,5
G-102,3413,Kiran Shah,MAE,Female,2.39,5
G-102,2192,Liu Fang,CCDS,Male,2.59,5
G-102,902,Layla Cooper,SSS,Male,2.51,5
G-102,3692,Harsh Kumar,CCDS,Male,2.4,5
G-102,3592,Alina Awan,NIE,Female,2.53,6
G-102,4404,Omar Farooq,CCEB,Female,2.39,6
G-102,39,Lyric Tan,SPMS,Male,2.59,6
G-102,3439,Asher Clark,SPMS,Male,2.48,6
G-102,2079,Gina Lau,CEE,Male,2.39,6
G-102,5447,Lan Nguyen,LKCMedicine,Female,2.53,7
G-102,3909,Zara Lim,CCEB,Female,2.39,7
G-102,2720,Nira Gupta,CoB (NBS),Male,2.59,7
G-102,2560,Simran Singh,CoB (NBS),Male,2.46,7
G-102,714,Nisha Gupta,SPMS,Male,2.35,7
G-102,828,Sakshi Singh,LKCMedicine,Female,2.49,8
G-102,3168,Sakshi Iyer,LKCMedicine,Female,2.38,8
G-102,2376,Hao Yang Tan,CEE,Male,2.58,8
G-102,1634,Sofia Hernandez,EEE,Male,2.45,8
G-102,5147,Min-Ji Park,CoB (NBS),Male,2.35,8
G-102,4379,Zoe Martinez,MSE,Female,2.49,9
G-102,5023,Svetlana Chernyshova,LKCMedicine,Female,2.35,9
G-102,5578,Minh Tran,LKCMedicine,Male,2.56,9
G-102,337,Kanwal Bukhari,SPMS,Male,2.44,9
G-102,4862,Melati Ahmad,CEE,Male,2.34,9
G-102,1688,Pranata Santoso,EEE,Female,2.47,10
G-102,5913,Ulysses Salazar,CoE,Female,2.35,10
G-102,613,Nina Phillips,NIE,Male,2.56,10
G-102,5144,Aria Murphy,WKW SCI,Male,2.4,10
G-102,2246,Luca Torres,SoH,Male,0.3,10
G-103,1495,Amira Tan,MAE,Female,4.85,1
G-103,5627,Anjali Singh,SSS,Female,2.54,1
G-103,5040,Dev Sharma,CoE,Female,2.41,1
G-103,4612,Kylie Chen,CoE,Male,4.91,1
G-103,952,Nadia Binti Zulkifli,MSE,Male,2.54,1
G-103,3497,Hikaru Sato,ASE,Female,2.66,2
G-103,4678,Irfan Bin Hassan,SSS,Female,2.54,2
G-103,1787,Xiao Wei Tan,CCEB,Female,2.41,2
G-103,1879,Naim Bin Hashim,MSE,Male,4.62,2
G-103,1618,Dallas Huang,CCDS,Male,2.5,2
G-103,835,Maya Wilson,CCDS,Female,2.66,3
G-103,344,Tyler Hall,SoH,Female,2.54,3
G-103,2099,Fahim Hussein,SSS,Female,2.36,3
G-103,4842,Carmen Ong,LKCMedicine,Male,2.67,3
G-103,1202,Maya Gonzales,MAE,Male,2.5,3
G-103,4132,Aria Martinez,NIE,Female,2.61,4
G-103,4837,Yuna Wong,SSS,Female,2.54,4
G-103,2165,David Young,WKW SCI,Female,0.12,4
G-103,1847,Talha Iqbal,EEE,Male,2.67,4
G-103,1553,Isaac Thompson,CoB (NBS),Male,2.49,4
G-103,2602,Fatima Baig,WKW SCI,Female,2.61,5
G-103,18,Alan Chan,CCEB,Female,2.53,5
G-103,4427,Willow Wong,SSS,Male,2.67,5
G-103,5493,Amna Bukhari,CoB (NBS),Male,2.48,5
G-103,4224,Ethan White,WKW SCI,Male,2.36,5
G-103,4181,Simon Lee,CEE,Female,2.61,6
G-103,3251,Emily Scott,EEE,Female,2.53,6
G-103,4051,Fatima Malik,MSE,Male,2.65,6
G-103,2601,Tommy Wu,NIE,Male,2.46,6
G-103,1613,Graham Jackson,LKCMedicine,Male,2.35,6
G-103,778,Selina Loh,LKCMedicine,Female,2.58,7
G-103,2189,Zachary Lee,ASE,Female,2.53,7
G-103,1911,Mansoor Qureshi,MAE,Male,2.63,7
G-103,1292,Queenie Lee,SoH,Male,2.42,7
G-103,4809,Vikram Singh,MSE,Male,2.34,7
G-103,4559,Sofia Kim,CEE,Female,2.58,8
G-103,40,Shiloh Lin,WKW SCI,Female,2.51,8
G-103,397,Chong Wang,LKCMedicine,Male,2.62,8
G-103,3554,Asha Mehta,CoB (NBS),Male,2.41,8
G-103,4964,Hannah Sanders,SPMS,Male,2.32,8
G-103,3932,Vy Nguyen,SBS,Female,2.57,9
G-103,5970,Layla Fisher,SoH,Female,2.49,9
G-103,2302,Yvonne Ng,CCDS,Male,2.59,9
G-103,1551,Maggie Kwan,EEE,Male,2.4,9
G-103,4821,Samantha Khan,EEE,Male,2.31,9
G-103,2559,Everett Harris,MSE,Female,2.55,10
G-103,2679,Khalil Bin Ismail,CoE,Female,2.44,10
G-103,4616,Eli Tan,NIE,Male,2.58,10
G-103,5483,Camila Li,MAE,Male,2.37,10
G-103,925,Saad Malik,MSE,Male,0.38,10
G-104,4664,Lance Alvarado,SSS,Male,4.71,1
G-104,5317,Zhen Zhang,CoB (NBS),Male,2.57,1
G-104,2273,Samantha Ong,CEE,Male,2.37,1
G-104,5570,Gideon Zhang,CoE,Female,2.69,1
G-104,3050,Nia Wong,MAE,Female,2.61,1
G-104,4403,Ying Zhang,NIE,Male,4.51,2
G-104,5596,Jason Tan,EEE,Male,2.51,2
G-104,3665,Shahid Ali,CoB (NBS),Male,2.3,2
G-104,3595,Eamon Liu,CoE,Female,2.68,2
G-104,3335,William Yip,CEE,Female,2.6,2
G-104,2932,Gracelyn Dela Cruz,CEE,Male,2.71,3
G-104,5540,Kamran Farooq,CCEB,Male,2.47,3
G-104,759,Daniel Adams,ASE,Male,0.45,3
G-104,5962,Madison Scott,CoB (NBS),Female,2.68,3
G-104,1446,Dahlia Chen,CEE,Female,2.57,3
G-104,2556,Chloe Wu,CoB (NBS),Male,2.68,4
G-104,3873,Leo Pranata,SPMS,Male,2.46,4
G-104,1649,Vera Ong,SBS,Male,0.09,4
G-104,5685,Maya Rahman,MAE,Female,2.68,4
G-104,238,Prashant Joshi,SBS,Female,2.54,4
G-104,2204,Anaya Singh,SSS,Male,2.67,5
G-104,5263,Lily Ong,CoB (NBS),Male,2.46,5
G-104,4988,Rafael Wong,SSS,Female,2.67,5
G-104,1375,Pallavi Mehta,CoB (NBS),Female,2.37,5
G-104,2898,Nancy Yeo,NIE,Female,2.33,5
G-104,90,Chandra Menon,CCEB,Male,2.64,6
G-104,1395,Anil Reddy,EEE,Male,2.45,6
G-104,1950,Lila Wu,SPMS,Female,2.66,6
G-104,4001,Ashna Mehta,SSS,Female,2.51,6
G-104,4039,Anita Lim,CEE,Female,2.5,6
G-104,1542,John Lim,ASE,Male,2.64,7
G-104,1600,Sophia Taylor,CoB (NBS),Male,2.45,7
G-104,4349,Benjamin Huang,MAE,Female,2.65,7
G-104,832,Sarah Liu,SBS,Female,2.48,7
G-104,3080,Tara Wati,ASE,Female,2.32,7
G-104,33,Waleed Malik,CCEB,Male,2.64,8
G-104,5905,Emi Yamashita,ASE,Male,2.44,8
G-104,82,Giselle Wu,SBS,Female,2.65,8
G-104,2233,Chloe Scott,CCEB,Female,2.39,8
G-104,2622,Priya Roy,NIE,Female,2.31,8
G-104,2962,Jun Zhang,ASE,Male,2.59,9
G-104,5684,Emily Johnson,CoB (NBS),Male,2.44,9
G-104,4187,Isha Verma,CCDS,Female,2.65,9
G-104,3268,Gideon Torres,SBS,Female,2.39,9
G-104,4894,Fitri Binti Mohd,CCEB,Female,2.29,9
G-104,1891,Ryder Ward,CCEB,Male,2.59,10
G-104,2653,Chloe Tan,MAE,Male,2.41,10
G-104,2562,Zainab Noor,CoE,Female,2.63,10
G-104,3937,Nisha Yadav,MAE,Female,2.37,10
G-104,5020,Xena Reed,SSS,Female,0.2,10
G-105,1043,Logan Martin,CoB (NBS),Male,4.7,1
G-105,800,Ricky Chen,EEE,Male,2.55,1
G-105,5950,James Jackson,CoE,Male,2.32,1
G-105,1490,Amit Agarwal,CoE,Female,4.79,1
G-105,2161,Tessa Li,WKW SCI,Female,2.5,1
G-105,463,Arjun Nair,CCEB,Male,2.71,2
G-105,3345,Vira Dwi,WKW SCI,Male,2.55,2
G-105,2728,Daphne Li,EEE,Male,2.29,2
G-105,4364,Charlotte Gonzalez,ASE,Female,4.65,2
G-105,28,Claudia Tan,ADM,Female,2.49,2
G-105,1564,Amina Binti Zain,CoE,Male,2.7,3
G-105,5909,Aditi Kumar,ADM,Male,2.53,3
G-105,5339,Callum Williams,CCEB,Male,0.36,3
G-105,1974,Ronald Tan,CoB (NBS),Female,2.67,3
G-105,2392,Max Johnson,CoE,Female,2.47,3
G-105,5816,Bennett Liu,SoH,Male,2.7,4
G-105,5218,Julia Tan,CCDS,Male,2.53,4
G-105,5770,Qiana Lestari,SSS,Male,0.32,4
G-105,4431,Chen Li,WKW SCI,Female,2.63,4
G-105,1550,Chen Bo,SPMS,Female,2.46,4
G-105,2732,Addison Lin,SoH,Male,2.69,5
G-105,4510,Kylie Zhang,SPMS,Male,2.53,5
G-105,5797,Shahid Raza,SPMS,Female,2.63,5
G-105,401,Haruki Suzuki,CoE,Female,2.46,5
G-105,5377,Yang Jun,NIE,Female,2.37,5
G-105,4589,Sabrina Zhao,MSE,Male,2.68,6
G-105,4758,Ping An,MSE,Male,2.5,6
G-105,951,Nisha Bansal,CCDS,Female,2.59,6
G-105,5565,Yumi Tanaka,SBS,Female,2.46,6
G-105,2010,Trung Le,NIE,Female,2.28,6
G-105,5029,Olivia Miller,CEE,Male,2.67,7
G-105,333,Maya Torres,SBS,Male,2.46,7
G-105,3108,Pallavi Kumar,NIE,Female,2.53,7
G-105,4744,Alyssa Tan,SoH,Female,2.44,7
G-105,1803,Isabella Rodriguez,CoE,Female,2.27,7
G-105,4869,Kiran Rao,MSE,Male,2.65,8
G-105,1529,Devansh Mehta,CEE,Male,2.42,8
G-105,3970,Cora Zhang,SSS,Female,2.52,8
G-105,1789,Dallas Liu,WKW SCI,Female,2.44,8
G-105,1141,Mei Chen,CEE,Female,0.03,8
G-105,3415,Tatum Roberts,CCDS,Male,2.65,9
G-105,1927,Dao Tran,ADM,Male,2.39,9
G-105,4188,Sophie Reed,MAE,Female,2.52,9
G-105,3668,Saad Javed,EEE,Female,2.44,9
G-105,2913,Kunal Mehta,SSS,Female,0.02,9
G-105,1007,Jonathan Wu,EEE,Male,2.61,10
G-105,5355,Nicolas Ramos,ADM,Male,2.35,10
G-105,5003,Imran Bin Zahid,CoB (NBS),Female,2.51,10
G-105,500,Vincent Wong,MAE,Female,2.43,10
G-105,3728,Lola Zhang,SoH,Female,0.01,10
G-106,5657,Charlotte Harris,CCEB,Male,4.67,1
G-106,2147,Hafiz Ahmad,CoE,Male,2.49,1
G-106,3471,Gandhi Saputra,CCDS,Male,2.27,1
G-106,4581,Jai Mehta,WKW SCI,Female,4.84,1
G-106,3654,Aria Tan,SSS,Female,2.48,1
G-106,1415,Cleo Morales,SoH,Male,2.72,2
G-106,850,Sienna Lee,CCEB,Male,2.49,2
G-106,1785,Gabriella Dela Cruz,ADM,Male,0.17,2
G-106,5898,Quinn Larson,CCEB,Female,4.63,2
G-106,2385,Hoang Nguyen,WKW SCI,Female,2.47,2
G-106,3583,Aria Lee,LKCMedicine,Male,2.65,3
G-106,3001,Piper Chen,ADM,Male,2.46,3
G-106,4783,Rahul Mehta,CCEB,Male,0.12,3
G-106,5676,Akemi Takahashi,EEE,Female,4.58,3
G-106,4732,Albert Wang,CCEB,Female,2.46,3
G-106,3054,Om Tan,MAE,Male,2.63,4
G-106,3330,Jingyi,WKW SCI,Male,2.44,4
G-106,4934,Arya Kapoor,NIE,Male,0.08,4
G-106,2588,Mira Binti Zaki,ADM,Female,2.64,4
G-106,1002,Priya Nair,CCEB,Female,2.45,4
G-106,5089,Isla Lee,MAE,Male,2.62,5
G-106,4387,Kathy Tan,WKW SCI,Male,2.39,5
G-106,3551,Harrison Moore,NIE,Female,2.61,5
G-106,1929,Kavitha Tan,WKW SCI,Female,2.44,5
G-106,2713,Kevin Wang,MAE,Female,2.32,5
G-106,5670,Miyu Nishimura,ADM,Male,2.6,6
G-106,623,Minghao,SPMS,Male,2.38,6
G-106,1470,Tania Ng,CoB (NBS),Female,2.61,6
G-106,4201,Reyansh Iyer,ADM,Female,2.43,6
G-106,1294,Nolan Reyes,EEE,Female,2.32,6
G-106,113,Fahad Ali,SoH,Male,2.55,7
G-106,2144,Oscar Villanueva,SSS,Male,2.37,7
G-106,4317,Oliver Martinez,SSS,Female,2.58,7
G-106,1888,Guofeng,CoB (NBS),Female,2.42,7
G-106,930,Jason Robinson,CoE,Female,2.28,7
G-106,1580,Nikhil Sharma,WKW SCI,Male,2.55,8
G-106,5093,Megan Zhao,SPMS,Male,2.36,8
G-106,2112,Noah Morris,MAE,Female,2.56,8
G-106,5885,Jun Liu,CoB (NBS),Female,2.41,8
G-106,2370,Zedrick Ong,CoE,Female,0.21,8
G-106,4753,Zara Malik,CCEB,Male,2.51,9
G-106,3686,Cole Huang,MAE,Male,2.32,9
G-106,3008,Thomas Harris,CoE,Female,2.56,9
G-106,4438,Noel Pineda,LKCMedicine,Female,2.38,9
G-106,330,Dylan Li,EEE,Female,0.08,9
G-106,1168,Eun-Hee Kim,SPMS,Male,2.49,10
G-106,164,Nisha Verma,SSS,Male,2.32,10
G-106,5983,Sergei Ivanovich,SPMS,Female,2.54,10
G-106,1730,Siddharth Gupta,CoB (NBS),Female,2.36,10
G-106,5088,Neelam Rani,SPMS,Female,0.08,10
G-107,2916,Omar Rivera,CCDS,Male,4.93,1
G-107,180,Kai Qiang,CEE,Male,2.53,1
G-107,2471,Nguyen Thi Hoa,CEE,Male,2.27,1
G-107,89,Suresh Bhat,CCEB,Female,4.97,1
G-107,149,Ananya Roy,MAE,Female,2.56,1
G-107,4749,Nina Zhao,ASE,Male,4.83,2
G-107,1979,Archer Powell,SSS,Male,2.4,2
G-107,5212,Sana Menon,EEE,Male,2.26,2
G-107,1033,Tanishq Reddy,EEE,Female,4.95,2
G-107,112,Misha Malik,CoE,Female,2.56,2
G-107,1541,Zulaikha Binti Rahman,NIE,Male,4.82,3
G-107,2292,Lily Lim,ASE,Male,2.37,3
G-107,4336,Xiangqi,EEE,Male,0.23,3
G-107,2715,Harvey Lim,CoB (NBS),Female,4.94,3
G-107,4621,Amelia Lewis,SSS,Female,2.54,3
G-107,5645,Le Van Minh,EEE,Male,4.8,4
G-107,895,Saanvi Roy,CEE,Male,2.36,4
G-107,4716,Joko Susanto,CCEB,Female,4.53,4
G-107,830,Samreen Ali,MSE,Female,2.52,4
G-107,598,Riana Binti Abdul,ASE,Female,2.33,4
G-107,3344,Lana Tan,WKW SCI,Male,4.56,5
G-107,992,Amara Siti,CEE,Male,2.34,5
G-107,2475,Madison Torres,CEE,Female,2.75,5
G-107,2334,Meera Gupta,SPMS,Female,2.49,5
G-107,5960,Yuri Grigorev,CoE,Female,2.32,5
G-107,4901,Victoria Reyes,SPMS,Male,4.52,6
G-107,1212,Samantha Sanchez,CCDS,Male,2.34,6
G-107,1968,Yumi Hayashi,SSS,Female,2.74,6
G-107,2445,Chad Dela Cruz,CEE,Female,2.44,6
G-107,5767,Carter Hall,CCDS,Female,2.29,6
G-107,3867,Zane Navarro,MAE,Male,2.73,7
G-107,754,Bria Tsai,EEE,Male,2.3,7
