Tutorial Group,Team Assigned,Student ID,Name,School,Gender,CGPA
G-1,9,288,Ajay Verma,MAE,Male,2.58
G-1,9,4657,Oleg Petrovich,CCEB,Female,2.56
G-1,9,1383,Areeba Khan,WKW SCI,Female,2.46
G-1,9,4520,Henry Foster,CoB (NBS),Male,2.46
G-1,9,809,Nisha Das,EEE,Male,0.13
G-1,10,4479,Amelia Kim,MSE,Female,2.56
G-1,10,5708,Ananya Ramesh,ADM,Male,2.56
G-1,10,1075,Felix Yip,SBS,Female,2.46
G-1,10,2230,Harlow Wang,SSS,Male,2.46
G-1,10,2353,Karen Wong,CoB (NBS),Male,0.12
G-10,1,4077,Yasir Ahmad,SPMS,Female,4.96
G-10,1,3329,Adrian Castillo,SSS,Male,2.56
G-10,1,2253,Dante Wu,SSS,Male,2.56
G-10,1,403,Hae-Jin Lee,ASE,Female,2.43
G-10,1,3843,Mia Zhang,NIE,Female,2.4
G-10,2,3395,Michael Miller,CEE,Male,4.84
G-10,2,375,Kaya Chang,SPMS,Female,2.57
G-10,2,2255,Xander Cook,ASE,Female,2.56
G-10,2,516,Tao Liu,NIE,Male,2.44
G-10,2,171,Nina Bennett,CCDS,Female,2.4
G-10,3,3111,Marco Garcia,WKW SCI,Female,2.6
G-10,3,611,Hendra Mulyana,SoH,Male,2.57
G-10,3,4477,Yuzhi,EEE,Male,2.55
G-10,3,1468,Ming Wei,CCEB,Male,2.44
G-10,3,3903,Xiao Chen,ADM,Female,2.4
G-10,4,2515,Tanya Lee,LKCMedicine,Female,4.51
G-10,4,3189,Rhea Lee,EEE,Male,2.58
G-10,4,5122,Kerry Lim,WKW SCI,Female,2.54
G-10,4,3051,Hunter Wilson,LKCMedicine,Male,2.44
G-10,4,5734,Hassan Malik,WKW SCI,Male,2.39
G-10,5,16,Tatum Flores,ASE,Male,2.6
G-10,5,2031,Kendrick Alvarado,SoH,Female,2.58
G-10,5,4308,Sho Nakajima,CCEB,Male,2.54
G-10,5,298,Freya Chen,LKCMedicine,Female,2.44
G-10,5,4108,Rizan Bin Ahmad,NIE,Female,2.39
G-10,6,5420,Nina Patil,LKCMedicine,Male,2.63
G-10,6,3794,Christopher Miller,CoE,Female,2.58
G-10,6,5121,Ximena Fernandez,CCDS,Male,2.54
G-10,6,5856,Sophie Cheung,SPMS,Female,2.46
G-10,6,3388,Zaki Bin Ibrahim,SBS,Male,2.38
G-10,7,594,Ananya Singh,MSE,Male,2.62
G-10,7,3841,Benjamin Turner,CCDS,Male,2.58
G-10,7,2631,Kiara Lin,CEE,Male,2.53
G-10,7,5624,Cheng Zhang,ADM,Female,2.46
G-10,7,4588,Paula Wong,SBS,Female,2.37
G-10,8,223,Jaxon Hall,SSS,Female,2.62
G-10,8,3963,Yasmine Villanueva,CoB (NBS),Female,2.59
G-10,8,2857,Tianming,SBS,Female,2.52
G-10,8,565,Isaiah Scott,CCDS,Male,2.47
G-10,8,3732,Liam Jones,ADM,Male,0.29
G-10,9,2581,Alyssa Green,NIE,Male,4.59
G-10,9,4020,Leo Xu,CCEB,Male,2.59
G-10,9,2863,Will Chen,WKW SCI,Female,2.52
G-10,9,560,Ayesha Javed,CoB (NBS),Female,2.47
G-10,9,1139,Nurul Aini Binti Ahmad,NIE,Female,0.11
G-10,10,435,Kiran Farooq,CCDS,Female,2.63
G-10,10,5695,Rhys Tan,SSS,Female,2.59
G-10,10,2405,Soo-Young Kim,ASE,Male,2.51
G-10,10,3499,Kira Yamada,LKCMedicine,Male,2.5
G-10,10,3364,Rhea Kapoor,NIE,Male,0.03
G-100,1,967,Mia Phillips,ASE,Female,2.63
G-100,1,4043,Adrian King,MAE,Female,2.59
G-100,1,2097,Siti Maryam,EEE,Male,2.56
G-100,1,5743,Bradley Huang,SoH,Male,2.42
G-100,1,2017,Caiyun,MSE,Male,2.41
G-100,2,731,Tae-Soo Kim,SoH,Male,4.51
G-100,2,4857,Jordan Chen,ASE,Male,2.56
G-100,2,5800,Yumi Nishikawa,WKW SCI,Male,2.62
G-100,2,5791,Peter Choi,CoB (NBS),Female,2.43
G-100,2,1875,Rachel Lee,SPMS,Female,2.41
G-100,3,4268,Nadia Binti Azhar,ASE,Male,2.63
G-100,3,491,Fangling,NIE,Female,2.57
G-100,3,2346,Fiona Clark,SBS,Female,2.53
G-100,3,745,Khalid Rahman,ADM,Male,2.43
G-100,3,1824,Yuanqing,CEE,Female,2.4
G-100,4,356,Yasir Qureshi,ADM,Male,2.62
G-100,4,2468,Bella Perry,NIE,Female,2.57
G-100,4,2332,Maya Ong,SBS,Male,2.53
G-100,4,1795,Tao Wang,ASE,Female,2.44
G-100,4,1145,Fay Tan,SoH,Female,2.39
G-100,5,2603,Ali Rehman,NIE,Female,2.53
G-100,5,5534,Neelam Bhatia,CCDS,Male,2.58
G-100,5,2000,Danty Susanto,SBS,Male,2.52
G-100,5,1176,Mia Hall,CoB (NBS),Female,2.44
G-100,5,4274,Tommy Wu,CEE,Male,2.39
G-100,6,3242,Aiden Brown,CoE,Female,2.61
G-100,6,438,Iris Rivera,CCEB,Male,2.59
G-100,6,4283,Hassan Farooq,CCEB,Female,2.51
G-100,6,347,Meera Menon,NIE,Male,2.44
G-100,6,1683,Diya Nair,NIE,Female,2.38
G-100,7,424,Ashok Nair,ADM,Male,2.61
G-100,7,5945,Fergus Mendoza,CoE,Male,2.59
G-100,7,2009,Isabella Thomas,CoB (NBS),Female,2.5
G-100,7,1547,Margaret Li,SBS,Female,2.44
G-100,7,5269,Anjali Nair,LKCMedicine,Female,2.37
G-100,8,2698,Owen Hill,NIE,Male,2.61
G-100,8,701,Ameer Bin Rahman,CEE,Male,2.59
G-100,8,412,Seema Kapoor,WKW SCI,Male,2.5
G-100,8,861,Hua Zhang,CoB (NBS),Female,2.45
G-100,8,4743,Jack Foster,SoH,Female,2.37
G-100,9,111,Ying Liu,MAE,Male,2.61
G-100,9,4061,Naina Gupta,MSE,Male,2.56
G-100,9,4888,Carter Moore,MSE,Male,2.49
G-100,9,3137,Raquel Huang,SSS,Female,2.46
G-100,9,5953,Orlando Wu,MAE,Female,2.37
G-100,10,3280,Alina Malik,ASE,Female,2.6
G-100,10,4425,Carla Wang,LKCMedicine,Male,2.6
G-100,10,2040,Wesley Turner,CoE,Female,2.49
G-100,10,2089,Han Zhang,WKW SCI,Female,2.47
G-100,10,370,Mia Wong,MSE,Male,0.39
G-101,1,4928,Weijun,CCDS,Female,4.9
G-101,1,762,Kate Tan,CoE,Female,2.52
G-101,1,5633,Ning Li,SBS,Male,2.52
G-101,1,410,Jin Yang Tan,MAE,Female,2.38
G-101,1,4393,Kevin Brown,MAE,Male,2.38
G-101,2,1346,Lola Tan,ASE,Female,4.85
G-101,2,1545,Carter Thompson,MSE,Female,2.65
G-101,2,4167,Farhan Bin Azhar,SBS,Male,2.51
G-101,2,4346,Manish Singh,NIE,Male,2.39
G-101,2,5741,Isla Young,SBS,Male,2.37
G-101,3,5291,Rachel Choi,ASE,Male,4.71
G-101,3,5809,Hannah Smith,MSE,Male,2.56
G-101,3,696,Wyatt Price,SBS,Female,2.51
G-101,3,3382,Madiha Ali,SoH,Male,2.39
G-101,3,5015,Fatima Bhatia,EEE,Female,2.35
G-101,4,5987,Owen Nugroho,CoB (NBS),Male,2.66
G-101,4,456,Wani Binti Jalil,ASE,Male,2.58
G-101,4,849,Ethan Taylor,CoB (NBS),Female,2.5
G-101,4,665,Qi Chen,LKCMedicine,Female,2.4
G-101,4,5461,Suraj Mishra,ASE,Male,2.35
G-101,5,1235,Nguyen Thi Binh,SSS,Male,2.56
G-101,5,2337,Sophia Jones,MSE,Male,2.64
G-101,5,2828,Nguyen Hoang Long,CoE,Female,2.49
G-101,5,4173,Evelyn Cheung,SSS,Female,2.4
G-101,5,2349,Sandeep Rao,CCDS,Female,2.34
G-101,6,4045,Sofia Reddy,SBS,Female,2.58
G-101,6,437,Xiao Ming,EEE,Female,2.62
G-101,6,3886,Ajay Iyer,ADM,Male,2.47
G-101,6,2753,Zadie Harris,SBS,Male,2.42
G-101,6,4896,Jaxon Lewis,CoB (NBS),Male,0.49
G-101,7,715,Zoe King,NIE,Female,2.63
G-101,7,2986,Rishi Tan,CoB (NBS),Male,2.59
G-101,7,4526,Hope Chen,SBS,Female,2.45
G-101,7,2852,Shayla Wang,CCDS,Male,2.42
G-101,7,3546,Ying Wong,SPMS,Female,0.27
G-101,8,5468,Lucas Chen,MAE,Male,2.58
G-101,8,3593,Minghao,CoE,Female,2.6
G-101,8,746,Alani Lin,SoH,Female,2.44
G-101,8,5191,Khayla Rahayu,NIE,Male,2.42
G-101,8,621,Christopher Cox,ASE,Female,0.16
G-101,9,5210,Amaya Sharma,SBS,Female,2.61
G-101,9,1353,Kieran Harris,SSS,Male,2.6
G-101,9,615,Gia Tsai,CoE,Female,2.44
G-101,9,3088,Eli Cruz,SBS,Male,2.42
G-101,9,23,Daphne Tan,CCEB,Female,0.07
G-101,10,757,Savannah Torres,SBS,Female,2.61
G-101,10,1293,Jasper Wang,MSE,Female,2.6
G-101,10,1839,Kexin,ASE,Male,2.44
G-101,10,35,Riley Lim,LKCMedicine,Male,2.43
G-101,10,2425,Asher Nelson,SSS,Male,0.04
G-102,1,2221,Levi Huang,SSS,Male,2.54
G-102,1,2403,Henry Tan,SSS,Male,2.59
G-102,1,5447,Lan Nguyen,LKCMedicine,Female,2.53
G-102,1,3168,Sakshi Iyer,LKCMedicine,Female,2.38
G-102,1,5147,Min-Ji Park,CoB (NBS),Male,2.35
G-102,2,3820,Felix Wong,MSE,Male,4.85
G-102,2,818,Hansel Bautista,SSS,Female,4.96
G-102,2,902,Layla Cooper,SSS,Male,2.51
G-102,2,3909,Zara Lim,CCEB,Female,2.39
G-102,2,714,Nisha Gupta,SPMS,Male,2.35
G-102,3,5928,Anjali Kumar,SSS,Male,2.64
G-102,3,2595,Fariha Noor,MSE,Male,2.54
G-102,3,828,Sakshi Singh,LKCMedicine,Female,2.49
G-102,3,4404,Omar Farooq,CCEB,Female,2.39
G-102,3,5023,Svetlana Chernyshova,LKCMedicine,Female,2.35
G-102,4,4386,Riku Takeda,SBS,Male,2.61
G-102,4,3957,Megan Walker,SPMS,Male,2.55
G-102,4,4379,Zoe Martinez,MSE,Female,2.49
G-102,4,3413,Kiran Shah,MAE,Female,2.39
G-102,4,5913,Ulysses Salazar,CoE,Female,2.35
G-102,5,1768,Travis Lim,MAE,Female,2.65
G-102,5,1362,Yong Hui,SBS,Male,2.56
G-102,5,3439,Asher Clark,SPMS,Male,2.48
G-102,5,2079,Gina Lau,CEE,Male,2.39
G-102,5,2013,Wyatt Thompson,CoB (NBS),Female,2.35
G-102,6,783,Ajay Bhatt,NIE,Female,4.82
G-102,6,613,Nina Phillips,NIE,Male,2.56
G-102,6,1688,Pranata Santoso,EEE,Female,2.47
G-102,6,3692,Harsh Kumar,CCDS,Male,2.4
G-102,6,4862,Melati Ahmad,CEE,Male,2.34
G-102,7,448,Margarita Sokolova,CEE,Female,4.69
G-102,7,5578,Minh Tran,LKCMedicine,Male,2.56
G-102,7,2560,Simran Singh,CoB (NBS),Male,2.46
G-102,7,5144,Aria Murphy,WKW SCI,Male,2.4
G-102,7,5888,Bradley Yang,CCEB,Female,2.33
G-102,8,2373,Elisha Wu,MAE,Female,2.59
G-102,8,2376,Hao Yang Tan,CEE,Male,2.58
G-102,8,1634,Sofia Hernandez,EEE,Male,2.45
G-102,8,2315,Cheng Fang Tan,CEE,Female,2.41
G-102,8,103,Maximus Wright,CoB (NBS),Female,2.33
G-102,9,3592,Alina Awan,NIE,Female,2.53
G-102,9,2720,Nira Gupta,CoB (NBS),Male,2.59
G-102,9,337,Kanwal Bukhari,SPMS,Male,2.44
G-102,9,3717,Nafisa Ali,SoH,Female,2.42
G-102,9,2246,Luca Torres,SoH,Male,0.3
G-102,10,2192,Liu Fang,CCDS,Male,2.59
G-102,10,39,Lyric Tan,SPMS,Male,2.59
G-102,10,5690,Maharani Sari,SPMS,Female,2.44
G-102,10,3043,Maya Sari,CCEB,Female,2.44
G-102,10,956,Raj Tan,CoB (NBS),Female,0.04
G-103,1,4612,Kylie Chen,CoE,Male,4.91
G-103,1,1911,Mansoor Qureshi,MAE,Male,2.63
G-103,1,5627,Anjali Singh,SSS,Female,2.54
G-103,1,1787,Xiao Wei Tan,CCEB,Female,2.41
G-103,1,1551,Maggie Kwan,EEE,Male,2.4
G-103,2,1879,Naim Bin Hashim,MSE,Male,4.62
G-103,2,3932,Vy Nguyen,SBS,Female,2.57
G-103,2,4678,Irfan Bin Hassan,SSS,Female,2.54
G-103,2,5040,Dev Sharma,CoE,Female,2.41
G-103,2,5483,Camila Li,MAE,Male,2.37
G-103,3,1495,Amira Tan,MAE,Female,4.85
G-103,3,4559,Sofia Kim,CEE,Female,2.58
G-103,3,952,Nadia Binti Zulkifli,MSE,Male,2.54
G-103,3,3554,Asha Mehta,CoB (NBS),Male,2.41
G-103,3,4224,Ethan White,WKW SCI,Male,2.36
G-103,4,4842,Carmen Ong,LKCMedicine,Male,2.67
G-103,4,778,Selina Loh,LKCMedicine,Female,2.58
G-103,4,344,Tyler Hall,SoH,Female,2.54
G-103,4,1292,Queenie Lee,SoH,Male,2.42
G-103,4,2099,Fahim Hussein,SSS,Female,2.36
G-103,5,1847,Talha Iqbal,EEE,Male,2.67
G-103,5,4616,Eli Tan,NIE,Male,2.58
G-103,5,4837,Yuna Wong,SSS,Female,2.54
G-103,5,2679,Khalil Bin Ismail,CoE,Female,2.44
G-103,5,1613,Graham Jackson,LKCMedicine,Male,2.35
G-103,6,835,Maya Wilson,CCDS,Female,2.66
G-103,6,2302,Yvonne Ng,CCDS,Male,2.59
G-103,6,18,Alan Chan,CCEB,Female,2.53
G-103,6,2601,Tommy Wu,NIE,Male,2.46
G-103,6,4809,Vikram Singh,MSE,Male,2.34
G-103,7,3497,Hikaru Sato,ASE,Female,2.66
G-103,7,4181,Simon Lee,CEE,Female,2.61
G-103,7,3251,Emily Scott,EEE,Female,2.53
G-103,7,5493,Amna Bukhari,CoB (NBS),Male,2.48
G-103,7,4964,Hannah Sanders,SPMS,Male,2.32
G-103,8,4427,Willow Wong,SSS,Male,2.67
G-103,8,2602,Fatima Baig,WKW SCI,Female,2.61
G-103,8,2189,Zachary Lee,ASE,Female,2.53
G-103,8,5970,Layla Fisher,SoH,Female,2.49
G-103,8,4821,Samantha Khan,EEE,Male,2.31
G-103,9,4051,Fatima Malik,MSE,Male,2.65
G-103,9,4132,Aria Martinez,NIE,Female,2.61
G-103,9,40,Shiloh Lin,WKW SCI,Female,2.51
G-103,9,1553,Isaac Thompson,CoB (NBS),Male,2.49
G-103,9,925,Saad Malik,MSE,Male,0.38
G-103,10,2559,Everett Harris,MSE,Female,2.55
G-103,10,397,Chong Wang,LKCMedicine,Male,2.62
G-103,10,1618,Dallas Huang,CCDS,Male,2.5
G-103,10,1202,Maya Gonzales,MAE,Male,2.5
G-103,10,2165,David Young,WKW SCI,Female,0.12
G-104,1,4664,Lance Alvarado,SSS,Male,4.71
G-104,1,3335,William Yip,CEE,Female,2.6
G-104,1,2962,Jun Zhang,ASE,Male,2.59
G-104,1,3937,Nisha Yadav,MAE,Female,2.37
G-104,1,1375,Pallavi Mehta,CoB (NBS),Female,2.37
G-104,2,2562,Zainab Noor,CoE,Female,2.63
G-104,2,3050,Nia Wong,MAE,Female,2.61
G-104,2,1891,Ryder Ward,CCEB,Male,2.59
G-104,2,3268,Gideon Torres,SBS,Female,2.39
G-104,2,2273,Samantha Ong,CEE,Male,2.37
G-104,3,2932,Gracelyn Dela Cruz,CEE,Male,2.71
G-104,3,4403,Ying Zhang,NIE,Male,4.51
G-104,3,1446,Dahlia Chen,CEE,Female,2.57
G-104,3,2233,Chloe Scott,CCEB,Female,2.39
G-104,3,2898,Nancy Yeo,NIE,Female,2.33
G-104,4,5570,Gideon Zhang,CoE,Female,2.69
G-104,4,33,Waleed Malik,CCEB,Male,2.64
G-104,4,5317,Zhen Zhang,CoB (NBS),Male,2.57
G-104,4,2653,Chloe Tan,MAE,Male,2.41
G-104,4,3080,Tara Wati,ASE,Female,2.32
G-104,5,2556,Chloe Wu,CoB (NBS),Male,2.68
G-104,5,1542,John Lim,ASE,Male,2.64
G-104,5,238,Prashant Joshi,SBS,Female,2.54
G-104,5,5684,Emily Johnson,CoB (NBS),Male,2.44
G-104,5,2622,Priya Roy,NIE,Female,2.31
G-104,6,3595,Eamon Liu,CoE,Female,2.68
G-104,6,90,Chandra Menon,CCEB,Male,2.64
G-104,6,4001,Ashna Mehta,SSS,Female,2.51
G-104,6,5905,Emi Yamashita,ASE,Male,2.44
G-104,6,3665,Shahid Ali,CoB (NBS),Male,2.3
G-104,7,5962,Madison Scott,CoB (NBS),Female,2.68
G-104,7,4187,Isha Verma,CCDS,Female,2.65
G-104,7,5596,Jason Tan,EEE,Male,2.51
G-104,7,1600,Sophia Taylor,CoB (NBS),Male,2.45
G-104,7,4894,Fitri Binti Mohd,CCEB,Female,2.29
G-104,8,5685,Maya Rahman,MAE,Female,2.68
G-104,8,82,Giselle Wu,SBS,Female,2.65
G-104,8,4039,Anita Lim,CEE,Female,2.5
G-104,8,1395,Anil Reddy,EEE,Male,2.45
G-104,8,759,Daniel Adams,ASE,Male,0.45
G-104,9,2204,Anaya Singh,SSS,Male,2.67
G-104,9,4349,Benjamin Huang,MAE,Female,2.65
G-104,9,832,Sarah Liu,SBS,Female,2.48
G-104,9,5263,Lily Ong,CoB (NBS),Male,2.46
G-104,9,5020,Xena Reed,SSS,Female,0.2
G-104,10,4988,Rafael Wong,SSS,Female,2.67
G-104,10,1950,Lila Wu,SPMS,Female,2.66
G-104,10,5540,Kamran Farooq,CCEB,Male,2.47
G-104,10,3873,Leo Pranata,SPMS,Male,2.46
G-104,10,1649,Vera Ong,SBS,Male,0.09
G-105,1,1490,Amit Agarwal,CoE,Female,4.79
G-105,1,1974,Ronald Tan,CoB (NBS),Female,2.67
G-105,1,4510,Kylie Zhang,SPMS,Male,2.53
G-105,1,5377,Yang Jun,NIE,Female,2.37
G-105,1,5355,Nicolas Ramos,ADM,Male,2.35
G-105,2,951,Nisha Bansal,CCDS,Female,2.59
G-105,2,5909,Aditi Kumar,ADM,Male,2.53
G-105,2,3108,Pallavi Kumar,NIE,Female,2.53
G-105,2,1927,Dao Tran,ADM,Male,2.39
G-105,2,5950,James Jackson,CoE,Male,2.32
G-105,3,4364,Charlotte Gonzalez,ASE,Female,4.65
G-105,3,3345,Vira Dwi,WKW SCI,Male,2.55
G-105,3,3970,Cora Zhang,SSS,Female,2.52
G-105,3,1529,Devansh Mehta,CEE,Male,2.42
G-105,3,2728,Daphne Li,EEE,Male,2.29
G-105,4,463,Arjun Nair,CCEB,Male,2.71
G-105,4,800,Ricky Chen,EEE,Male,2.55
G-105,4,4188,Sophie Reed,MAE,Female,2.52
G-105,4,500,Vincent Wong,MAE,Female,2.43
G-105,4,2010,Trung Le,NIE,Female,2.28
G-105,5,1564,Amina Binti Zain,CoE,Male,2.7
G-105,5,1043,Logan Martin,CoB (NBS),Male,4.7
G-105,5,5003,Imran Bin Zahid,CoB (NBS),Female,2.51
G-105,5,3668,Saad Javed,EEE,Female,2.44
G-105,5,1803,Isabella Rodriguez,CoE,Female,2.27
G-105,6,4431,Chen Li,WKW SCI,Female,2.63
G-105,6,1007,Jonathan Wu,EEE,Male,2.61
G-105,6,4758,Ping An,MSE,Male,2.5
G-105,6,1789,Dallas Liu,WKW SCI,Female,2.44
G-105,6,5339,Callum Williams,CCEB,Male,0.36
G-105,7,2732,Addison Lin,SoH,Male,2.69
G-105,7,5797,Shahid Raza,SPMS,Female,2.63
G-105,7,2161,Tessa Li,WKW SCI,Female,2.5
G-105,7,4744,Alyssa Tan,SoH,Female,2.44
G-105,7,5770,Qiana Lestari,SSS,Male,0.32
G-105,8,4589,Sabrina Zhao,MSE,Male,2.68
G-105,8,5816,Bennett Liu,SoH,Male,2.7
G-105,8,28,Claudia Tan,ADM,Female,2.49
G-105,8,5565,Yumi Tanaka,SBS,Female,2.46
G-105,8,1141,Mei Chen,CEE,Female,0.03
G-105,9,5029,Olivia Miller,CEE,Male,2.67
G-105,9,3415,Tatum Roberts,CCDS,Male,2.65
G-105,9,2392,Max Johnson,CoE,Female,2.47
G-105,9,333,Maya Torres,SBS,Male,2.46
G-105,9,2913,Kunal Mehta,SSS,Female,0.02
G-105,10,5218,Julia Tan,CCDS,Male,2.53
G-105,10,4869,Kiran Rao,MSE,Male,2.65
G-105,10,1550,Chen Bo,SPMS,Female,2.46
G-105,10,401,Haruki Suzuki,CoE,Female,2.46
G-105,10,3728,Lola Zhang,SoH,Female,0.01
G-106,1,4581,Jai Mehta,WKW SCI,Female,4.84
G-106,1,5898,Quinn Larson,CCEB,Female,4.63
G-106,1,2147,Hafiz Ahmad,CoE,Male,2.49
G-106,1,2713,Kevin Wang,MAE,Female,2.32
G-106,1,164,Nisha Verma,SSS,Male,2.32
G-106,2,5983,Sergei Ivanovich,SPMS,Female,2.54
G-106,2,1470,Tania Ng,CoB (NBS),Female,2.61
G-106,2,850,Sienna Lee,CCEB,Male,2.49
G-106,2,3686,Cole Huang,MAE,Male,2.32
G-106,2,1294,Nolan Reyes,EEE,Female,2.32
G-106,3,1168,Eun-Hee Kim,SPMS,Male,2.49
G-106,3,5657,Charlotte Harris,CCEB,Male,4.67
G-106,3,3654,Aria Tan,SSS,Female,2.48
G-106,3,1730,Siddharth Gupta,CoB (NBS),Female,2.36
G-106,3,930,Jason Robinson,CoE,Female,2.28
G-106,4,5676,Akemi Takahashi,EEE,Female,4.58
G-106,4,1580,Nikhil Sharma,WKW SCI,Male,2.55
G-106,4,2385,Hoang Nguyen,WKW SCI,Female,2.47
G-106,4,5093,Megan Zhao,SPMS,Male,2.36
G-106,4,3471,Gandhi Saputra,CCDS,Male,2.27
G-106,5,1415,Cleo Morales,SoH,Male,2.72
G-106,5,113,Fahad Ali,SoH,Male,2.55
G-106,5,4732,Albert Wang,CCEB,Female,2.46
G-106,5,2144,Oscar Villanueva,SSS,Male,2.37
G-106,5,2370,Zedrick Ong,CoE,Female,0.21
G-106,6,3583,Aria Lee,LKCMedicine,Male,2.65
G-106,6,3008,Thomas Harris,CoE,Female,2.56
G-106,6,3001,Piper Chen,ADM,Male,2.46
G-106,6,4438,Noel Pineda,LKCMedicine,Female,2.38
G-106,6,1785,Gabriella Dela Cruz,ADM,Male,0.17
G-106,7,2588,Mira Binti Zaki,ADM,Female,2.64
G-106,7,2112,Noah Morris,MAE,Female,2.56
G-106,7,1002,Priya Nair,CCEB,Female,2.45
G-106,7,623,Minghao,SPMS,Male,2.38
G-106,7,4783,Rahul Mehta,CCEB,Male,0.12
G-106,8,3551,Harrison Moore,NIE,Female,2.61
G-106,8,4317,Oliver Martinez,SSS,Female,2.58
G-106,8,3330,Jingyi,WKW SCI,Male,2.44
G-106,8,4387,Kathy Tan,WKW SCI,Male,2.39
G-106,8,4934,Arya Kapoor,NIE,Male,0.08
G-106,9,5089,Isla Lee,MAE,Male,2.62
G-106,9,5670,Miyu Nishimura,ADM,Male,2.6
G-106,9,1929,Kavitha Tan,WKW SCI,Female,2.44
G-106,9,5885,Jun Liu,CoB (NBS),Female,2.41
G-106,9,330,Dylan Li,EEE,Female,0.08
G-106,10,3054,Om Tan,MAE,Male,2.63
G-106,10,4753,Zara Malik,CCEB,Male,2.51
G-106,10,4201,Reyansh Iyer,ADM,Female,2.43
G-106,10,1888,Guofeng,CoB (NBS),Female,2.42
G-106,10,5088,Neelam Rani,SPMS,Female,0.08
G-107,1,89,Suresh Bhat,CCEB,Female,4.97
G-107,1,149,Ananya Roy,MAE,Female,2.56
G-107,1,3973,Karan Patel,CCEB,Male,2.56
G-107,1,768,Kavita Singh,CoB (NBS),Male,2.3
G-107,1,5767,Carter Hall,CCDS,Female,2.29
G-107,2,1033,Tanishq Reddy,EEE,Female,4.95
G-107,2,2196,Jia Li,CCDS,Female,2.57
G-107,2,112,Misha Malik,CoE,Female,2.56
G-107,2,754,Bria Tsai,EEE,Male,2.3
G-107,2,4040,Rina Ali,SPMS,Male,2.29
G-107,3,2916,Omar Rivera,CCDS,Male,4.93
G-107,3,4749,Nina Zhao,ASE,Male,4.83
G-107,3,4621,Amelia Lewis,SSS,Female,2.54
G-107,3,5960,Yuri Grigorev,CoE,Female,2.32
G-107,3,1308,Vera Chan,SPMS,Female,2.29
G-107,4,2715,Harvey Lim,CoB (NBS),Female,4.94
G-107,4,937,Nina Binti Noor,WKW SCI,Male,2.58
G-107,4,180,Kai Qiang,CEE,Male,2.53
G-107,4,598,Riana Binti Abdul,ASE,Female,2.33
G-107,4,5335,Qiang Zhang,CEE,Female,2.28
G-107,5,2941,Xiaoling Chen,CoB (NBS),Female,2.58
G-107,5,2877,Hayden Wu,SBS,Male,2.66
G-107,5,830,Samreen Ali,MSE,Female,2.52
G-107,5,1463,Xiao Zhang,MAE,Female,2.34
G-107,5,2012,Charu Iyer,ASE,Male,2.27
G-107,6,1541,Zulaikha Binti Rahman,NIE,Male,4.82
G-107,6,3849,Zane Wong,CoB (NBS),Female,2.67
G-107,6,2334,Meera Gupta,SPMS,Female,2.49
G-107,6,1212,Samantha Sanchez,CCDS,Male,2.34
G-107,6,2471,Nguyen Thi Hoa,CEE,Male,2.27
G-107,7,5645,Le Van Minh,EEE,Male,4.8
