Tutorial Group,Student ID,Name,School,Gender,CGPA,Team Assigned
G-101,5015,Fatima Bhatia,LKCMedicine,Female,4.19,6
G-101,437,Xiao Ming,LKCMedicine,Male,4.17,6
G-101,665,Qi Chen,LKCMedicine,Male,4.04,6
G-101,3886,Ajay Iyer,MAE,Male,4.2,7
G-101,696,Wyatt Price,CoB (NBS),Male,3.95,7
G-101,2337,Sophia Jones,SoH,Female,4.18,7
G-101,5191,Khayla Rahayu,SBS,Female,4.15,7
G-101,746,Alani Lin,NIE,Female,4.03,7
G-101,4167,Farhan Bin Azhar,LKCMedicine,Male,4.2,8
G-101,410,Jin Yang Tan,MAE,Male,3.95,8
G-101,5741,Isla Young,NIE,Female,4.17,8
G-101,5210,Amaya Sharma,SPMS,Female,4.15,8
G-101,1545,Carter Thompson,ASE,Male,4.03,8
G-101,1346,Lola Tan,SBS,Female,4.2,9
G-101,456,Wani Binti Jalil,MAE,Female,4.0,9
G-101,849,Ethan Taylor,SPMS,Male,4.15,9
G-101,2349,Sandeep Rao,CoB (NBS),Male,4.14,9
G-101,762,Kate Tan,MSE,Female,4.03,9
G-101,757,Savannah Torres,CoE,Female,4.2,10
G-101,1839,Kexin,SBS,Female,4.0,10
G-101,3593,Minghao,EEE,Male,4.15,10
G-101,621,Christopher Cox,CCEB,Male,4.12,10
G-101,2852,Shayla Wang,SoH,Female,4.01,10
G-102,2376,Hao Yang Tan,LKCMedicine,Male,4.3,1
G-102,4862,Melati Ahmad,WKW SCI,Female,3.88,1
G-102,956,Raj Tan,NIE,Male,4.17,1
G-102,2595,Fariha Noor,CoE,Female,4.14,1
G-102,3592,Alina Awan,EEE,Female,4.1,1
G-102,5690,Maharani Sari,SoH,Female,4.3,2
G-102,3168,Sakshi Iyer,SoH,Female,3.94,2
G-102,5888,Bradley Yang,EEE,Male,4.09,2
G-102,2013,Wyatt Thompson,LKCMedicine,Male,4.09,2
G-102,3909,Zara Lim,EEE,Female,4.1,2
G-102,1634,Sofia Hernandez,SoH,Female,4.26,3
G-102,1688,Pranata Santoso,CCEB,Male,3.95,3
G-102,2079,Gina Lau,NIE,Female,4.15,3
G-102,2315,Cheng Fang Tan,WKW SCI,Male,4.05,3
G-102,3957,Megan Walker,SPMS,Female,4.06,3
G-102,2373,Elisha Wu,SBS,Male,4.23,4
G-102,3717,Nafisa Ali,NIE,Female,3.95,4
G-102,337,Kanwal Bukhari,LKCMedicine,Female,4.16,4
G-102,3820,Felix Wong,SPMS,Male,4.14,4
G-102,5023,Svetlana Chernyshova,CCDS,Female,4.06,4
G-102,783,Ajay Bhatt,MAE,Male,4.22,5
G-102,5928,Anjali Kumar,EEE,Female,3.95,5
G-102,5913,Ulysses Salazar,MAE,Male,4.2,5
G-102,3413,Kiran Shah,SPMS,Female,4.12,5
G-102,2221,Levi Huang,NIE,Male,4.04,5
G-102,714,Nisha Gupta,NIE,Female,4.21,6
G-102,1768,Travis Lim,CEE,Male,4.0,6
G-102,5447,Lan Nguyen,MSE,Female,4.15,6
G-102,3692,Harsh Kumar,NIE,Male,4.05,6
G-102,39,Lyric Tan,SPMS,Female,4.04,6
G-102,1362,Yong Hui,CoE,Male,4.21,7
G-102,4386,Riku Takeda,SoH,Male,4.01,7
G-102,3043,Maya Sari,SoH,Female,4.15,7
G-102,2720,Nira Gupta,NIE,Female,4.12,7
G-102,3439,Asher Clark,NIE,Male,4.03,7
G-102,4379,Zoe Martinez,CEE,Female,4.21,8
G-102,2560,Simran Singh,EEE,Female,4.03,8
G-102,818,Hansel Bautista,CoB (NBS),Male,4.06,8
G-102,103,Maximus Wright,MAE,Male,4.05,8
G-102,902,Layla Cooper,EEE,Female,4.03,8
G-102,5144,Aria Murphy,LKCMedicine,Female,4.2,9
G-102,5147,Min-Ji Park,NIE,Female,4.03,9
G-102,2403,Henry Tan,MAE,Male,4.12,9
G-102,2246,Luca Torres,NIE,Male,4.12,9
G-102,2192,Liu Fang,CEE,Female,4.03,9
G-102,4404,Omar Farooq,CoE,Male,4.2,10
G-102,5578,Minh Tran,CoB (NBS),Male,4.03,10
G-102,828,Sakshi Singh,SoH,Female,4.14,10
G-102,613,Nina Phillips,MSE,Female,4.11,10
G-102,448,Margarita Sokolova,CCDS,Female,4.03,10
G-103,3554,Asha Mehta,MAE,Female,4.52,1
G-103,2302,Yvonne Ng,CCDS,Female,3.8,1
G-103,2189,Zachary Lee,EEE,Male,4.11,1
G-103,1618,Dallas Huang,CCEB,Male,4.09,1
G-103,4842,Carmen Ong,MAE,Female,4.09,1
G-103,5483,Camila Li,ASE,Female,4.27,2
G-103,952,Nadia Binti Zulkifli,SoH,Female,3.87,2
G-103,4809,Vikram Singh,CoB (NBS),Male,4.13,2
G-103,1911,Mansoor Qureshi,ASE,Male,4.12,2
G-103,2679,Khalil Bin Ismail,CCEB,Male,4.09,2
G-103,5040,Dev Sharma,LKCMedicine,Male,4.26,3
G-103,4616,Eli Tan,WKW SCI,Male,3.88,3
G-103,4821,Samantha Khan,CEE,Female,4.19,3
G-103,4612,Kylie Chen,MAE,Female,4.15,3
G-103,3251,Emily Scott,SPMS,Female,4.07,3
G-103,397,Chong Wang,EEE,Male,4.25,4
G-103,778,Selina Loh,CoE,Female,3.91,4
G-103,4427,Willow Wong,SBS,Female,4.19,4
G-103,4224,Ethan White,WKW SCI,Male,4.11,4
G-103,4837,Yuna Wong,MSE,Female,4.07,4
G-103,2602,Fatima Baig,SoH,Female,4.25,5
G-103,1551,Maggie Kwan,EEE,Female,3.91,5
G-103,2559,Everett Harris,SBS,Male,4.14,5
G-103,3497,Hikaru Sato,CoB (NBS),Male,4.14,5
G-103,1292,Queenie Lee,SBS,Female,4.06,5
G-103,1202,Maya Gonzales,NIE,Female,4.22,6
G-103,1787,Xiao Wei Tan,ASE,Male,3.95,6
G-103,4132,Aria Martinez,SoH,Female,4.18,6
G-103,1847,Talha Iqbal,CoE,Male,4.11,6
G-103,925,Saad Malik,MAE,Male,4.05,6
G-103,2601,Tommy Wu,LKCMedicine,Male,4.22,7
G-103,1613,Graham Jackson,SPMS,Male,3.97,7
G-103,4051,Fatima Malik,SBS,Female,4.18,7
G-103,5493,Amna Bukhari,ASE,Female,4.11,7
G-103,40,Shiloh Lin,SoH,Female,4.05,7
G-103,4964,Hannah Sanders,CEE,Female,4.2,8
G-103,4678,Irfan Bin Hassan,SoH,Male,4.0,8
G-103,4559,Sofia Kim,SBS,Female,4.17,8
G-103,3932,Vy Nguyen,CCEB,Male,4.11,8
G-103,2099,Fahim Hussein,EEE,Male,4.03,8
G-103,1879,Naim Bin Hashim,SPMS,Male,4.2,9
G-103,18,Alan Chan,CoB (NBS),Male,4.0,9
G-103,5627,Anjali Singh,CoE,Female,4.16,9
G-103,835,Maya Wilson,CoE,Female,4.13,9
G-103,1553,Isaac Thompson,NIE,Male,4.03,9
G-103,2165,David Young,MAE,Male,4.19,10
G-103,5970,Layla Fisher,MAE,Female,4.01,10
G-103,1495,Amira Tan,MSE,Female,4.15,10
G-103,344,Tyler Hall,SPMS,Male,4.11,10
G-103,4181,Simon Lee,ASE,Male,4.02,10
G-104,5905,Emi Yamashita,EEE,Female,4.22,1
G-104,3080,Tara Wati,CoE,Female,3.85,1
G-104,33,Waleed Malik,CoB (NBS),Male,4.15,1
G-104,5317,Zhen Zhang,CCEB,Male,4.06,1
G-104,2898,Nancy Yeo,CCEB,Female,4.08,1
G-104,3335,William Yip,CoB (NBS),Male,4.22,2
G-104,2233,Chloe Scott,CCDS,Female,3.85,2
G-104,1395,Anil Reddy,SoH,Male,4.14,2
G-104,5020,Xena Reed,SSS,Female,4.11,2
G-104,4039,Anita Lim,SBS,Female,4.06,2
G-104,3873,Leo Pranata,EEE,Male,4.2,3
G-104,5962,Madison Scott,SPMS,Female,3.92,3
G-104,82,Giselle Wu,CCEB,Female,4.14,3
G-104,5570,Gideon Zhang,WKW SCI,Male,4.01,3
G-104,4001,Ashna Mehta,CCEB,Female,4.06,3
G-104,2962,Jun Zhang,CCEB,Male,4.19,4
G-104,5263,Lily Ong,CoB (NBS),Female,3.93,4
G-104,4349,Benjamin Huang,MAE,Male,4.11,4
G-104,2273,Samantha Ong,SPMS,Female,4.1,4
G-104,1950,Lila Wu,SBS,Female,4.06,4
G-104,3937,Nisha Yadav,ASE,Female,4.18,5
G-104,3050,Nia Wong,CoE,Female,3.95,5
G-104,4988,Rafael Wong,CoB (NBS),Male,4.11,5
G-104,759,Daniel Adams,SoH,Male,4.05,5
G-104,5685,Maya Rahman,SSS,Female,4.06,5
G-104,4403,Ying Zhang,SoH,Female,4.18,6
G-104,1542,John Lim,SPMS,Male,3.95,6
G-104,2622,Priya Roy,ASE,Female,4.11,6
G-104,3268,Gideon Torres,CEE,Male,4.04,6
G-104,1600,Sophia Taylor,CCDS,Female,4.06,6
G-104,2653,Chloe Tan,ASE,Female,4.17,7
G-104,2932,Gracelyn Dela Cruz,SSS,Female,3.96,7
G-104,3665,Shahid Ali,CCDS,Male,4.11,7
G-104,4664,Lance Alvarado,CEE,Male,4.04,7
G-104,1446,Dahlia Chen,CEE,Female,4.04,7
G-104,3595,Eamon Liu,SSS,Male,4.16,8
G-104,2562,Zainab Noor,NIE,Female,4.0,8
G-104,832,Sarah Liu,CCDS,Female,4.09,8
G-104,238,Prashant Joshi,CoB (NBS),Male,4.03,8
G-104,2556,Chloe Wu,ASE,Female,4.03,8
G-104,5596,Jason Tan,SBS,Male,4.16,9
G-104,4894,Fitri Binti Mohd,CCEB,Female,4.0,9
G-104,1649,Vera Ong,SBS,Female,4.09,9
G-104,5540,Kamran Farooq,CCDS,Male,4.01,9
G-104,5684,Emily Johnson,SSS,Female,4.03,9
G-104,1891,Ryder Ward,SSS,Male,4.15,10
G-104,2204,Anaya Singh,SBS,Female,4.0,10
G-104,1375,Pallavi Mehta,SBS,Female,4.09,10
G-104,90,Chandra Menon,WKW SCI,Male,4.03,10
G-104,4187,Isha Verma,SPMS,Female,4.03,10
G-105,5003,Imran Bin Zahid,CCEB,Male,4.3,1
G-105,3345,Vira Dwi,SoH,Female,3.8,1
G-105,3970,Cora Zhang,SPMS,Female,4.15,1
G-105,4869,Kiran Rao,CoE,Male,4.15,1
G-105,800,Ricky Chen,ADM,Male,4.09,1
G-105,2728,Daphne Li,ASE,Female,4.26,2
G-105,1803,Isabella Rodriguez,WKW SCI,Female,3.86,2
G-105,1927,Dao Tran,NIE,Male,4.15,2
G-105,5816,Bennett Liu,SSS,Male,4.14,2
G-105,3415,Tatum Roberts,SoH,Female,4.06,2
G-105,5770,Qiana Lestari,ASE,Female,4.25,3
G-105,5029,Olivia Miller,CEE,Female,3.87,3
G-105,1490,Amit Agarwal,ASE,Male,4.15,3
G-105,5355,Nicolas Ramos,CCEB,Male,4.14,3
G-105,2010,Trung Le,CCDS,Male,4.06,3
G-105,4188,Sophie Reed,MAE,Female,4.23,4
G-105,333,Maya Torres,CoE,Female,3.92,4
G-105,3668,Saad Javed,SPMS,Male,4.15,4
G-105,1043,Logan Martin,ASE,Male,4.12,4
G-105,1789,Dallas Liu,ADM,Male,4.05,4
G-105,4364,Charlotte Gonzalez,EEE,Female,4.22,5
G-105,463,Arjun Nair,SBS,Male,3.92,5
G-105,1564,Amina Binti Zain,CCEB,Female,4.15,5
G-105,2913,Kunal Mehta,CCDS,Male,4.12,5
G-105,1974,Ronald Tan,CoE,Male,4.05,5
G-105,3728,Lola Zhang,SSS,Female,4.22,6
G-105,1529,Devansh Mehta,EEE,Male,4.0,6
G-105,4744,Alyssa Tan,SSS,Female,4.1,6
G-105,5950,James Jackson,CCEB,Male,4.09,6
G-105,5218,Julia Tan,WKW SCI,Female,4.04,6
G-105,2392,Max Johnson,NIE,Male,4.21,7
G-105,500,Vincent Wong,MAE,Male,4.01,7
G-105,3108,Pallavi Kumar,SPMS,Female,4.1,7
G-105,4758,Ping An,CCEB,Female,4.1,7
G-105,4510,Kylie Zhang,NIE,Female,4.04,7
G-105,5339,Callum Williams,WKW SCI,Male,4.19,8
G-105,401,Haruki Suzuki,CoB (NBS),Male,4.01,8
G-105,4431,Chen Li,ADM,Female,4.12,8
G-105,4589,Sabrina Zhao,NIE,Female,4.11,8
G-105,5565,Yumi Tanaka,CoE,Female,4.03,8
G-105,1550,Chen Bo,CCEB,Male,4.17,9
G-105,5909,Aditi Kumar,WKW SCI,Female,4.01,9
G-105,951,Nisha Bansal,SBS,Female,4.15,9
G-105,1007,Jonathan Wu,CEE,Male,4.09,9
G-105,2732,Addison Lin,CoB (NBS),Female,4.02,9
G-105,5377,Yang Jun,CCEB,Male,4.17,10
G-105,5797,Shahid Raza,ADM,Male,4.02,10
G-105,2161,Tessa Li,EEE,Female,4.14,10
G-105,28,Claudia Tan,CoB (NBS),Female,4.09,10
G-105,1141,Mei Chen,SoH,Female,4.02,10
G-106,930,Jason Robinson,SSS,Male,4.52,1
G-106,850,Sienna Lee,WKW SCI,Female,3.88,1
G-106,4783,Rahul Mehta,LKCMedicine,Male,4.08,1
G-106,4387,Kathy Tan,CCEB,Female,4.05,1
G-106,2370,Zedrick Ong,CoB (NBS),Male,4.05,1
G-106,1929,Kavitha Tan,CCEB,Female,4.3,2
G-106,3583,Aria Lee,EEE,Female,3.88,2
G-106,4317,Oliver Martinez,CCEB,Male,4.12,2
G-106,2713,Kevin Wang,CCDS,Male,4.09,2
G-106,3654,Aria Tan,CoE,Female,4.04,2
G-106,2588,Mira Binti Zaki,MAE,Female,4.2,3
G-106,4753,Zara Malik,CCEB,Female,3.9,3
G-106,3054,Om Tan,MAE,Male,4.15,3
G-106,1730,Siddharth Gupta,SSS,Male,4.14,3
G-106,5657,Charlotte Harris,ADM,Female,4.02,3
G-106,3686,Cole Huang,LKCMedicine,Male,4.19,4
G-106,5885,Jun Liu,SoH,Female,3.9,4
G-106,1888,Guofeng,CoE,Female,4.15,4
G-106,2147,Hafiz Ahmad,SSS,Male,4.14,4
G-106,1415,Cleo Morales,SPMS,Female,4.02,4
G-106,113,Fahad Ali,NIE,Male,4.19,5
G-106,330,Dylan Li,CCEB,Male,3.9,5
G-106,5089,Isla Lee,ADM,Female,4.15,5
G-106,1168,Eun-Hee Kim,ADM,Female,4.14,5
G-106,2385,Hoang Nguyen,CCDS,Male,4.02,5
G-106,3551,Harrison Moore,SSS,Male,4.19,6
G-106,3008,Thomas Harris,MAE,Male,3.95,6
G-106,3330,Jingyi,ADM,Female,4.15,6
G-106,5898,Quinn Larson,CoB (NBS),Female,4.12,6
G-106,4732,Albert Wang,ADM,Male,4.01,6
G-106,4438,Noel Pineda,CoE,Male,4.19,7
G-106,5088,Neelam Rani,SSS,Female,3.95,7
G-106,3001,Piper Chen,CCDS,Female,4.15,7
G-106,2112,Noah Morris,SSS,Male,4.11,7
G-106,1785,Gabriella Dela Cruz,CoB (NBS),Female,4.01,7
G-106,2144,Oscar Villanueva,SSS,Male,4.19,8
G-106,3471,Gandhi Saputra,CCEB,Male,3.95,8
G-106,1470,Tania Ng,CoE,Female,4.15,8
G-106,5670,Miyu Nishimura,CCDS,Female,4.06,8
G-106,5093,Megan Zhao,EEE,Female,4.01,8
G-106,164,Nisha Verma,SSS,Female,4.18,9
G-106,4934,Arya Kapoor,EEE,Female,3.97,9
G-106,4201,Reyansh Iyer,LKCMedicine,Male,4.14,9
G-106,1580,Nikhil Sharma,SSS,Male,4.11,9
G-106,4581,Jai Mehta,NIE,Male,4.0,9
G-106,1294,Nolan Reyes,CoB (NBS),Male,4.16,10
G-106,5983,Sergei Ivanovich,NIE,Male,4.0,10
G-106,5676,Akemi Takahashi,CCDS,Female,4.12,10
G-106,1002,Priya Nair,CoE,Female,4.12,10
G-106,623,Minghao,CoE,Female,4.0,10
G-107,598,Riana Binti Abdul,CoE,Female,4.25,1
G-107,5132,Min-Jung Kim,SSS,Female,3.85,1
G-107,5804,Liu Yang,WKW SCI,Male,4.16,1
G-107,2445,Chad Dela Cruz,WKW SCI,Male,4.02,1
G-107,1308,Vera Chan,CCDS,Female,4.1,1
G-107,895,Saanvi Roy,CEE,Female,4.25,2
G-107,937,Nina Binti Noor,WKW SCI,Female,3.86,2
G-107,5767,Carter Hall,MAE,Male,4.14,2
G-107,3849,Zane Wong,CCEB,Male,4.03,2
G-107,4040,Rina Ali,CCEB,Female,4.09,2
G-107,1212,Samantha Sanchez,SPMS,Female,4.25,3
G-107,2471,Nguyen Thi Hoa,CoB (NBS),Female,3.87,3
G-107,5960,Yuri Grigorev,CCEB,Male,4.1,3
G-107,149,Ananya Roy,CoB (NBS),Female,4.08,3
G-107,830,Samreen Ali,MAE,Female,4.07,3
G-107,754,Bria Tsai,SSS,Female,4.23,4
G-107,2715,Harvey Lim,CoE,Male,3.88,4
G-107,3973,Karan Patel,SPMS,Male,4.14,4
G-107,89,Suresh Bhat,CoE,Female,4.14,4
G-107,2334,Meera Gupta,WKW SCI,Female,4.04,4
G-107,4621,Amelia Lewis,CoE,Female,4.22,5
G-107,1968,Yumi Hayashi,CoB (NBS),Female,3.89,5
G-107,1979,Archer Powell,CCDS,Male,4.12,5
G-107,180,Kai Qiang,SPMS,Male,4.04,5
G-107,992,Amara Siti,SPMS,Female,4.03,5
G-107,5212,Sana Menon,CoB (NBS),Female,4.22,6
G-107,768,Kavita Singh,SBS,Female,3.89,6
G-107,2916,Omar Rivera,CCEB,Male,4.12,6
G-107,4336,Xiangqi,CoE,Male,4.0,6
G-107,2196,Jia Li,SPMS,Female,4.03,6
G-107,5335,Qiang Zhang,WKW SCI,Male,4.2,7
G-107,4716,Joko Susanto,CCDS,Male,3.9,7
