Tutorial Group,Student ID,Name,School,Gender,CGPA
G-10,3395,Michael Miller,CCDS,Male,2.44
G-10,1468,Ming Wei,ASE,Male,2.4
G-10,171,Nina Bennett,SPMS,Female,2.43
G-10,5420,Nina Patil,CoB (NBS),Female,2.55
G-10,1139,Nurul Aini Binti Ahmad,SSS,Female,2.43
G-10,4588,Paula Wong,LKCMedicine,Female,2.43
G-10,3364,Rhea Kapoor,CoE,Male,4.83
G-10,3189,Rhea Lee,CCEB,Female,2.39
G-10,5695,Rhys Tan,CoB (NBS),Female,2.55
G-10,4108,Rizan Bin Ahmad,WKW SCI,Male,2.53
G-10,4308,Sho Nakajima,SPMS,Female,2.48
G-10,2405,Soo-Young Kim,SBS,Male,2.57
G-10,5856,Sophie Cheung,CoB (NBS),Female,2.52
G-10,2515,Tanya Lee,CCEB,Female,4.86
G-10,516,Tao Liu,SBS,Female,2.61
G-10,16,Tatum Flores,ADM,Male,4.95
G-10,2857,Tianming,CoB (NBS),Female,2.53
G-10,2863,Will Chen,SoH,Male,2.48
G-10,2255,Xander Cook,ASE,Female,2.39
G-10,3903,Xiao Chen,ASE,Male,2.58
G-10,5121,Ximena Fernandez,CEE,Female,2.53
G-10,4077,Yasir Ahmad,SBS,Male,2.38
G-10,3963,Yasmine Villanueva,NIE,Male,4.99
G-10,4477,Yuzhi,CoE,Male,2.62
G-10,3388,Zaki Bin Ibrahim,CoE,Male,2.42
G-100,4043,Adrian King,MSE,Male,2.6
G-100,3242,Aiden Brown,SSS,Female,2.47
G-100,2603,Ali Rehman,ADM,Male,2.45
G-100,3280,Alina Malik,CEE,Male,2.45
G-100,701,Ameer Bin Rahman,EEE,Female,2.43
G-100,5269,Anjali Nair,CEE,Female,4.63
G-100,424,Ashok Nair,WKW SCI,Female,2.62
G-100,2468,Bella Perry,MAE,Female,2.62
G-100,5743,Bradley Huang,LKCMedicine,Female,2.64
G-100,2017,Caiyun,NIE,Female,2.51
G-100,4425,Carla Wang,SoH,Male,2.56
G-100,4888,Carter Moore,MSE,Male,4.61
G-100,2000,Danty Susanto,SSS,Male,2.48
G-100,1683,Diya Nair,CEE,Female,2.41
G-100,491,Fangling,LKCMedicine,Female,2.49
G-100,1145,Fay Tan,MSE,Female,2.46
G-100,5945,Fergus Mendoza,CCDS,Male,2.5
G-100,2346,Fiona Clark,MSE,Male,2.57
G-100,2089,Han Zhang,SSS,Male,2.52
G-100,4283,Hassan Farooq,WKW SCI,Female,2.64
G-100,861,Hua Zhang,CCEB,Female,2.35
G-100,438,Iris Rivera,CoB (NBS),Female,2.49
G-100,2009,Isabella Thomas,SPMS,Female,2.59
G-100,4743,Jack Foster,LKCMedicine,Male,2.63
G-100,4857,Jordan Chen,LKCMedicine,Male,2.52
G-100,745,Khalid Rahman,CCDS,Female,0.32
G-100,1547,Margaret Li,SoH,Male,2.47
G-100,2332,Maya Ong,ADM,Male,2.59
G-100,347,Meera Menon,LKCMedicine,Female,2.6
G-100,1176,Mia Hall,CoE,Male,2.53
G-100,967,Mia Phillips,WKW SCI,Female,2.44
G-100,370,Mia Wong,LKCMedicine,Male,2.51
G-100,4268,Nadia Binti Azhar,MAE,Female,2.48
G-100,4061,Naina Gupta,EEE,Male,2.53
G-100,5534,Neelam Bhatia,MAE,Female,2.36
G-100,5953,Orlando Wu,NIE,Female,2.57
G-100,2698,Owen Hill,LKCMedicine,Male,2.51
G-100,5791,Peter Choi,CCDS,Female,2.53
G-100,1875,Rachel Lee,MAE,Male,4.97
G-100,3137,Raquel Huang,SBS,Male,2.56
G-100,412,Seema Kapoor,SBS,Female,2.52
G-100,2097,Siti Maryam,CCDS,Male,2.54
G-100,731,Tae-Soo Kim,CoE,Female,2.49
G-100,1795,Tao Wang,CEE,Male,0.05
G-100,4274,Tommy Wu,CoE,Male,2.36
G-100,2040,Wesley Turner,MSE,Female,2.43
G-100,356,Yasir Qureshi,EEE,Male,2.48
G-100,111,Ying Liu,CCDS,Male,2.51
G-100,1824,Yuanqing,CEE,Male,2.44
G-100,5800,Yumi Nishikawa,CCEB,Female,2.48
G-101,3886,Ajay Iyer,NIE,Female,2.35
G-101,746,Alani Lin,SPMS,Female,2.4
G-101,5210,Amaya Sharma,EEE,Female,2.49
G-101,2425,Asher Nelson,MSE,Male,2.55
G-101,1545,Carter Thompson,CCDS,Male,2.64
G-101,621,Christopher Cox,CoE,Male,2.63
G-101,23,Daphne Tan,SoH,Male,2.34
G-101,3088,Eli Cruz,ADM,Male,2.39
G-101,849,Ethan Taylor,SBS,Male,2.52
G-101,4173,Evelyn Cheung,SBS,Male,2.54
G-101,4167,Farhan Bin Azhar,NIE,Male,4.85
G-101,5015,Fatima Bhatia,MSE,Female,2.41
G-101,615,Gia Tsai,ASE,Female,2.34
G-101,5809,Hannah Smith,SoH,Male,2.65
G-101,4526,Hope Chen,CCEB,Male,2.46
G-101,5741,Isla Young,SSS,Female,2.65
G-101,1293,Jasper Wang,LKCMedicine,Female,2.6
G-101,4896,Jaxon Lewis,SBS,Male,2.55
G-101,410,Jin Yang Tan,SSS,Male,2.58
G-101,762,Kate Tan,SSS,Male,2.52
G-101,4393,Kevin Brown,CoE,Male,2.56
G-101,1839,Kexin,CCDS,Female,2.47
G-101,5191,Khayla Rahayu,LKCMedicine,Female,2.36
G-101,1353,Kieran Harris,ADM,Female,2.49
G-101,1346,Lola Tan,CCDS,Male,2.58
G-101,5468,Lucas Chen,SSS,Female,2.4
G-101,3382,Madiha Ali,EEE,Female,0.37
G-101,4346,Manish Singh,CoE,Male,2.51
G-101,3593,Minghao,CCDS,Female,2.58
G-101,2828,Nguyen Hoang Long,EEE,Female,2.34
G-101,1235,Nguyen Thi Binh,NIE,Female,2.4
G-101,5633,Ning Li,EEE,Female,2.35
G-101,5987,Owen Nugroho,SoH,Female,2.59
G-101,665,Qi Chen,ADM,Male,2.54
G-101,5291,Rachel Choi,MSE,Male,2.4
G-101,35,Riley Lim,MSE,Male,2.53
G-101,2986,Rishi Tan,CoE,Male,2.4
G-101,2349,Sandeep Rao,ASE,Female,2.49
G-101,757,Savannah Torres,CCEB,Female,2.41
G-101,2852,Shayla Wang,EEE,Female,2.57
G-101,4045,Sofia Reddy,EEE,Female,2.36
G-101,2337,Sophia Jones,EEE,Female,2.46
G-101,5461,Suraj Mishra,CoB (NBS),Male,4.79
G-101,456,Wani Binti Jalil,ASE,Male,0.13
G-101,4928,Weijun,SSS,Female,2.57
G-101,696,Wyatt Price,MAE,Male,2.48
G-101,437,Xiao Ming,NIE,Female,2.47
G-101,3546,Ying Wong,MSE,Male,2.5
G-101,2753,Zadie Harris,SoH,Male,2.57
G-101,715,Zoe King,NIE,Female,2.4
G-102,783,Ajay Bhatt,CCEB,Female,2.36
G-102,3592,Alina Awan,CoE,Female,0.45
G-102,5928,Anjali Kumar,EEE,Male,2.57
G-102,5144,Aria Murphy,NIE,Male,2.44
G-102,3439,Asher Clark,CCEB,Male,2.48
G-102,5888,Bradley Yang,WKW SCI,Male,2.6
G-102,2315,Cheng Fang Tan,EEE,Female,2.63
G-102,2373,Elisha Wu,SPMS,Female,2.67
G-102,2595,Fariha Noor,EEE,Male,2.67
G-102,3820,Felix Wong,CoE,Male,2.68
G-102,2079,Gina Lau,SPMS,Female,2.58
G-102,818,Hansel Bautista,CEE,Female,2.44
G-102,2376,Hao Yang Tan,WKW SCI,Male,2.57
G-102,3692,Harsh Kumar,EEE,Male,2.5
G-102,2403,Henry Tan,LKCMedicine,Female,2.36
G-102,337,Kanwal Bukhari,CEE,Female,4.83
G-102,3413,Kiran Shah,EEE,Male,2.37
G-102,5447,Lan Nguyen,LKCMedicine,Male,2.33
G-102,902,Layla Cooper,CEE,Male,2.39
G-102,2221,Levi Huang,CoE,Male,2.41
G-102,2192,Liu Fang,MAE,Female,2.35
G-102,2246,Luca Torres,NIE,Male,2.62
G-102,39,Lyric Tan,CoB (NBS),Female,0.08
G-102,5690,Maharani Sari,CoB (NBS),Male,0.32
G-102,448,Margarita Sokolova,CEE,Female,2.56
G-102,103,Maximus Wright,CoB (NBS),Female,2.42
G-102,3043,Maya Sari,CoB (NBS),Female,0.47
G-102,3957,Megan Walker,SoH,Female,2.67
G-102,4862,Melati Ahmad,CoB (NBS),Female,2.38
G-102,5578,Minh Tran,SBS,Male,2.57
G-102,5147,Min-Ji Park,SBS,Female,2.35
G-102,3717,Nafisa Ali,CoE,Male,2.41
G-102,613,Nina Phillips,EEE,Female,2.48
G-102,2720,Nira Gupta,EEE,Male,2.68
G-102,714,Nisha Gupta,MAE,Male,2.42
G-102,4404,Omar Farooq,CEE,Male,2.34
G-102,1688,Pranata Santoso,SSS,Male,2.58
G-102,956,Raj Tan,SBS,Female,2.49
G-102,4386,Riku Takeda,SoH,Male,2.59
G-102,3168,Sakshi Iyer,SoH,Female,2.51
G-102,828,Sakshi Singh,NIE,Male,2.44
G-102,2560,Simran Singh,CoE,Female,2.38
G-102,1634,Sofia Hernandez,MAE,Male,2.63
G-102,5023,Svetlana Chernyshova,SBS,Female,2.34
G-102,1768,Travis Lim,MSE,Female,2.37
G-102,5913,Ulysses Salazar,SoH,Female,2.59
G-102,2013,Wyatt Thompson,SSS,Male,2.36
G-102,1362,Yong Hui,SBS,Male,2.48
G-102,3909,Zara Lim,MSE,Male,2.43
G-102,4379,Zoe Martinez,WKW SCI,Female,2.66
G-103,18,Alan Chan,EEE,Male,2.52
G-103,1495,Amira Tan,WKW SCI,Male,2.67
G-103,5493,Amna Bukhari,NIE,Male,2.61
G-103,5627,Anjali Singh,SoH,Male,2.42
G-103,4132,Aria Martinez,CoE,Female,2.61
G-103,3554,Asha Mehta,CoB (NBS),Male,2.63
G-103,5483,Camila Li,ASE,Male,2.69
G-103,4842,Carmen Ong,CEE,Male,2.5
G-103,397,Chong Wang,MAE,Male,4.51
G-103,1618,Dallas Huang,SPMS,Female,0.31
G-103,2165,David Young,ASE,Female,4.5
G-103,5040,Dev Sharma,CoB (NBS),Male,4.54
G-103,4616,Eli Tan,SPMS,Male,2.43
G-103,3251,Emily Scott,LKCMedicine,Male,2.66
G-103,4224,Ethan White,CEE,Male,2.5
G-103,2559,Everett Harris,EEE,Female,2.37
G-103,2099,Fahim Hussein,WKW SCI,Female,2.34
G-103,2602,Fatima Baig,CCEB,Female,2.46
G-103,4051,Fatima Malik,CoB (NBS),Male,2.31
G-103,1613,Graham Jackson,WKW SCI,Female,2.62
G-103,4964,Hannah Sanders,CoE,Female,2.62
G-103,3497,Hikaru Sato,SSS,Female,4.78
G-103,4678,Irfan Bin Hassan,SBS,Female,2.4
G-103,1553,Isaac Thompson,MSE,Male,2.31
G-103,2679,Khalil Bin Ismail,ASE,Male,2.35
G-103,4612,Kylie Chen,SBS,Male,2.41
G-103,5970,Layla Fisher,SSS,Male,2.52
G-103,1551,Maggie Kwan,CCEB,Female,2.58
G-103,1911,Mansoor Qureshi,WKW SCI,Female,2.36
G-103,1202,Maya Gonzales,NIE,Male,0.36
G-103,835,Maya Wilson,WKW SCI,Male,2.54
G-103,952,Nadia Binti Zulkifli,EEE,Female,2.63
G-103,1879,Naim Bin Hashim,SBS,Female,2.37
G-103,1292,Queenie Lee,SBS,Male,2.35
G-103,925,Saad Malik,SSS,Female,0.1
G-103,4821,Samantha Khan,CCEB,Male,2.34
G-103,778,Selina Loh,MSE,Female,2.31
G-103,40,Shiloh Lin,SoH,Female,2.47
G-103,4181,Simon Lee,WKW SCI,Male,2.49
G-103,4559,Sofia Kim,LKCMedicine,Female,2.51
G-103,1847,Talha Iqbal,MAE,Female,2.48
G-103,2601,Tommy Wu,SPMS,Male,2.48
G-103,344,Tyler Hall,CoB (NBS),Male,2.48
G-103,4809,Vikram Singh,CoB (NBS),Male,2.66
G-103,3932,Vy Nguyen,ASE,Male,2.48
G-103,4427,Willow Wong,CoB (NBS),Female,2.62
G-103,1787,Xiao Wei Tan,EEE,Female,2.53
G-103,4837,Yuna Wong,CoE,Female,2.5
G-103,2302,Yvonne Ng,SSS,Female,2.53
G-103,2189,Zachary Lee,WKW SCI,Female,2.39
G-104,2204,Anaya Singh,ASE,Female,2.37
G-104,1395,Anil Reddy,CEE,Female,2.67
G-104,4039,Anita Lim,CCEB,Male,2.71
G-104,4001,Ashna Mehta,SSS,Female,2.54
G-104,4349,Benjamin Huang,CoB (NBS),Male,2.69
G-104,90,Chandra Menon,ASE,Female,2.7
G-104,2233,Chloe Scott,SoH,Male,2.57
G-104,2653,Chloe Tan,SBS,Female,2.51
G-104,2556,Chloe Wu,SBS,Male,2.48
G-104,1446,Dahlia Chen,CCDS,Male,4.81
G-104,759,Daniel Adams,CCEB,Male,2.38
G-104,3595,Eamon Liu,CCEB,Female,2.45
G-104,5905,Emi Yamashita,CoE,Male,2.33
G-104,5684,Emily Johnson,NIE,Male,2.31
G-104,4894,Fitri Binti Mohd,CCEB,Male,0.21
G-104,3268,Gideon Torres,SoH,Female,2.57
G-104,5570,Gideon Zhang,SPMS,Female,2.4
G-104,82,Giselle Wu,CEE,Male,2.3
G-104,2932,Gracelyn Dela Cruz,MAE,Male,2.54
G-104,4187,Isha Verma,SBS,Female,2.56
G-104,5596,Jason Tan,CCEB,Male,2.43
G-104,1542,John Lim,CoB (NBS),Female,2.43
G-104,2962,Jun Zhang,SPMS,Female,0.37
G-104,5540,Kamran Farooq,SPMS,Female,2.4
G-104,4664,Lance Alvarado,CCDS,Female,2.45
G-104,3873,Leo Pranata,SBS,Male,2.61
G-104,1950,Lila Wu,NIE,Female,2.39
G-104,5263,Lily Ong,ASE,Female,0.17
G-104,5962,Madison Scott,SBS,Female,2.48
G-104,5685,Maya Rahman,EEE,Female,5.0
G-104,2898,Nancy Yeo,EEE,Male,2.3
G-104,3050,Nia Wong,SBS,Female,2.42
G-104,3937,Nisha Yadav,CoB (NBS),Male,2.42
G-104,1375,Pallavi Mehta,CoB (NBS),Female,2.6
G-104,238,Prashant Joshi,SPMS,Male,2.3
G-104,2622,Priya Roy,SBS,Male,2.32
G-104,4988,Rafael Wong,MAE,Female,2.45
G-104,1891,Ryder Ward,WKW SCI,Female,0.12
G-104,2273,Samantha Ong,CCEB,Male,2.29
G-104,832,Sarah Liu,CCEB,Male,2.36
G-104,3665,Shahid Ali,SPMS,Male,2.44
G-104,1600,Sophia Taylor,CoE,Male,2.34
G-104,3080,Tara Wati,ASE,Female,2.65
G-104,1649,Vera Ong,SoH,Female,2.59
G-104,33,Waleed Malik,CoE,Female,2.34
G-104,3335,William Yip,MAE,Male,2.68
G-104,5020,Xena Reed,CoE,Female,2.5
G-104,4403,Ying Zhang,EEE,Female,2.68
G-104,2562,Zainab Noor,CEE,Male,0.07
G-104,5317,Zhen Zhang,CCEB,Male,2.64
G-105,2732,Addison Lin,CCEB,Male,2.44
G-105,5909,Aditi Kumar,CoE,Male,4.8
G-105,4744,Alyssa Tan,SBS,Male,2.43
G-105,1564,Amina Binti Zain,CoE,Male,4.91
G-105,1490,Amit Agarwal,ASE,Female,0.49
G-105,463,Arjun Nair,CCEB,Male,2.42
G-105,5816,Bennett Liu,CCEB,Male,2.45
G-105,5339,Callum Williams,ASE,Male,0.2
G-105,4364,Charlotte Gonzalez,MSE,Female,2.36
G-105,1550,Chen Bo,ADM,Female,2.52
G-105,4431,Chen Li,SSS,Male,2.46
G-105,28,Claudia Tan,CoB (NBS),Female,2.58
G-105,3970,Cora Zhang,CEE,Male,0.44
G-105,1789,Dallas Liu,ASE,Female,2.38
G-105,1927,Dao Tran,WKW SCI,Female,2.5
G-105,2728,Daphne Li,MAE,Female,4.52
G-105,1529,Devansh Mehta,MAE,Male,2.54
G-105,401,Haruki Suzuki,CEE,Female,2.62
G-105,5003,Imran Bin Zahid,NIE,Female,2.65
G-105,1803,Isabella Rodriguez,CCDS,Female,2.53
G-105,5950,James Jackson,SPMS,Male,2.48
G-105,1007,Jonathan Wu,ADM,Female,0.16
G-105,5218,Julia Tan,SSS,Male,2.52
G-105,4869,Kiran Rao,MAE,Male,2.38
G-105,2913,Kunal Mehta,CoB (NBS),Female,2.38
G-105,4510,Kylie Zhang,CoB (NBS),Male,2.56
G-105,1043,Logan Martin,CoB (NBS),Female,2.53
G-105,3728,Lola Zhang,ADM,Male,2.56
G-105,2392,Max Johnson,EEE,Male,2.31
G-105,333,Maya Torres,CCEB,Male,2.32
G-105,1141,Mei Chen,CoE,Male,2.45
G-105,5355,Nicolas Ramos,MSE,Female,2.73
G-105,951,Nisha Bansal,MAE,Male,0.46
G-105,5029,Olivia Miller,CCDS,Female,2.59
G-105,3108,Pallavi Kumar,WKW SCI,Male,2.68
G-105,4758,Ping An,MAE,Male,2.35
G-105,5770,Qiana Lestari,NIE,Female,2.37
G-105,800,Ricky Chen,ASE,Female,2.44
G-105,1974,Ronald Tan,MAE,Female,2.54
G-105,3668,Saad Javed,ASE,Female,2.45
G-105,4589,Sabrina Zhao,MSE,Female,4.94
G-105,5797,Shahid Raza,EEE,Female,2.48
G-105,4188,Sophie Reed,NIE,Female,0.48
G-105,3415,Tatum Roberts,CoE,Female,2.38
G-105,2161,Tessa Li,CEE,Male,2.57
G-105,2010,Trung Le,ASE,Female,2.49
G-105,500,Vincent Wong,WKW SCI,Male,2.45
G-105,3345,Vira Dwi,CCDS,Female,2.3
G-105,5377,Yang Jun,MSE,Female,4.51
G-105,5565,Yumi Tanaka,SoH,Male,2.58
G-106,5676,Akemi Takahashi,WKW SCI,Female,2.38
G-106,4732,Albert Wang,MAE,Male,0.22
G-106,3583,Aria Lee,CCEB,Male,2.66
G-106,3654,Aria Tan,SoH,Female,2.33
G-106,4934,Arya Kapoor,CCDS,Male,4.59
G-106,5657,Charlotte Harris,EEE,Male,2.61
G-106,1415,Cleo Morales,CoB (NBS),Male,2.33
G-106,3686,Cole Huang,SSS,Female,2.45
G-106,330,Dylan Li,ADM,Male,0.03
G-106,1168,Eun-Hee Kim,CCEB,Male,2.37
G-106,113,Fahad Ali,CCDS,Female,4.56
G-106,1785,Gabriella Dela Cruz,CoB (NBS),Female,2.74
G-106,3471,Gandhi Saputra,SoH,Male,2.66
G-106,1888,Guofeng,LKCMedicine,Female,4.75
G-106,2147,Hafiz Ahmad,CCEB,Male,2.68
G-106,3551,Harrison Moore,CoE,Male,2.67
G-106,2385,Hoang Nguyen,EEE,Male,2.71
G-106,5089,Isla Lee,MAE,Female,2.53
G-106,4581,Jai Mehta,CoE,Female,2.38
G-106,930,Jason Robinson,LKCMedicine,Male,2.26
G-106,3330,Jingyi,SPMS,Female,2.29
G-106,5885,Jun Liu,SSS,Female,2.64
G-106,4387,Kathy Tan,CoE,Male,2.49
G-106,1929,Kavitha Tan,CCDS,Male,2.28
G-106,2713,Kevin Wang,CCDS,Male,2.26
G-106,5093,Megan Zhao,NIE,Female,2.72
G-106,623,Minghao,CCDS,Female,2.34
G-106,2588,Mira Binti Zaki,WKW SCI,Male,2.55
G-106,5670,Miyu Nishimura,SSS,Female,2.34
G-106,5088,Neelam Rani,CoE,Female,4.65
G-106,1580,Nikhil Sharma,LKCMedicine,Female,2.53
G-106,164,Nisha Verma,CoE,Male,2.69
G-106,2112,Noah Morris,LKCMedicine,Male,2.52
G-106,4438,Noel Pineda,NIE,Female,0.25
G-106,1294,Nolan Reyes,EEE,Female,2.37
G-106,4317,Oliver Martinez,CCDS,Female,4.65
G-106,3054,Om Tan,ADM,Female,2.56
G-106,2144,Oscar Villanueva,SSS,Female,4.98
G-106,3001,Piper Chen,LKCMedicine,Female,4.91
G-106,1002,Priya Nair,SPMS,Male,2.71
G-106,5898,Quinn Larson,WKW SCI,Female,2.72
G-106,4783,Rahul Mehta,LKCMedicine,Female,2.47
G-106,4201,Reyansh Iyer,CoE,Male,2.44
G-106,5983,Sergei Ivanovich,SSS,Male,2.73
G-106,1730,Siddharth Gupta,CoE,Female,2.52
G-106,850,Sienna Lee,CoE,Male,4.7
G-106,1470,Tania Ng,CoB (NBS),Female,2.56
G-106,3008,Thomas Harris,CCDS,Female,4.79
G-106,4753,Zara Malik,CCEB,Male,4.89
G-106,2370,Zedrick Ong,CoB (NBS),Male,2.27
G-107,992,Amara Siti,ASE,Female,2.42
G-107,4621,Amelia Lewis,SBS,Female,2.38
G-107,149,Ananya Roy,MSE,Female,4.58
G-107,1979,Archer Powell,CoB (NBS),Male,2.33
G-107,4572,Arjun Sinha,SBS,Male,2.65
G-107,754,Bria Tsai,SSS,Female,2.7
G-107,5767,Carter Hall,WKW SCI,Male,2.46
G-107,2445,Chad Dela Cruz,CCEB,Female,4.8
G-107,2012,Charu Iyer,EEE,Male,2.37
G-107,5790,Cheryl Ong,SPMS,Male,2.41
G-107,4074,Daniel Tan,SBS,Male,2.62
G-107,4677,Emery Wu,SBS,Male,2.72
G-107,2715,Harvey Lim,SSS,Male,2.4
G-107,2877,Hayden Wu,CEE,Female,2.4
G-107,2196,Jia Li,SPMS,Male,2.53
G-107,4716,Joko Susanto,WKW SCI,Male,2.41
G-107,180,Kai Qiang,SSS,Female,2.42
G-107,3973,Karan Patel,CoB (NBS),Male,2.31
G-107,768,Kavita Singh,CCEB,Male,2.28
G-107,3344,Lana Tan,SBS,Female,2.54
G-107,5645,Le Van Minh,EEE,Female,2.28
G-107,2292,Lily Lim,SPMS,Female,2.43
G-107,5804,Liu Yang,WKW SCI,Female,2.53
G-107,2475,Madison Torres,EEE,Female,4.72
G-107,2334,Meera Gupta,WKW SCI,Male,2.26
G-107,5132,Min-Jung Kim,CCDS,Female,4.59
G-107,112,Misha Malik,SBS,Male,4.84
G-107,2471,Nguyen Thi Hoa,CEE,Male,2.59
G-107,937,Nina Binti Noor,NIE,Female,2.61
G-107,4749,Nina Zhao,CoE,Female,2.53
G-107,2916,Omar Rivera,SPMS,Female,2.73
G-107,5335,Qiang Zhang,SBS,Male,2.52
G-107,598,Riana Binti Abdul,CoE,Female,2.65
G-107,4040,Rina Ali,SBS,Female,2.29
G-107,895,Saanvi Roy,CEE,Male,2.64
G-107,1212,Samantha Sanchez,ASE,Male,2.6
G-107,830,Samreen Ali,MAE,Female,2.25
G-107,5212,Sana Menon,SPMS,Female,4.75
G-107,89,Suresh Bhat,WKW SCI,Female,2.72
G-107,1033,Tanishq Reddy,CCEB,Male,0.31
G-107,1308,Vera Chan,SBS,Female,2.67
G-107,4901,Victoria Reyes,CEE,Female,0.36
G-107,4336,Xiangqi,MAE,Female,2.48
G-107,1463,Xiao Zhang,EEE,Female,2.3
G-107,2941,Xiaoling Chen,CoB (NBS),Male,2.44
G-107,1968,Yumi Hayashi,CCDS,Male,2.65
G-107,5960,Yuri Grigorev,ASE,Female,2.34
G-107,3867,Zane Navarro,CCDS,Female,2.65
G-107,3849,Zane Wong,SSS,Male,2.62
G-107,1541,Zulaikha Binti Rahman,CEE,Male,2.37
G-108,2926,Aarav Nair,CEE,Female,2.58
G-108,3985,Asher Thompson,SSS,Male,2.64
G-108,5153,Caleb Parker,NIE,Male,2.28
G-108,1678,Cameron Ward,CEE,Male,2.67
G-108,3921,Camila Allen,NIE,Male,0.28
G-108,5733,Chen Ming,CoB (NBS),Male,2.41
G-108,2511,Hana Watanabe,CCDS,Male,2.4
G-108,3128,Harini Nair,NIE,Male,2.26
G-108,4574,Hina Waseem,SPMS,Male,2.6
G-108,2509,Hugo Long,MAE,Female,2.33
G-108,1809,Ivy Wang,CCEB,Male,2.5
G-108,5266,Julian Wu,EEE,Male,2.31
G-108,2130,Kendrick Alvarado,ADM,Female,2.38
G-108,2663,Liam Reddy,SPMS,Female,2.54
G-108,2716,Liang Bo,SoH,Male,2.55
G-108,3184,Lindsey Lin,MAE,Female,0.09
G-108,1643,Mae Chang,CoE,Female,4.91
G-108,3972,Malia Tan,ADM,Female,2.74
