Tutorial Group,Team Assigned,Student ID,Name,School,Gender,CGPA
G-10,6,3963,Yasmine Villanueva,SSS,Female,4.02
G-10,7,594,Ananya Singh,MAE,Female,4.2
G-10,7,5856,Sophie Cheung,MAE,Female,4.2
G-10,7,5624,Cheng Zhang,EEE,Male,4.11
G-10,7,5420,Nina Patil,NIE,Female,4.1
G-10,7,516,Tao Liu,ADM,Male,4.05
G-10,7,5734,Hassan Malik,MAE,Male,4.03
G-10,8,3732,Liam Jones,CCDS,Male,4.2
G-10,8,1139,Nurul Aini Binti Ahmad,SPMS,Female,4.2
G-10,8,4108,Rizan Bin Ahmad,MAE,Male,4.11
G-10,8,611,Hendra Mulyana,SPMS,Male,4.1
G-10,8,3111,Marco Garcia,CEE,Male,4.04
G-10,8,2515,Tanya Lee,CoE,Female,4.04
G-100,1,424,Ashok Nair,CEE,Male,4.52
G-100,1,2603,Ali Rehman,CoE,Male,4.14
G-100,1,2332,Maya Ong,CoB (NBS),Female,4.14
G-100,1,491,Fangling,CoB (NBS),Female,4.05
G-100,1,4743,Jack Foster,SPMS,Male,4.05
G-100,1,3242,Aiden Brown,WKW SCI,Male,3.9
G-100,1,2468,Bella Perry,EEE,Female,3.9
G-100,2,5269,Anjali Nair,MSE,Female,4.27
G-100,2,4268,Nadia Binti Azhar,CCEB,Female,4.15
G-100,2,5800,Yumi Nishikawa,CoB (NBS),Female,4.14
G-100,2,2000,Danty Susanto,NIE,Male,4.05
G-100,2,5534,Neelam Bhatia,SSS,Female,4.05
G-100,2,2017,Caiyun,CoE,Male,3.91
G-100,2,2009,Isabella Thomas,CCDS,Female,3.9
G-100,3,1824,Yuanqing,MAE,Female,4.25
G-100,3,2346,Fiona Clark,EEE,Female,4.15
G-100,3,4043,Adrian King,CCDS,Male,4.12
G-100,3,4857,Jordan Chen,EEE,Male,4.06
G-100,3,731,Tae-Soo Kim,WKW SCI,Male,4.05
G-100,3,347,Meera Menon,EEE,Female,3.92
G-100,4,701,Ameer Bin Rahman,CoB (NBS),Male,4.2
G-100,4,2040,Wesley Turner,SoH,Male,4.17
G-100,4,4425,Carla Wang,ASE,Female,4.12
G-100,4,356,Yasir Qureshi,CoE,Male,4.08
G-100,4,370,Mia Wong,EEE,Female,4.03
G-100,4,1176,Mia Hall,CCDS,Female,3.95
G-100,5,1547,Margaret Li,CCEB,Female,4.2
G-100,5,967,Mia Phillips,SBS,Female,4.17
G-100,5,1795,Tao Wang,SSS,Female,4.12
G-100,5,1145,Fay Tan,CCEB,Female,4.09
G-100,5,2698,Owen Hill,CCDS,Male,4.03
G-100,5,438,Iris Rivera,MAE,Female,3.95
G-100,6,4061,Naina Gupta,CCEB,Female,4.2
G-100,6,861,Hua Zhang,MSE,Male,4.17
G-100,6,1683,Diya Nair,SSS,Female,4.11
G-100,6,745,Khalid Rahman,CEE,Male,4.1
G-100,6,2097,Siti Maryam,CoB (NBS),Female,4.03
G-100,6,5953,Orlando Wu,SBS,Male,4.01
G-100,7,3280,Alina Malik,CoB (NBS),Female,4.19
G-100,7,3137,Raquel Huang,LKCMedicine,Female,4.18
G-100,7,5945,Fergus Mendoza,CoB (NBS),Male,4.11
G-100,7,4283,Hassan Farooq,ADM,Female,4.1
G-100,7,4274,Tommy Wu,EEE,Male,4.03
G-100,7,5743,Bradley Huang,EEE,Male,4.01
G-100,8,5791,Peter Choi,EEE,Male,4.19
G-100,8,412,Seema Kapoor,MAE,Female,4.19
G-100,8,1875,Rachel Lee,SoH,Female,4.11
G-100,8,4888,Carter Moore,NIE,Male,4.1
G-100,8,111,Ying Liu,SPMS,Female,4.03
G-100,8,2089,Han Zhang,CoB (NBS),Male,4.02
G-101,1,2753,Zadie Harris,MAE,Female,4.52
G-101,1,5210,Amaya Sharma,CoE,Female,4.15
G-101,1,849,Ethan Taylor,SSS,Male,4.15
G-101,1,2986,Rishi Tan,CCDS,Male,4.08
G-101,1,5461,Suraj Mishra,CoB (NBS),Male,4.08
G-101,1,3546,Ying Wong,SoH,Female,3.88
G-101,1,715,Zoe King,ASE,Female,3.88
G-101,2,4173,Evelyn Cheung,SBS,Female,4.48
G-101,2,437,Xiao Ming,CoE,Male,4.17
G-101,2,5191,Khayla Rahayu,CCEB,Female,4.15
G-101,2,1293,Jasper Wang,CCEB,Male,4.08
G-101,2,2828,Nguyen Hoang Long,NIE,Male,4.05
G-101,2,615,Gia Tsai,SPMS,Female,3.89
G-101,2,4928,Weijun,SPMS,Male,3.85
G-101,3,35,Riley Lim,SoH,Male,4.48
G-101,3,5741,Isla Young,SBS,Female,4.17
G-101,3,3593,Minghao,MAE,Male,4.15
G-101,3,4045,Sofia Reddy,MAE,Female,4.09
G-101,3,4526,Hope Chen,CCDS,Female,4.04
G-101,3,3382,Madiha Ali,CoB (NBS),Female,3.9
G-101,4,23,Daphne Tan,CCEB,Female,4.26
G-101,4,2337,Sophia Jones,CoB (NBS),Female,4.18
G-101,4,5987,Owen Nugroho,MAE,Male,4.15
G-101,4,5633,Ning Li,CCEB,Female,4.09
G-101,4,665,Qi Chen,SPMS,Male,4.04
G-101,4,1353,Kieran Harris,MAE,Male,3.91
G-101,5,2425,Asher Nelson,SPMS,Male,4.21
G-101,5,4393,Kevin Brown,EEE,Male,4.18
G-101,5,2349,Sandeep Rao,EEE,Male,4.14
G-101,5,4346,Manish Singh,SBS,Male,4.1
G-101,5,746,Alani Lin,MAE,Female,4.03
G-101,5,696,Wyatt Price,NIE,Male,3.95
G-101,6,1235,Nguyen Thi Binh,CCDS,Female,4.21
G-101,6,5015,Fatima Bhatia,ASE,Female,4.19
G-101,6,621,Christopher Cox,CCDS,Male,4.12
G-101,6,5809,Hannah Smith,CoE,Female,4.11
G-101,6,1545,Carter Thompson,SPMS,Male,4.03
G-101,6,410,Jin Yang Tan,CoB (NBS),Male,3.95
G-101,7,3886,Ajay Iyer,ADM,Male,4.2
G-101,7,757,Savannah Torres,CCEB,Female,4.2
G-101,7,4896,Jaxon Lewis,EEE,Male,4.12
G-101,7,3088,Eli Cruz,MSE,Male,4.11
G-101,7,762,Kate Tan,CoE,Female,4.03
G-101,7,456,Wani Binti Jalil,MAE,Female,4.0
G-101,8,4167,Farhan Bin Azhar,SPMS,Male,4.2
G-101,8,1346,Lola Tan,SSS,Female,4.2
G-101,8,5468,Lucas Chen,CCDS,Male,4.12
G-101,8,5291,Rachel Choi,CoB (NBS),Female,4.12
G-101,8,2852,Shayla Wang,NIE,Female,4.01
G-101,8,1839,Kexin,LKCMedicine,Female,4.0
G-102,1,2376,Hao Yang Tan,MSE,Male,4.3
G-102,1,3043,Maya Sari,CoE,Female,4.15
G-102,1,2595,Fariha Noor,CoE,Female,4.14
G-102,1,2315,Cheng Fang Tan,SPMS,Male,4.05
G-102,1,3692,Harsh Kumar,EEE,Male,4.05
G-102,1,1688,Pranata Santoso,MSE,Male,3.95
G-102,1,3168,Sakshi Iyer,MAE,Female,3.94
G-102,2,5690,Maharani Sari,CCEB,Female,4.3
G-102,2,5447,Lan Nguyen,CCDS,Female,4.15
G-102,2,3820,Felix Wong,SSS,Male,4.14
G-102,2,5023,Svetlana Chernyshova,LKCMedicine,Female,4.06
G-102,2,103,Maximus Wright,CoE,Male,4.05
G-102,2,3717,Nafisa Ali,EEE,Female,3.95
G-102,2,4862,Melati Ahmad,CCDS,Female,3.88
G-102,3,1634,Sofia Hernandez,CCDS,Female,4.26
G-102,3,2079,Gina Lau,CoB (NBS),Female,4.15
G-102,3,828,Sakshi Singh,SSS,Female,4.14
G-102,3,3957,Megan Walker,CEE,Female,4.06
G-102,3,2221,Levi Huang,EEE,Male,4.04
G-102,3,5928,Anjali Kumar,SSS,Female,3.95
G-102,4,2373,Elisha Wu,NIE,Male,4.23
G-102,4,337,Kanwal Bukhari,CoB (NBS),Female,4.16
G-102,4,2403,Henry Tan,MAE,Male,4.12
G-102,4,818,Hansel Bautista,SSS,Male,4.06
G-102,4,39,Lyric Tan,EEE,Female,4.04
G-102,4,1768,Travis Lim,SoH,Male,4.0
G-102,5,783,Ajay Bhatt,CCDS,Male,4.22
G-102,5,956,Raj Tan,SBS,Male,4.17
G-102,5,3413,Kiran Shah,SSS,Female,4.12
G-102,5,2013,Wyatt Thompson,NIE,Male,4.09
G-102,5,3439,Asher Clark,SBS,Male,4.03
G-102,5,4386,Riku Takeda,WKW SCI,Male,4.01
G-102,6,714,Nisha Gupta,CoB (NBS),Female,4.21
G-102,6,5913,Ulysses Salazar,MAE,Male,4.2
G-102,6,2246,Luca Torres,SoH,Male,4.12
G-102,6,5888,Bradley Yang,CEE,Male,4.09
G-102,6,902,Layla Cooper,MSE,Female,4.03
G-102,6,2560,Simran Singh,SBS,Female,4.03
G-102,7,1362,Yong Hui,MAE,Male,4.21
G-102,7,4404,Omar Farooq,MAE,Male,4.2
G-102,7,2720,Nira Gupta,WKW SCI,Female,4.12
G-102,7,3909,Zara Lim,CCEB,Female,4.1
G-102,7,2192,Liu Fang,SPMS,Female,4.03
G-102,7,5147,Min-Ji Park,SoH,Female,4.03
G-102,8,4379,Zoe Martinez,MAE,Female,4.21
G-102,8,5144,Aria Murphy,CCEB,Female,4.2
G-102,8,613,Nina Phillips,SBS,Female,4.11
G-102,8,3592,Alina Awan,EEE,Female,4.1
G-102,8,448,Margarita Sokolova,SSS,Female,4.03
G-102,8,5578,Minh Tran,CCDS,Male,4.03
G-103,1,3554,Asha Mehta,CCDS,Female,4.52
G-103,1,5627,Anjali Singh,SSS,Female,4.16
G-103,1,1495,Amira Tan,CCDS,Female,4.15
G-103,1,2679,Khalil Bin Ismail,SSS,Male,4.09
G-103,1,3251,Emily Scott,EEE,Female,4.07
G-103,1,4616,Eli Tan,ASE,Male,3.88
G-103,1,952,Nadia Binti Zulkifli,MSE,Female,3.87
G-103,2,5483,Camila Li,MAE,Female,4.27
G-103,2,4559,Sofia Kim,EEE,Female,4.17
G-103,2,4612,Kylie Chen,MAE,Female,4.15
G-103,2,1618,Dallas Huang,CEE,Male,4.09
G-103,2,4837,Yuna Wong,SBS,Female,4.07
G-103,2,778,Selina Loh,CoB (NBS),Female,3.91
G-103,2,2302,Yvonne Ng,CEE,Female,3.8
G-103,3,5040,Dev Sharma,ASE,Male,4.26
G-103,3,4051,Fatima Malik,MAE,Female,4.18
G-103,3,2559,Everett Harris,CEE,Male,4.14
G-103,3,4842,Carmen Ong,SoH,Female,4.09
G-103,3,1292,Queenie Lee,SoH,Female,4.06
G-103,3,1551,Maggie Kwan,CCEB,Female,3.91
G-103,4,397,Chong Wang,CoB (NBS),Male,4.25
G-103,4,4132,Aria Martinez,EEE,Female,4.18
G-103,4,3497,Hikaru Sato,NIE,Male,4.14
G-103,4,2189,Zachary Lee,CoB (NBS),Male,4.11
G-103,4,925,Saad Malik,MSE,Male,4.05
G-103,4,1787,Xiao Wei Tan,CEE,Male,3.95
G-103,5,2602,Fatima Baig,CCDS,Female,4.25
G-103,5,4427,Willow Wong,EEE,Female,4.19
G-103,5,835,Maya Wilson,SoH,Female,4.13
G-103,5,3932,Vy Nguyen,WKW SCI,Male,4.11
G-103,5,40,Shiloh Lin,LKCMedicine,Female,4.05
G-103,5,1613,Graham Jackson,SBS,Male,3.97
G-103,6,1202,Maya Gonzales,SSS,Female,4.22
G-103,6,4821,Samantha Khan,CoB (NBS),Female,4.19
G-103,6,4809,Vikram Singh,EEE,Male,4.13
G-103,6,344,Tyler Hall,CEE,Male,4.11
G-103,6,2099,Fahim Hussein,CCDS,Male,4.03
G-103,6,4678,Irfan Bin Hassan,SPMS,Male,4.0
G-103,7,2601,Tommy Wu,SSS,Male,4.22
G-103,7,2165,David Young,CoE,Male,4.19
G-103,7,1911,Mansoor Qureshi,CEE,Male,4.12
G-103,7,1847,Talha Iqbal,CoE,Male,4.11
G-103,7,1553,Isaac Thompson,EEE,Male,4.03
G-103,7,18,Alan Chan,CEE,Male,4.0
G-103,8,4964,Hannah Sanders,CCDS,Female,4.2
G-103,8,1879,Naim Bin Hashim,MSE,Male,4.2
G-103,8,5493,Amna Bukhari,CCEB,Female,4.11
G-103,8,4224,Ethan White,SoH,Male,4.11
G-103,8,4181,Simon Lee,CoB (NBS),Male,4.02
G-103,8,5970,Layla Fisher,SBS,Female,4.01
G-104,1,5905,Emi Yamashita,CCDS,Female,4.22
G-104,1,4988,Rafael Wong,CCDS,Male,4.11
G-104,1,3665,Shahid Ali,CCDS,Male,4.11
G-104,1,3268,Gideon Torres,CoB (NBS),Male,4.04
G-104,1,4664,Lance Alvarado,CoE,Male,4.04
G-104,1,5962,Madison Scott,CoB (NBS),Female,3.92
G-104,1,2233,Chloe Scott,SBS,Female,3.85
G-104,2,3335,William Yip,EEE,Male,4.22
G-104,2,2622,Priya Roy,EEE,Female,4.11
G-104,2,5020,Xena Reed,NIE,Female,4.11
G-104,2,1446,Dahlia Chen,NIE,Female,4.04
G-104,2,90,Chandra Menon,ASE,Male,4.03
G-104,2,5263,Lily Ong,CoB (NBS),Female,3.93
G-104,2,3080,Tara Wati,NIE,Female,3.85
G-104,3,3873,Leo Pranata,CoB (NBS),Male,4.2
G-104,3,4349,Benjamin Huang,WKW SCI,Male,4.11
G-104,3,2273,Samantha Ong,SSS,Female,4.1
G-104,3,759,Daniel Adams,CCDS,Male,4.05
G-104,3,2556,Chloe Wu,MAE,Female,4.03
G-104,3,3050,Nia Wong,CCEB,Female,3.95
G-104,4,2962,Jun Zhang,CoE,Male,4.19
G-104,4,82,Giselle Wu,SSS,Female,4.14
G-104,4,1375,Pallavi Mehta,CEE,Female,4.09
G-104,4,5317,Zhen Zhang,CoB (NBS),Male,4.06
G-104,4,5684,Emily Johnson,SoH,Female,4.03
G-104,4,1542,John Lim,WKW SCI,Male,3.95
G-104,5,3937,Nisha Yadav,SSS,Female,4.18
G-104,5,1395,Anil Reddy,SoH,Male,4.14
G-104,5,832,Sarah Liu,SPMS,Female,4.09
G-104,5,1600,Sophia Taylor,WKW SCI,Female,4.06
G-104,5,4187,Isha Verma,SBS,Female,4.03
G-104,5,2932,Gracelyn Dela Cruz,SSS,Female,3.96
G-104,6,4403,Ying Zhang,EEE,Female,4.18
G-104,6,33,Waleed Malik,ASE,Male,4.15
G-104,6,1649,Vera Ong,MAE,Female,4.09
G-104,6,5685,Maya Rahman,CCEB,Female,4.06
G-104,6,238,Prashant Joshi,CCEB,Male,4.03
G-104,6,2562,Zainab Noor,SoH,Female,4.0
G-104,7,2653,Chloe Tan,CCDS,Female,4.17
G-104,7,1891,Ryder Ward,MAE,Male,4.15
G-104,7,2898,Nancy Yeo,SSS,Female,4.08
G-104,7,1950,Lila Wu,MAE,Female,4.06
G-104,7,5570,Gideon Zhang,SPMS,Male,4.01
G-104,7,4894,Fitri Binti Mohd,CCDS,Female,4.0
G-104,8,3595,Eamon Liu,NIE,Male,4.16
G-104,8,5596,Jason Tan,CCDS,Male,4.16
G-104,8,4039,Anita Lim,CCDS,Female,4.06
G-104,8,4001,Ashna Mehta,SoH,Female,4.06
G-104,8,5540,Kamran Farooq,EEE,Male,4.01
G-104,8,2204,Anaya Singh,EEE,Female,4.0
G-105,1,5003,Imran Bin Zahid,CCDS,Male,4.3
G-105,1,951,Nisha Bansal,SSS,Female,4.15
G-105,1,3668,Saad Javed,ADM,Male,4.15
G-105,1,3415,Tatum Roberts,CCDS,Female,4.06
G-105,1,2010,Trung Le,CEE,Male,4.06
G-105,1,5029,Olivia Miller,WKW SCI,Female,3.87
G-105,1,1803,Isabella Rodriguez,EEE,Female,3.86
G-105,2,2728,Daphne Li,EEE,Female,4.26
G-105,2,4869,Kiran Rao,SPMS,Male,4.15
G-105,2,5816,Bennett Liu,CCDS,Male,4.14
G-105,2,800,Ricky Chen,CoE,Male,4.09
G-105,2,1789,Dallas Liu,NIE,Male,4.05
G-105,2,333,Maya Torres,CCDS,Female,3.92
G-105,2,3345,Vira Dwi,CCEB,Female,3.8
G-105,3,5770,Qiana Lestari,NIE,Female,4.25
G-105,3,1927,Dao Tran,MSE,Male,4.15
G-105,3,5355,Nicolas Ramos,CoB (NBS),Male,4.14
G-105,3,1007,Jonathan Wu,CoB (NBS),Male,4.09
G-105,3,1974,Ronald Tan,CEE,Male,4.05
G-105,3,463,Arjun Nair,MAE,Male,3.92
G-105,4,4188,Sophie Reed,SSS,Female,4.23
G-105,4,3970,Cora Zhang,CoB (NBS),Female,4.15
G-105,4,2161,Tessa Li,EEE,Female,4.14
G-105,4,5950,James Jackson,CEE,Male,4.09
G-105,4,5218,Julia Tan,MAE,Female,4.04
G-105,4,1529,Devansh Mehta,CCDS,Male,4.0
G-105,5,4364,Charlotte Gonzalez,MAE,Female,4.22
G-105,5,1490,Amit Agarwal,EEE,Male,4.15
G-105,5,4431,Chen Li,SBS,Female,4.12
G-105,5,28,Claudia Tan,CoB (NBS),Female,4.09
G-105,5,4510,Kylie Zhang,SBS,Female,4.04
G-105,5,500,Vincent Wong,CoB (NBS),Male,4.01
G-105,6,3728,Lola Zhang,MAE,Female,4.22
G-105,6,1564,Amina Binti Zain,EEE,Female,4.15
G-105,6,2913,Kunal Mehta,SoH,Male,4.12
G-105,6,4758,Ping An,CoB (NBS),Female,4.1
G-105,6,5565,Yumi Tanaka,ASE,Female,4.03
G-105,6,401,Haruki Suzuki,CoB (NBS),Male,4.01
G-105,7,2392,Max Johnson,SoH,Male,4.21
G-105,7,5377,Yang Jun,CCDS,Male,4.17
G-105,7,1043,Logan Martin,MAE,Male,4.12
G-105,7,3108,Pallavi Kumar,SSS,Female,4.1
G-105,7,2732,Addison Lin,SSS,Female,4.02
G-105,7,5909,Aditi Kumar,SSS,Female,4.01
G-105,8,5339,Callum Williams,SoH,Male,4.19
G-105,8,1550,Chen Bo,CEE,Male,4.17
G-105,8,4589,Sabrina Zhao,CCEB,Female,4.11
G-105,8,4744,Alyssa Tan,CCDS,Female,4.1
G-105,8,1141,Mei Chen,SSS,Female,4.02
G-105,8,5797,Shahid Raza,MAE,Male,4.02
G-106,1,930,Jason Robinson,CoE,Male,4.52
G-106,1,1470,Tania Ng,CCEB,Female,4.15
G-106,1,1168,Eun-Hee Kim,NIE,Female,4.14
G-106,1,3654,Aria Tan,CCDS,Female,4.04
G-106,1,5657,Charlotte Harris,SPMS,Female,4.02
G-106,1,4753,Zara Malik,EEE,Female,3.9
G-106,1,3583,Aria Lee,CCEB,Female,3.88
G-106,2,1929,Kavitha Tan,EEE,Female,4.3
G-106,2,3001,Piper Chen,CCDS,Female,4.15
G-106,2,2147,Hafiz Ahmad,WKW SCI,Male,4.14
G-106,2,2370,Zedrick Ong,MAE,Male,4.05
G-106,2,1415,Cleo Morales,NIE,Female,4.02
G-106,2,5885,Jun Liu,EEE,Female,3.9
G-106,2,850,Sienna Lee,CCDS,Female,3.88
G-106,3,2588,Mira Binti Zaki,SoH,Female,4.2
G-106,3,3054,Om Tan,CCEB,Male,4.15
G-106,3,4201,Reyansh Iyer,SPMS,Male,4.14
G-106,3,4387,Kathy Tan,CCEB,Female,4.05
G-106,3,2385,Hoang Nguyen,ADM,Male,4.02
G-106,3,330,Dylan Li,EEE,Male,3.9
G-106,4,3686,Cole Huang,EEE,Male,4.19
G-106,4,3330,Jingyi,SSS,Female,4.15
G-106,4,1730,Siddharth Gupta,CoB (NBS),Male,4.14
G-106,4,5670,Miyu Nishimura,SoH,Female,4.06
G-106,4,4732,Albert Wang,EEE,Male,4.01
G-106,4,3008,Thomas Harris,CCDS,Male,3.95
G-106,5,113,Fahad Ali,MAE,Male,4.19
G-106,5,5089,Isla Lee,MAE,Female,4.15
G-106,5,5676,Akemi Takahashi,EEE,Female,4.12
G-106,5,4783,Rahul Mehta,MAE,Male,4.08
G-106,5,1785,Gabriella Dela Cruz,MAE,Female,4.01
G-106,5,5088,Neelam Rani,CCEB,Female,3.95
G-106,6,3551,Harrison Moore,EEE,Male,4.19
G-106,6,1888,Guofeng,CoE,Female,4.15
G-106,6,4317,Oliver Martinez,CoB (NBS),Male,4.12
G-106,6,2713,Kevin Wang,MAE,Male,4.09
G-106,6,5093,Megan Zhao,MAE,Female,4.01
G-106,6,3471,Gandhi Saputra,CCEB,Male,3.95
G-106,7,4438,Noel Pineda,EEE,Male,4.19
G-106,7,1294,Nolan Reyes,MAE,Male,4.16
G-106,7,1002,Priya Nair,CCEB,Female,4.12
G-106,7,2112,Noah Morris,SoH,Male,4.11
G-106,7,4581,Jai Mehta,SPMS,Male,4.0
G-106,7,4934,Arya Kapoor,CCEB,Female,3.97
G-106,8,2144,Oscar Villanueva,CoE,Male,4.19
G-106,8,164,Nisha Verma,LKCMedicine,Female,4.18
G-106,8,5898,Quinn Larson,CCEB,Female,4.12
G-106,8,1580,Nikhil Sharma,WKW SCI,Male,4.11
G-106,8,623,Minghao,CoB (NBS),Female,4.0
G-106,8,5983,Sergei Ivanovich,SPMS,Male,4.0
G-107,1,598,Riana Binti Abdul,MSE,Female,4.25
G-107,1,89,Suresh Bhat,CoE,Female,4.14
G-107,1,1979,Archer Powell,NIE,Male,4.12
G-107,1,3849,Zane Wong,CCDS,Male,4.03
G-107,1,2445,Chad Dela Cruz,SPMS,Male,4.02
G-107,1,2471,Nguyen Thi Hoa,CCDS,Female,3.87
G-107,1,937,Nina Binti Noor,ASE,Female,3.86
G-107,2,895,Saanvi Roy,CCEB,Female,4.25
G-107,2,112,Misha Malik,CoB (NBS),Female,4.14
G-107,2,2877,Hayden Wu,CCDS,Female,4.12
G-107,2,2196,Jia Li,SBS,Female,4.03
G-107,2,5645,Le Van Minh,CCEB,Female,4.02
G-107,2,2715,Harvey Lim,MAE,Male,3.88
G-107,2,5132,Min-Jung Kim,ASE,Female,3.85
G-107,3,1212,Samantha Sanchez,CoB (NBS),Female,4.25
G-107,3,3973,Karan Patel,WKW SCI,Male,4.14
G-107,3,2475,Madison Torres,SPMS,Female,4.12
G-107,3,992,Amara Siti,SSS,Female,4.03
G-107,3,1463,Xiao Zhang,EEE,Male,4.02
G-107,3,1968,Yumi Hayashi,SBS,Female,3.89
G-107,4,754,Bria Tsai,MAE,Female,4.23
G-107,4,5767,Carter Hall,EEE,Male,4.14
G-107,4,2916,Omar Rivera,SSS,Male,4.12
G-107,4,2334,Meera Gupta,EEE,Female,4.04
G-107,4,2941,Xiaoling Chen,EEE,Female,4.02
G-107,4,768,Kavita Singh,CoB (NBS),Female,3.89
G-107,5,4621,Amelia Lewis,SPMS,Female,4.22
G-107,5,4749,Nina Zhao,WKW SCI,Female,4.15
G-107,5,4677,Emery Wu,NIE,Male,4.1
G-107,5,180,Kai Qiang,CEE,Male,4.04
G-107,5,5790,Cheryl Ong,CCEB,Female,4.0
G-107,5,4716,Joko Susanto,MAE,Male,3.9
