Tutorial Group,Student ID,Name,School,Gender,CGPA
G-1,1271,Priya Singh,ASE,Female,4.17
G-1,75,Sakina Ahmed,ADM,Female,4.03
G-1,4338,Sana Jain,SSS,Female,4.22
G-1,71,Savannah Taylor,EEE,Female,4.19
G-1,2776,Siddharth Nair,MSE,Male,4.14
G-1,2417,Truong Minh Chau,CCEB,Female,3.88
G-1,5477,Vikram Desai,CoB (NBS),Male,4.09
G-1,2326,Vivi Dwi,SSS,Female,3.95
G-1,3930,Xun Wei,MSE,Female,4.18
G-1,1645,Zachary Wu,SoH,Male,3.93
G-1,592,Zara Chang,MSE,Female,4.11
G-10,3329,Adrian Castillo,ASE,Male,4.07
G-10,2581,Alyssa Green,WKW SCI,Female,3.94
G-10,594,Ananya Singh,LKCMedicine,Female,4.2
G-10,560,Ayesha Javed,CCEB,Female,4.09
G-10,3841,Benjamin Turner,NIE,Male,4.06
G-10,5624,Cheng Zhang,LKCMedicine,Male,4.11
G-10,3794,Christopher Miller,MSE,Male,4.17
G-10,2253,Dante Wu,WKW SCI,Male,4.18
G-10,298,Freya Chen,SSS,Female,4.09
G-10,403,Hae-Jin Lee,ASE,Female,4.52
G-10,5734,Hassan Malik,CoB (NBS),Male,4.03
G-10,611,Hendra Mulyana,MSE,Male,4.1
G-10,3051,Hunter Wilson,ASE,Male,4.06
G-10,565,Isaiah Scott,NIE,Male,4.15
G-10,223,Jaxon Hall,SPMS,Male,4.12
G-10,375,Kaya Chang,SoH,Female,4.05
G-10,2031,Kendrick Alvarado,SPMS,Male,4.18
G-10,5122,Kerry Lim,ADM,Female,4.01
G-10,2631,Kiara Lin,EEE,Female,4.06
G-10,3499,Kira Yamada,NIE,Female,4.26
G-10,435,Kiran Farooq,LKCMedicine,Female,4.15
G-10,4020,Leo Xu,SPMS,Male,4.12
G-10,3732,Liam Jones,EEE,Male,4.2
G-10,3111,Marco Garcia,SSS,Male,4.04
G-10,3843,Mia Zhang,ADM,Female,4.18
G-10,3395,Michael Miller,CCEB,Male,3.95
G-10,1468,Ming Wei,LKCMedicine,Male,4.19
G-10,171,Nina Bennett,CCDS,Female,4.08
G-10,5420,Nina Patil,NIE,Female,4.1
G-10,1139,Nurul Aini Binti Ahmad,MSE,Female,4.2
G-10,4588,Paula Wong,SoH,Female,4.06
G-10,3364,Rhea Kapoor,CoE,Female,4.0
G-10,3189,Rhea Lee,NIE,Female,4.07
G-10,5695,Rhys Tan,CCEB,Male,4.06
G-10,4108,Rizan Bin Ahmad,CoB (NBS),Male,4.11
G-10,4308,Sho Nakajima,CoE,Male,4.27
G-10,2405,Soo-Young Kim,LKCMedicine,Female,3.88
G-10,5856,Sophie Cheung,CoE,Female,4.2
G-10,2515,Tanya Lee,CoB (NBS),Female,4.04
G-10,516,Tao Liu,CoB (NBS),Male,4.05
G-10,16,Tatum Flores,WKW SCI,Female,4.2
G-10,2857,Tianming,CCDS,Female,4.2
G-10,2863,Will Chen,ASE,Male,4.23
G-10,2255,Xander Cook,CCDS,Male,4.1
G-10,3903,Xiao Chen,SoH,Male,3.86
G-10,5121,Ximena Fernandez,SBS,Female,4.12
G-10,4077,Yasir Ahmad,CCEB,Male,4.52
G-10,3963,Yasmine Villanueva,CCEB,Female,4.02
G-10,4477,Yuzhi,ASE,Male,4.25
G-10,3388,Zaki Bin Ibrahim,NIE,Male,4.0
G-100,4043,Adrian King,CoB (NBS),Male,4.12
G-100,3242,Aiden Brown,SSS,Male,3.9
G-100,2603,Ali Rehman,CoE,Male,4.14
G-100,3280,Alina Malik,ADM,Female,4.19
G-100,701,Ameer Bin Rahman,CCEB,Male,4.2
G-100,5269,Anjali Nair,CCEB,Female,4.27
G-100,424,Ashok Nair,LKCMedicine,Male,4.52
G-100,2468,Bella Perry,CCEB,Female,3.9
G-100,5743,Bradley Huang,ASE,Male,4.01
G-100,2017,Caiyun,SPMS,Male,3.91
G-100,4425,Carla Wang,MSE,Female,4.12
G-100,4888,Carter Moore,CCDS,Male,4.1
G-100,2000,Danty Susanto,SBS,Male,4.05
G-100,1683,Diya Nair,SSS,Female,4.11
G-100,491,Fangling,SPMS,Female,4.05
G-100,1145,Fay Tan,MSE,Female,4.09
G-100,5945,Fergus Mendoza,ADM,Male,4.11
G-100,2346,Fiona Clark,ADM,Female,4.15
G-100,2089,Han Zhang,EEE,Male,4.02
G-100,4283,Hassan Farooq,CEE,Female,4.1
G-100,861,Hua Zhang,WKW SCI,Male,4.17
G-100,438,Iris Rivera,WKW SCI,Female,3.95
G-100,2009,Isabella Thomas,CEE,Female,3.9
G-100,4743,Jack Foster,SSS,Male,4.05
G-100,4857,Jordan Chen,ADM,Male,4.06
G-100,745,Khalid Rahman,SSS,Male,4.1
G-100,1547,Margaret Li,ADM,Female,4.2
G-100,2332,Maya Ong,NIE,Female,4.14
G-100,347,Meera Menon,SPMS,Female,3.92
G-100,1176,Mia Hall,MSE,Female,3.95
G-100,967,Mia Phillips,ASE,Female,4.17
G-100,370,Mia Wong,MSE,Female,4.03
G-100,4268,Nadia Binti Azhar,MAE,Female,4.15
G-100,4061,Naina Gupta,MAE,Female,4.2
G-100,5534,Neelam Bhatia,EEE,Female,4.05
G-100,5953,Orlando Wu,WKW SCI,Male,4.01
G-100,2698,Owen Hill,ASE,Male,4.03
G-100,5791,Peter Choi,ASE,Male,4.19
G-100,1875,Rachel Lee,SPMS,Female,4.11
G-100,3137,Raquel Huang,MAE,Female,4.18
G-100,412,Seema Kapoor,CEE,Female,4.19
G-100,2097,Siti Maryam,EEE,Female,4.03
G-100,731,Tae-Soo Kim,ASE,Male,4.05
G-100,1795,Tao Wang,ASE,Female,4.12
G-100,4274,Tommy Wu,CCEB,Male,4.03
G-100,2040,Wesley Turner,WKW SCI,Male,4.17
G-100,356,Yasir Qureshi,MAE,Male,4.08
G-100,111,Ying Liu,ADM,Female,4.03
G-100,1824,Yuanqing,CEE,Female,4.25
G-100,5800,Yumi Nishikawa,LKCMedicine,Female,4.14
G-101,3886,Ajay Iyer,MSE,Male,4.2
G-101,746,Alani Lin,EEE,Female,4.03
G-101,5210,Amaya Sharma,CoB (NBS),Female,4.15
G-101,2425,Asher Nelson,EEE,Male,4.21
G-101,1545,Carter Thompson,CCDS,Male,4.03
G-101,621,Christopher Cox,ASE,Male,4.12
G-101,23,Daphne Tan,LKCMedicine,Female,4.26
G-101,3088,Eli Cruz,MAE,Male,4.11
G-101,849,Ethan Taylor,SBS,Male,4.15
G-101,4173,Evelyn Cheung,SoH,Female,4.48
G-101,4167,Farhan Bin Azhar,SPMS,Male,4.2
G-101,5015,Fatima Bhatia,EEE,Female,4.19
G-101,615,Gia Tsai,SPMS,Female,3.89
G-101,5809,Hannah Smith,SBS,Female,4.11
G-101,4526,Hope Chen,SPMS,Female,4.04
G-101,5741,Isla Young,SPMS,Female,4.17
G-101,1293,Jasper Wang,CoB (NBS),Male,4.08
G-101,4896,Jaxon Lewis,SoH,Male,4.12
G-101,410,Jin Yang Tan,SoH,Male,3.95
G-101,762,Kate Tan,MAE,Female,4.03
G-101,4393,Kevin Brown,SPMS,Male,4.18
G-101,1839,Kexin,CoE,Female,4.0
G-101,5191,Khayla Rahayu,CoE,Female,4.15
G-101,1353,Kieran Harris,SSS,Male,3.91
G-101,1346,Lola Tan,CoB (NBS),Female,4.2
G-101,5468,Lucas Chen,SSS,Male,4.12
G-101,3382,Madiha Ali,MSE,Female,3.9
G-101,4346,Manish Singh,SBS,Male,4.1
G-101,3593,Minghao,EEE,Male,4.15
G-101,2828,Nguyen Hoang Long,MAE,Male,4.05
G-101,1235,Nguyen Thi Binh,LKCMedicine,Female,4.21
G-101,5633,Ning Li,SSS,Female,4.09
G-101,5987,Owen Nugroho,MSE,Male,4.15
G-101,665,Qi Chen,CCEB,Male,4.04
G-101,5291,Rachel Choi,EEE,Female,4.12
G-101,35,Riley Lim,EEE,Male,4.48
G-101,2986,Rishi Tan,LKCMedicine,Male,4.08
G-101,2349,Sandeep Rao,SBS,Male,4.14
G-101,757,Savannah Torres,MAE,Female,4.2
G-101,2852,Shayla Wang,CCDS,Female,4.01
G-101,4045,Sofia Reddy,ASE,Female,4.09
G-101,2337,Sophia Jones,SPMS,Female,4.18
G-101,5461,Suraj Mishra,CoE,Male,4.08
G-101,456,Wani Binti Jalil,CCEB,Female,4.0
G-101,4928,Weijun,ASE,Male,3.85
G-101,696,Wyatt Price,CoE,Male,3.95
G-101,437,Xiao Ming,SSS,Male,4.17
G-101,3546,Ying Wong,CoE,Female,3.88
G-101,2753,Zadie Harris,CoB (NBS),Female,4.52
G-101,715,Zoe King,ADM,Female,3.88
G-102,783,Ajay Bhatt,WKW SCI,Male,4.22
G-102,3592,Alina Awan,MAE,Female,4.1
G-102,5928,Anjali Kumar,EEE,Female,3.95
G-102,5144,Aria Murphy,CoB (NBS),Female,4.2
G-102,3439,Asher Clark,CCEB,Male,4.03
G-102,5888,Bradley Yang,LKCMedicine,Male,4.09
G-102,2315,Cheng Fang Tan,SSS,Male,4.05
G-102,2373,Elisha Wu,CEE,Male,4.23
G-102,2595,Fariha Noor,CoB (NBS),Female,4.14
G-102,3820,Felix Wong,EEE,Male,4.14
G-102,2079,Gina Lau,SBS,Female,4.15
G-102,818,Hansel Bautista,CCEB,Male,4.06
G-102,2376,Hao Yang Tan,SoH,Male,4.3
G-102,3692,Harsh Kumar,CoB (NBS),Male,4.05
G-102,2403,Henry Tan,LKCMedicine,Male,4.12
G-102,337,Kanwal Bukhari,WKW SCI,Female,4.16
G-102,3413,Kiran Shah,MSE,Female,4.12
G-102,5447,Lan Nguyen,SSS,Female,4.15
G-102,902,Layla Cooper,CoE,Female,4.03
G-102,2221,Levi Huang,NIE,Male,4.04
G-102,2192,Liu Fang,SPMS,Female,4.03
G-102,2246,Luca Torres,CoE,Male,4.12
G-102,39,Lyric Tan,SBS,Female,4.04
G-102,5690,Maharani Sari,SoH,Female,4.3
G-102,448,Margarita Sokolova,MSE,Female,4.03
G-102,103,Maximus Wright,SBS,Male,4.05
G-102,3043,Maya Sari,MAE,Female,4.15
G-102,3957,Megan Walker,NIE,Female,4.06
G-102,4862,Melati Ahmad,SSS,Female,3.88
G-102,5578,Minh Tran,SPMS,Male,4.03
G-102,5147,Min-Ji Park,WKW SCI,Female,4.03
G-102,3717,Nafisa Ali,CCDS,Female,3.95
G-102,613,Nina Phillips,CEE,Female,4.11
G-102,2720,Nira Gupta,SoH,Female,4.12
G-102,714,Nisha Gupta,LKCMedicine,Female,4.21
G-102,4404,Omar Farooq,SSS,Male,4.2
G-102,1688,Pranata Santoso,LKCMedicine,Male,3.95
G-102,956,Raj Tan,MAE,Male,4.17
G-102,4386,Riku Takeda,SPMS,Male,4.01
G-102,3168,Sakshi Iyer,MSE,Female,3.94
G-102,828,Sakshi Singh,MSE,Female,4.14
G-102,2560,Simran Singh,CoE,Female,4.03
G-102,1634,Sofia Hernandez,CEE,Female,4.26
G-102,5023,Svetlana Chernyshova,CCEB,Female,4.06
G-102,1768,Travis Lim,SBS,Male,4.0
G-102,5913,Ulysses Salazar,CEE,Male,4.2
G-102,2013,Wyatt Thompson,CCDS,Male,4.09
G-102,1362,Yong Hui,SPMS,Male,4.21
G-102,3909,Zara Lim,CEE,Female,4.1
G-102,4379,Zoe Martinez,CEE,Female,4.21
G-103,18,Alan Chan,MSE,Male,4.0
G-103,1495,Amira Tan,SSS,Female,4.15
G-103,5493,Amna Bukhari,CCDS,Female,4.11
G-103,5627,Anjali Singh,CoB (NBS),Female,4.16
G-103,4132,Aria Martinez,CCEB,Female,4.18
G-103,3554,Asha Mehta,SBS,Female,4.52
G-103,5483,Camila Li,CoE,Female,4.27
G-103,4842,Carmen Ong,ASE,Female,4.09
G-103,397,Chong Wang,CCDS,Male,4.25
G-103,1618,Dallas Huang,CoE,Male,4.09
G-103,2165,David Young,CoB (NBS),Male,4.19
G-103,5040,Dev Sharma,WKW SCI,Male,4.26
G-103,4616,Eli Tan,CEE,Male,3.88
G-103,3251,Emily Scott,ASE,Female,4.07
G-103,4224,Ethan White,SPMS,Male,4.11
G-103,2559,Everett Harris,MAE,Male,4.14
G-103,2099,Fahim Hussein,LKCMedicine,Male,4.03
G-103,2602,Fatima Baig,CCEB,Female,4.25
G-103,4051,Fatima Malik,CoE,Female,4.18
G-103,1613,Graham Jackson,LKCMedicine,Male,3.97
G-103,4964,Hannah Sanders,CoB (NBS),Female,4.2
G-103,3497,Hikaru Sato,WKW SCI,Male,4.14
G-103,4678,Irfan Bin Hassan,EEE,Male,4.0
G-103,1553,Isaac Thompson,NIE,Male,4.03
G-103,2679,Khalil Bin Ismail,MSE,Male,4.09
G-103,4612,Kylie Chen,CoE,Female,4.15
G-103,5970,Layla Fisher,LKCMedicine,Female,4.01
G-103,1551,Maggie Kwan,ASE,Female,3.91
G-103,1911,Mansoor Qureshi,EEE,Male,4.12
G-103,1202,Maya Gonzales,CCEB,Female,4.22
G-103,835,Maya Wilson,CCEB,Female,4.13
G-103,952,Nadia Binti Zulkifli,SSS,Female,3.87
G-103,1879,Naim Bin Hashim,MSE,Male,4.2
G-103,1292,Queenie Lee,ASE,Female,4.06
G-103,925,Saad Malik,CoB (NBS),Male,4.05
G-103,4821,Samantha Khan,SBS,Female,4.19
G-103,778,Selina Loh,CEE,Female,3.91
G-103,40,Shiloh Lin,LKCMedicine,Female,4.05
G-103,4181,Simon Lee,MSE,Male,4.02
G-103,4559,Sofia Kim,MAE,Female,4.17
G-103,1847,Talha Iqbal,SPMS,Male,4.11
G-103,2601,Tommy Wu,CCDS,Male,4.22
G-103,344,Tyler Hall,SSS,Male,4.11
G-103,4809,Vikram Singh,CCDS,Male,4.13
G-103,3932,Vy Nguyen,SBS,Male,4.11
G-103,4427,Willow Wong,CoB (NBS),Female,4.19
G-103,1787,Xiao Wei Tan,SSS,Male,3.95
G-103,4837,Yuna Wong,LKCMedicine,Female,4.07
G-103,2302,Yvonne Ng,CCDS,Female,3.8
G-103,2189,Zachary Lee,SPMS,Male,4.11
G-104,2204,Anaya Singh,CEE,Female,4.0
G-104,1395,Anil Reddy,CoB (NBS),Male,4.14
G-104,4039,Anita Lim,CCDS,Female,4.06
G-104,4001,Ashna Mehta,NIE,Female,4.06
G-104,4349,Benjamin Huang,CCEB,Male,4.11
G-104,90,Chandra Menon,NIE,Male,4.03
G-104,2233,Chloe Scott,ASE,Female,3.85
G-104,2653,Chloe Tan,SoH,Female,4.17
G-104,2556,Chloe Wu,CoB (NBS),Female,4.03
G-104,1446,Dahlia Chen,CoE,Female,4.04
G-104,759,Daniel Adams,SPMS,Male,4.05
G-104,3595,Eamon Liu,SPMS,Male,4.16
G-104,5905,Emi Yamashita,SBS,Female,4.22
G-104,5684,Emily Johnson,CoE,Female,4.03
G-104,4894,Fitri Binti Mohd,CEE,Female,4.0
G-104,3268,Gideon Torres,SPMS,Male,4.04
G-104,5570,Gideon Zhang,SSS,Male,4.01
G-104,82,Giselle Wu,SPMS,Female,4.14
G-104,2932,Gracelyn Dela Cruz,SoH,Female,3.96
G-104,4187,Isha Verma,CoE,Female,4.03
G-104,5596,Jason Tan,CCEB,Male,4.16
G-104,1542,John Lim,CoE,Male,3.95
G-104,2962,Jun Zhang,CCEB,Male,4.19
G-104,5540,Kamran Farooq,CEE,Male,4.01
G-104,4664,Lance Alvarado,CoE,Male,4.04
G-104,3873,Leo Pranata,WKW SCI,Male,4.2
G-104,1950,Lila Wu,CCEB,Female,4.06
G-104,5263,Lily Ong,SPMS,Female,3.93
G-104,5962,Madison Scott,SoH,Female,3.92
G-104,5685,Maya Rahman,WKW SCI,Female,4.06
G-104,2898,Nancy Yeo,EEE,Female,4.08
G-104,3050,Nia Wong,CCDS,Female,3.95
G-104,3937,Nisha Yadav,CoB (NBS),Female,4.18
G-104,1375,Pallavi Mehta,EEE,Female,4.09
G-104,238,Prashant Joshi,CCEB,Male,4.03
G-104,2622,Priya Roy,SoH,Female,4.11
G-104,4988,Rafael Wong,CCEB,Male,4.11
G-104,1891,Ryder Ward,NIE,Male,4.15
G-104,2273,Samantha Ong,CCEB,Female,4.1
G-104,832,Sarah Liu,CCEB,Female,4.09
G-104,3665,Shahid Ali,SSS,Male,4.11
G-104,1600,Sophia Taylor,CEE,Female,4.06
G-104,3080,Tara Wati,SoH,Female,3.85
G-104,1649,Vera Ong,SSS,Female,4.09
G-104,33,Waleed Malik,SBS,Male,4.15
G-104,3335,William Yip,CEE,Male,4.22
G-104,5020,Xena Reed,CCDS,Female,4.11
G-104,4403,Ying Zhang,SSS,Female,4.18
G-104,2562,Zainab Noor,SBS,Female,4.0
G-104,5317,Zhen Zhang,CoB (NBS),Male,4.06
G-105,2732,Addison Lin,SBS,Female,4.02
G-105,5909,Aditi Kumar,CoB (NBS),Female,4.01
G-105,4744,Alyssa Tan,SPMS,Female,4.1
G-105,1564,Amina Binti Zain,SoH,Female,4.15
G-105,1490,Amit Agarwal,MSE,Male,4.15
G-105,463,Arjun Nair,NIE,Male,3.92
G-105,5816,Bennett Liu,MAE,Male,4.14
G-105,5339,Callum Williams,CCDS,Male,4.19
G-105,4364,Charlotte Gonzalez,EEE,Female,4.22
G-105,1550,Chen Bo,ASE,Male,4.17
G-105,4431,Chen Li,EEE,Female,4.12
G-105,28,Claudia Tan,ASE,Female,4.09
G-105,3970,Cora Zhang,SSS,Female,4.15
G-105,1789,Dallas Liu,CEE,Male,4.05
G-105,1927,Dao Tran,CCEB,Male,4.15
G-105,2728,Daphne Li,NIE,Female,4.26
G-105,1529,Devansh Mehta,SBS,Male,4.0
G-105,401,Haruki Suzuki,ASE,Male,4.01
G-105,5003,Imran Bin Zahid,CCEB,Male,4.3
G-105,1803,Isabella Rodriguez,CEE,Female,3.86
G-105,5950,James Jackson,CoB (NBS),Male,4.09
G-105,1007,Jonathan Wu,CCEB,Male,4.09
G-105,5218,Julia Tan,ADM,Female,4.04
G-105,4869,Kiran Rao,MSE,Male,4.15
G-105,2913,Kunal Mehta,CoB (NBS),Male,4.12
G-105,4510,Kylie Zhang,NIE,Female,4.04
G-105,1043,Logan Martin,EEE,Male,4.12
G-105,3728,Lola Zhang,CoB (NBS),Female,4.22
G-105,2392,Max Johnson,EEE,Male,4.21
G-105,333,Maya Torres,NIE,Female,3.92
G-105,1141,Mei Chen,CCDS,Female,4.02
G-105,5355,Nicolas Ramos,ASE,Male,4.14
G-105,951,Nisha Bansal,MSE,Female,4.15
G-105,5029,Olivia Miller,SSS,Female,3.87
G-105,3108,Pallavi Kumar,WKW SCI,Female,4.1
G-105,4758,Ping An,SSS,Female,4.1
G-105,5770,Qiana Lestari,ADM,Female,4.25
G-105,800,Ricky Chen,NIE,Male,4.09
G-105,1974,Ronald Tan,CoE,Male,4.05
G-105,3668,Saad Javed,SPMS,Male,4.15
G-105,4589,Sabrina Zhao,MSE,Female,4.11
G-105,5797,Shahid Raza,CoE,Male,4.02
G-105,4188,Sophie Reed,SPMS,Female,4.23
G-105,3415,Tatum Roberts,ASE,Female,4.06
G-105,2161,Tessa Li,EEE,Female,4.14
G-105,2010,Trung Le,SBS,Male,4.06
G-105,500,Vincent Wong,MAE,Male,4.01
G-105,3345,Vira Dwi,CoB (NBS),Female,3.8
G-105,5377,Yang Jun,ADM,Male,4.17
G-105,5565,Yumi Tanaka,SPMS,Female,4.03
G-106,5676,Akemi Takahashi,NIE,Female,4.12
G-106,4732,Albert Wang,NIE,Male,4.01
G-106,3583,Aria Lee,MAE,Female,3.88
G-106,3654,Aria Tan,ADM,Female,4.04
G-106,4934,Arya Kapoor,NIE,Female,3.97
G-106,5657,Charlotte Harris,CoE,Female,4.02
G-106,1415,Cleo Morales,CCDS,Female,4.02
G-106,3686,Cole Huang,SoH,Male,4.19
G-106,330,Dylan Li,CoE,Male,3.9
G-106,1168,Eun-Hee Kim,CCEB,Female,4.14
G-106,113,Fahad Ali,SoH,Male,4.19
G-106,1785,Gabriella Dela Cruz,CoE,Female,4.01
G-106,3471,Gandhi Saputra,CoE,Male,3.95
G-106,1888,Guofeng,SPMS,Female,4.15
G-106,2147,Hafiz Ahmad,CCEB,Male,4.14
G-106,3551,Harrison Moore,WKW SCI,Male,4.19
G-106,2385,Hoang Nguyen,EEE,Male,4.02
G-106,5089,Isla Lee,MAE,Female,4.15
G-106,4581,Jai Mehta,CCDS,Male,4.0
G-106,930,Jason Robinson,EEE,Male,4.52
G-106,3330,Jingyi,SPMS,Female,4.15
G-106,5885,Jun Liu,LKCMedicine,Female,3.9
G-106,4387,Kathy Tan,CCEB,Female,4.05
G-106,1929,Kavitha Tan,CCDS,Female,4.3
G-106,2713,Kevin Wang,LKCMedicine,Male,4.09
G-106,5093,Megan Zhao,CoB (NBS),Female,4.01
G-106,623,Minghao,NIE,Female,4.0
G-106,2588,Mira Binti Zaki,NIE,Female,4.2
G-106,5670,Miyu Nishimura,WKW SCI,Female,4.06
G-106,5088,Neelam Rani,SPMS,Female,3.95
G-106,1580,Nikhil Sharma,SoH,Male,4.11
G-106,164,Nisha Verma,SoH,Female,4.18
G-106,2112,Noah Morris,SoH,Male,4.11
G-106,4438,Noel Pineda,WKW SCI,Male,4.19
G-106,1294,Nolan Reyes,LKCMedicine,Male,4.16
G-106,4317,Oliver Martinez,CCDS,Male,4.12
G-106,3054,Om Tan,CoB (NBS),Male,4.15
G-106,2144,Oscar Villanueva,LKCMedicine,Male,4.19
G-106,3001,Piper Chen,NIE,Female,4.15
G-106,1002,Priya Nair,MAE,Female,4.12
G-106,5898,Quinn Larson,SSS,Female,4.12
G-106,4783,Rahul Mehta,ADM,Male,4.08
G-106,4201,Reyansh Iyer,CoB (NBS),Male,4.14
G-106,5983,Sergei Ivanovich,CCEB,Male,4.0
G-106,1730,Siddharth Gupta,CCDS,Male,4.14
G-106,850,Sienna Lee,CCDS,Female,3.88
G-106,1470,Tania Ng,MAE,Female,4.15
G-106,3008,Thomas Harris,SoH,Male,3.95
G-106,4753,Zara Malik,LKCMedicine,Female,3.9
G-106,2370,Zedrick Ong,EEE,Male,4.05
G-107,992,Amara Siti,EEE,Female,4.03
G-107,4621,Amelia Lewis,CCDS,Female,4.22
G-107,149,Ananya Roy,CoB (NBS),Female,4.08
G-107,1979,Archer Powell,SSS,Male,4.12
G-107,4572,Arjun Sinha,MAE,Male,4.09
G-107,754,Bria Tsai,SBS,Female,4.23
G-107,5767,Carter Hall,CCDS,Male,4.14
G-107,2445,Chad Dela Cruz,MSE,Male,4.02
G-107,2012,Charu Iyer,CoE,Female,3.92
G-107,5790,Cheryl Ong,CoE,Female,4.0
G-107,4074,Daniel Tan,ASE,Male,4.0
G-107,4677,Emery Wu,CCEB,Male,4.1
G-107,2715,Harvey Lim,SBS,Male,3.88
G-107,2877,Hayden Wu,CoB (NBS),Female,4.12
G-107,2196,Jia Li,SPMS,Female,4.03
G-107,4716,Joko Susanto,NIE,Male,3.9
G-107,180,Kai Qiang,WKW SCI,Male,4.04
G-107,3973,Karan Patel,CCDS,Male,4.14
G-107,768,Kavita Singh,WKW SCI,Female,3.89
G-107,3344,Lana Tan,SPMS,Female,4.0
G-107,5645,Le Van Minh,WKW SCI,Female,4.02
G-107,2292,Lily Lim,CCDS,Female,4.19
G-107,5804,Liu Yang,ASE,Male,4.16
G-107,2475,Madison Torres,CCEB,Female,4.12
G-107,2334,Meera Gupta,WKW SCI,Female,4.04
G-107,5132,Min-Jung Kim,CCEB,Female,3.85
G-107,112,Misha Malik,MSE,Female,4.14
G-107,2471,Nguyen Thi Hoa,WKW SCI,Female,3.87
G-107,937,Nina Binti Noor,EEE,Female,3.86
G-107,4749,Nina Zhao,CEE,Female,4.15
G-107,2916,Omar Rivera,WKW SCI,Male,4.12
G-107,5335,Qiang Zhang,MSE,Male,4.2
G-107,598,Riana Binti Abdul,CCEB,Female,4.25
G-107,4040,Rina Ali,MAE,Female,4.09
G-107,895,Saanvi Roy,MAE,Female,4.25
G-107,1212,Samantha Sanchez,WKW SCI,Female,4.25
G-107,830,Samreen Ali,NIE,Female,4.07
G-107,5212,Sana Menon,SSS,Female,4.22
G-107,89,Suresh Bhat,NIE,Female,4.14
G-107,1033,Tanishq Reddy,EEE,Male,3.92
G-107,1308,Vera Chan,CCEB,Female,4.1
G-107,4901,Victoria Reyes,SSS,Female,4.2
G-107,4336,Xiangqi,CCEB,Male,4.0
G-107,1463,Xiao Zhang,MAE,Male,4.02
G-107,2941,Xiaoling Chen,EEE,Female,4.02
G-107,1968,Yumi Hayashi,MAE,Female,3.89
G-107,5960,Yuri Grigorev,CEE,Male,4.1
G-107,3867,Zane Navarro,CCDS,Male,4.18
G-107,3849,Zane Wong,SSS,Male,4.03
G-107,1541,Zulaikha Binti Rahman,CCDS,Female,4.0
G-108,2926,Aarav Nair,SPMS,Male,3.89
G-108,3985,Asher Thompson,CoB (NBS),Male,4.52
G-108,5153,Caleb Parker,SBS,Male,4.18
G-108,1678,Cameron Ward,SBS,Male,4.19
G-108,3921,Camila Allen,EEE,Female,4.0
G-108,5733,Chen Ming,SSS,Male,4.11
G-108,2511,Hana Watanabe,MSE,Female,4.18
G-108,3128,Harini Nair,ADM,Female,4.02
G-108,4574,Hina Waseem,WKW SCI,Female,3.95
G-108,2509,Hugo Long,NIE,Male,4.06
G-108,1809,Ivy Wang,CCEB,Female,3.89
G-108,5266,Julian Wu,ADM,Male,4.12
G-108,2130,Kendrick Alvarado,CCDS,Male,4.18
G-108,2663,Liam Reddy,SBS,Male,4.02
G-108,2716,Liang Bo,SBS,Male,4.19
G-108,3184,Lindsey Lin,WKW SCI,Female,4.1
G-108,1643,Mae Chang,NIE,Female,4.02
